CustomerID,Name,SalesPersonID,Demographics,ModifiedDate
185,Weekend Bike Tours,281,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>300000</AnnualSales><AnnualRevenue>30000</AnnualRevenue><BankName>Primary International</BankName><BusinessType>BM</BusinessType><YearOpened>1978</YearOpened><Specialty>Road</Specialty><SquareFeet>7000</SquareFeet><Brands>AW</Brands><Internet>DSL</Internet><NumberEmployees>4</NumberEmployees></StoreSurvey>",10/13/04 19:15
186,Thrilling Bike Tours,276,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1500000</AnnualSales><AnnualRevenue>150000</AnnualRevenue><BankName>United Security</BankName><BusinessType>BS</BusinessType><YearOpened>1971</YearOpened><Specialty>Touring</Specialty><SquareFeet>37000</SquareFeet><Brands>4+</Brands><Internet>ISDN</Internet><NumberEmployees>37</NumberEmployees></StoreSurvey>",10/13/04 19:15
187,Trailblazing Sports,281,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>Primary Bank &amp; Reserve</BankName><BusinessType>OS</BusinessType><YearOpened>1977</YearOpened><Specialty>Mountain</Specialty><SquareFeet>78000</SquareFeet><Brands>3</Brands><Internet>T1</Internet><NumberEmployees>91</NumberEmployees></StoreSurvey>",10/13/04 19:15
188,Variety Bike Outlet,279,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>300000</AnnualSales><AnnualRevenue>30000</AnnualRevenue><BankName>Guardian Bank</BankName><BusinessType>BM</BusinessType><YearOpened>1970</YearOpened><Specialty>Mountain</Specialty><SquareFeet>9000</SquareFeet><Brands>AW</Brands><Internet>DSL</Internet><NumberEmployees>6</NumberEmployees></StoreSurvey>",10/13/04 19:15
189,Principal Bicycle Supply,279,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1500000</AnnualSales><AnnualRevenue>150000</AnnualRevenue><BankName>Reserve Security</BankName><BusinessType>BS</BusinessType><YearOpened>1976</YearOpened><Specialty>Road</Specialty><SquareFeet>39000</SquareFeet><Brands>4+</Brands><Internet>DSL</Internet><NumberEmployees>36</NumberEmployees></StoreSurvey>",10/13/04 19:15
190,Racing Partners,282,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>International Bank</BankName><BusinessType>OS</BusinessType><YearOpened>1987</YearOpened><Specialty>Mountain</Specialty><SquareFeet>79000</SquareFeet><Brands>4+</Brands><Internet>DSL</Internet><NumberEmployees>92</NumberEmployees></StoreSurvey>",10/13/04 19:15
191,Non-Slip Pedal Company,282,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>300000</AnnualSales><AnnualRevenue>30000</AnnualRevenue><BankName>International Security</BankName><BusinessType>BM</BusinessType><YearOpened>1975</YearOpened><Specialty>Road</Specialty><SquareFeet>11000</SquareFeet><Brands>AW</Brands><Internet>DSL</Internet><NumberEmployees>8</NumberEmployees></StoreSurvey>",10/13/04 19:15
192,Nuts and Bolts Mfg.,278,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1500000</AnnualSales><AnnualRevenue>150000</AnnualRevenue><BankName>Primary International</BankName><BusinessType>BS</BusinessType><YearOpened>1988</YearOpened><Specialty>Mountain</Specialty><SquareFeet>37000</SquareFeet><Brands>4+</Brands><Internet>DSL</Internet><NumberEmployees>35</NumberEmployees></StoreSurvey>",10/13/04 19:15
193,Perfect Toys,286,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>United Security</BankName><BusinessType>OS</BusinessType><YearOpened>1974</YearOpened><Specialty>Touring</Specialty><SquareFeet>76000</SquareFeet><Brands>2</Brands><Internet>ISDN</Internet><NumberEmployees>93</NumberEmployees></StoreSurvey>",10/13/04 19:15
194,Mechanical Brake Manufacturers,289,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>800000</AnnualSales><AnnualRevenue>80000</AnnualRevenue><BankName>Primary Bank &amp; Reserve</BankName><BusinessType>BM</BusinessType><YearOpened>1970</YearOpened><Specialty>Touring</Specialty><SquareFeet>21000</SquareFeet><Brands>3</Brands><Internet>T1</Internet><NumberEmployees>10</NumberEmployees></StoreSurvey>",10/13/04 19:15
195,Inexpensive Parts Shop,290,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1500000</AnnualSales><AnnualRevenue>150000</AnnualRevenue><BankName>Guardian Bank</BankName><BusinessType>BS</BusinessType><YearOpened>1972</YearOpened><Specialty>Mountain</Specialty><SquareFeet>35000</SquareFeet><Brands>4+</Brands><Internet>T1</Internet><NumberEmployees>34</NumberEmployees></StoreSurvey>",10/13/04 19:15
196,Exhibition Showroom,285,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>Reserve Security</BankName><BusinessType>OS</BusinessType><YearOpened>1974</YearOpened><Specialty>Mountain</Specialty><SquareFeet>77000</SquareFeet><Brands>2</Brands><Internet>DSL</Internet><NumberEmployees>94</NumberEmployees></StoreSurvey>",10/13/04 19:15
197,"Fabrikam Inc., West",275,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>800000</AnnualSales><AnnualRevenue>80000</AnnualRevenue><BankName>International Bank</BankName><BusinessType>BM</BusinessType><YearOpened>1976</YearOpened><Specialty>Mountain</Specialty><SquareFeet>18000</SquareFeet><Brands>4+</Brands><Internet>DSL</Internet><NumberEmployees>12</NumberEmployees></StoreSurvey>",10/13/04 19:15
198,Field Trip Inc,275,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1500000</AnnualSales><AnnualRevenue>150000</AnnualRevenue><BankName>International Security</BankName><BusinessType>BS</BusinessType><YearOpened>1978</YearOpened><Specialty>Road</Specialty><SquareFeet>35000</SquareFeet><Brands>4+</Brands><Internet>DSL</Internet><NumberEmployees>33</NumberEmployees></StoreSurvey>",10/13/04 19:15
199,Authorized Bike Sales and Rental,280,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>Primary International</BankName><BusinessType>OS</BusinessType><YearOpened>1980</YearOpened><Specialty>Touring</Specialty><SquareFeet>75000</SquareFeet><Brands>3</Brands><Internet>T1</Internet><NumberEmployees>95</NumberEmployees></StoreSurvey>",10/13/04 19:15
200,Basic Bike Company,283,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>800000</AnnualSales><AnnualRevenue>80000</AnnualRevenue><BankName>United Security</BankName><BusinessType>BM</BusinessType><YearOpened>1982</YearOpened><Specialty>Road</Specialty><SquareFeet>20000</SquareFeet><Brands>2</Brands><Internet>DSL</Internet><NumberEmployees>14</NumberEmployees></StoreSurvey>",10/13/04 19:15
201,Unsurpassed Bikes,277,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1500000</AnnualSales><AnnualRevenue>150000</AnnualRevenue><BankName>Primary Bank &amp; Reserve</BankName><BusinessType>BS</BusinessType><YearOpened>1984</YearOpened><Specialty>Touring</Specialty><SquareFeet>39000</SquareFeet><Brands>3</Brands><Internet>DSL</Internet><NumberEmployees>32</NumberEmployees></StoreSurvey>",10/13/04 19:15
202,Two-Seater Bikes,277,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>Guardian Bank</BankName><BusinessType>OS</BusinessType><YearOpened>1986</YearOpened><Specialty>Touring</Specialty><SquareFeet>80000</SquareFeet><Brands>2</Brands><Internet>T1</Internet><NumberEmployees>96</NumberEmployees></StoreSurvey>",10/13/04 19:15
203,Separate Parts Corporation,281,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>800000</AnnualSales><AnnualRevenue>80000</AnnualRevenue><BankName>Reserve Security</BankName><BusinessType>BM</BusinessType><YearOpened>1988</YearOpened><Specialty>Road</Specialty><SquareFeet>21000</SquareFeet><Brands>3</Brands><Internet>DSL</Internet><NumberEmployees>16</NumberEmployees></StoreSurvey>",10/13/04 19:15
204,Traction Tire Company,276,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1500000</AnnualSales><AnnualRevenue>150000</AnnualRevenue><BankName>International Bank</BankName><BusinessType>BS</BusinessType><YearOpened>1990</YearOpened><Specialty>Mountain</Specialty><SquareFeet>39000</SquareFeet><Brands>2</Brands><Internet>DSL</Internet><NumberEmployees>31</NumberEmployees></StoreSurvey>",10/13/04 19:15
205,Rally Master Company Inc,281,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>International Security</BankName><BusinessType>OS</BusinessType><YearOpened>1992</YearOpened><Specialty>Touring</Specialty><SquareFeet>77000</SquareFeet><Brands>2</Brands><Internet>T2</Internet><NumberEmployees>97</NumberEmployees></StoreSurvey>",10/13/04 19:15
206,New and Used Bicycles,279,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>800000</AnnualSales><AnnualRevenue>80000</AnnualRevenue><BankName>Primary International</BankName><BusinessType>BM</BusinessType><YearOpened>1994</YearOpened><Specialty>Road</Specialty><SquareFeet>20000</SquareFeet><Brands>AW</Brands><Internet>DSL</Internet><NumberEmployees>18</NumberEmployees></StoreSurvey>",10/13/04 19:15
207,Lubricant and Grease Suppliers,279,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1500000</AnnualSales><AnnualRevenue>150000</AnnualRevenue><BankName>United Security</BankName><BusinessType>BS</BusinessType><YearOpened>1996</YearOpened><Specialty>Mountain</Specialty><SquareFeet>37000</SquareFeet><Brands>4+</Brands><Internet>DSL</Internet><NumberEmployees>30</NumberEmployees></StoreSurvey>",10/13/04 19:15
208,Professional Cyclists,282,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>Primary Bank &amp; Reserve</BankName><BusinessType>OS</BusinessType><YearOpened>1998</YearOpened><Specialty>Road</Specialty><SquareFeet>77000</SquareFeet><Brands>3</Brands><Internet>T1</Internet><NumberEmployees>98</NumberEmployees></StoreSurvey>",10/13/04 19:15
209,Purple Bicycle Company,282,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1000000</AnnualSales><AnnualRevenue>100000</AnnualRevenue><BankName>Guardian Bank</BankName><BusinessType>BM</BusinessType><YearOpened>2000</YearOpened><Specialty>Road</Specialty><SquareFeet>27000</SquareFeet><Brands>2</Brands><Internet>DSL</Internet><NumberEmployees>20</NumberEmployees></StoreSurvey>",10/13/04 19:15
210,Gasless Cycle Shop,278,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1000000</AnnualSales><AnnualRevenue>100000</AnnualRevenue><BankName>Reserve Security</BankName><BusinessType>BS</BusinessType><YearOpened>2001</YearOpened><Specialty>Road</Specialty><SquareFeet>24000</SquareFeet><Brands>3</Brands><Internet>DSL</Internet><NumberEmployees>29</NumberEmployees></StoreSurvey>",10/13/04 19:15
211,Sports Products Store,286,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>International Bank</BankName><BusinessType>OS</BusinessType><YearOpened>1999</YearOpened><Specialty>Road</Specialty><SquareFeet>78000</SquareFeet><Brands>3</Brands><Internet>ISDN</Internet><NumberEmployees>99</NumberEmployees></StoreSurvey>",10/13/04 19:15
212,Enterprise Center,289,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>800000</AnnualSales><AnnualRevenue>80000</AnnualRevenue><BankName>International Security</BankName><BusinessType>BM</BusinessType><YearOpened>2000</YearOpened><Specialty>Touring</Specialty><SquareFeet>23000</SquareFeet><Brands>4+</Brands><Internet>T1</Internet><NumberEmployees>19</NumberEmployees></StoreSurvey>",10/13/04 19:15
213,Fast Bike Works,290,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1000000</AnnualSales><AnnualRevenue>100000</AnnualRevenue><BankName>Primary International</BankName><BusinessType>BS</BusinessType><YearOpened>1971</YearOpened><Specialty>Touring</Specialty><SquareFeet>25000</SquareFeet><Brands>4+</Brands><Internet>DSL</Internet><NumberEmployees>28</NumberEmployees></StoreSurvey>",10/13/04 19:15
214,Exclusive Bicycle Mart,285,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>United Security</BankName><BusinessType>OS</BusinessType><YearOpened>1999</YearOpened><Specialty>Road</Specialty><SquareFeet>77000</SquareFeet><Brands>4+</Brands><Internet>DSL</Internet><NumberEmployees>100</NumberEmployees></StoreSurvey>",10/13/04 19:15
215,Eleventh Bike Store,275,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>800000</AnnualSales><AnnualRevenue>80000</AnnualRevenue><BankName>Primary Bank &amp; Reserve</BankName><BusinessType>BM</BusinessType><YearOpened>1975</YearOpened><Specialty>Road</Specialty><SquareFeet>22000</SquareFeet><Brands>4+</Brands><Internet>DSL</Internet><NumberEmployees>18</NumberEmployees></StoreSurvey>",10/13/04 19:15
216,Painters Bicycle Specialists,275,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1000000</AnnualSales><AnnualRevenue>100000</AnnualRevenue><BankName>Guardian Bank</BankName><BusinessType>BS</BusinessType><YearOpened>1998</YearOpened><Specialty>Road</Specialty><SquareFeet>24000</SquareFeet><Brands>3</Brands><Internet>DSL</Internet><NumberEmployees>27</NumberEmployees></StoreSurvey>",10/13/04 19:15
217,City Manufacturing,280,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>Reserve Security</BankName><BusinessType>OS</BusinessType><YearOpened>1979</YearOpened><Specialty>Mountain</Specialty><SquareFeet>75000</SquareFeet><Brands>4+</Brands><Internet>DSL</Internet><NumberEmployees>66</NumberEmployees></StoreSurvey>",10/13/04 19:15
218,Sure & Reliable Sporting Goods,283,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>800000</AnnualSales><AnnualRevenue>80000</AnnualRevenue><BankName>International Bank</BankName><BusinessType>BM</BusinessType><YearOpened>1997</YearOpened><Specialty>Road</Specialty><SquareFeet>22000</SquareFeet><Brands>4+</Brands><Internet>DSL</Internet><NumberEmployees>17</NumberEmployees></StoreSurvey>",10/13/04 19:15
219,Extras Sporting Goods,277,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>300000</AnnualSales><AnnualRevenue>30000</AnnualRevenue><BankName>International Security</BankName><BusinessType>BM</BusinessType><YearOpened>1970</YearOpened><Specialty>Road</Specialty><SquareFeet>7000</SquareFeet><Brands>3</Brands><Internet>DSL</Internet><NumberEmployees>2</NumberEmployees></StoreSurvey>",10/13/04 19:15
220,Best o' Bikes,277,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>800000</AnnualSales><AnnualRevenue>80000</AnnualRevenue><BankName>Primary International</BankName><BusinessType>BS</BusinessType><YearOpened>1972</YearOpened><Specialty>Touring</Specialty><SquareFeet>19000</SquareFeet><Brands>3</Brands><Internet>DSL</Internet><NumberEmployees>10</NumberEmployees></StoreSurvey>",10/13/04 19:15
221,Bike Dealers Association,281,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1500000</AnnualSales><AnnualRevenue>150000</AnnualRevenue><BankName>United Security</BankName><BusinessType>OS</BusinessType><YearOpened>1974</YearOpened><Specialty>Road</Specialty><SquareFeet>40000</SquareFeet><Brands>3</Brands><Internet>T1</Internet><NumberEmployees>40</NumberEmployees></StoreSurvey>",10/13/04 19:15
222,Sample Bike Store,276,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>300000</AnnualSales><AnnualRevenue>30000</AnnualRevenue><BankName>Primary Bank &amp; Reserve</BankName><BusinessType>BM</BusinessType><YearOpened>1976</YearOpened><Specialty>Road</Specialty><SquareFeet>7000</SquareFeet><Brands>AW</Brands><Internet>DSL</Internet><NumberEmployees>5</NumberEmployees></StoreSurvey>",10/13/04 19:15
223,Paints and Solvents Company,281,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>800000</AnnualSales><AnnualRevenue>80000</AnnualRevenue><BankName>Guardian Bank</BankName><BusinessType>BS</BusinessType><YearOpened>1978</YearOpened><Specialty>Touring</Specialty><SquareFeet>18000</SquareFeet><Brands>3</Brands><Internet>T1</Internet><NumberEmployees>13</NumberEmployees></StoreSurvey>",10/13/04 19:15
224,Pedal Systems Company,279,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1500000</AnnualSales><AnnualRevenue>150000</AnnualRevenue><BankName>Reserve Security</BankName><BusinessType>OS</BusinessType><YearOpened>1980</YearOpened><Specialty>Road</Specialty><SquareFeet>39000</SquareFeet><Brands>4+</Brands><Internet>T3</Internet><NumberEmployees>43</NumberEmployees></StoreSurvey>",10/13/04 19:15
225,Optimal Bikes,279,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>300000</AnnualSales><AnnualRevenue>30000</AnnualRevenue><BankName>International Bank</BankName><BusinessType>BM</BusinessType><YearOpened>1982</YearOpened><Specialty>Road</Specialty><SquareFeet>10000</SquareFeet><Brands>2</Brands><Internet>T1</Internet><NumberEmployees>8</NumberEmployees></StoreSurvey>",10/13/04 19:15
226,Leisure Activities,282,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>800000</AnnualSales><AnnualRevenue>80000</AnnualRevenue><BankName>International Security</BankName><BusinessType>BS</BusinessType><YearOpened>1984</YearOpened><Specialty>Mountain</Specialty><SquareFeet>22000</SquareFeet><Brands>4+</Brands><Internet>DSL</Internet><NumberEmployees>16</NumberEmployees></StoreSurvey>",10/13/04 19:15
227,"Health Spa, Limited",282,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1500000</AnnualSales><AnnualRevenue>150000</AnnualRevenue><BankName>Primary International</BankName><BusinessType>OS</BusinessType><YearOpened>1986</YearOpened><Specialty>Road</Specialty><SquareFeet>40000</SquareFeet><Brands>4+</Brands><Internet>T1</Internet><NumberEmployees>46</NumberEmployees></StoreSurvey>",10/13/04 19:15
228,Home Town Bike Store,278,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>800000</AnnualSales><AnnualRevenue>80000</AnnualRevenue><BankName>United Security</BankName><BusinessType>BM</BusinessType><YearOpened>1988</YearOpened><Specialty>Touring</Specialty><SquareFeet>20000</SquareFeet><Brands>3</Brands><Internet>T2</Internet><NumberEmployees>11</NumberEmployees></StoreSurvey>",10/13/04 19:15
229,Instant Cycle Store,286,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>800000</AnnualSales><AnnualRevenue>80000</AnnualRevenue><BankName>Primary Bank &amp; Reserve</BankName><BusinessType>BS</BusinessType><YearOpened>1990</YearOpened><Specialty>Road</Specialty><SquareFeet>23000</SquareFeet><Brands>4+</Brands><Internet>T1</Internet><NumberEmployees>19</NumberEmployees></StoreSurvey>",10/13/04 19:15
230,Global Bike Retailers,289,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1500000</AnnualSales><AnnualRevenue>150000</AnnualRevenue><BankName>Guardian Bank</BankName><BusinessType>OS</BusinessType><YearOpened>1992</YearOpened><Specialty>Touring</Specialty><SquareFeet>40000</SquareFeet><Brands>4+</Brands><Internet>T1</Internet><NumberEmployees>49</NumberEmployees></StoreSurvey>",10/13/04 19:15
231,Helmets and Cycles,290,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>800000</AnnualSales><AnnualRevenue>80000</AnnualRevenue><BankName>Reserve Security</BankName><BusinessType>BM</BusinessType><YearOpened>1994</YearOpened><Specialty>Touring</Specialty><SquareFeet>21000</SquareFeet><Brands>4+</Brands><Internet>ISDN</Internet><NumberEmployees>14</NumberEmployees></StoreSurvey>",10/13/04 19:15
232,Exceptional Cycle Services,285,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1000000</AnnualSales><AnnualRevenue>100000</AnnualRevenue><BankName>International Bank</BankName><BusinessType>BS</BusinessType><YearOpened>1996</YearOpened><Specialty>Touring</Specialty><SquareFeet>27000</SquareFeet><Brands>4+</Brands><Internet>DSL</Internet><NumberEmployees>22</NumberEmployees></StoreSurvey>",10/13/04 19:15
233,Fashionable Department Stores,275,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>International Security</BankName><BusinessType>OS</BusinessType><YearOpened>1998</YearOpened><Specialty>Mountain</Specialty><SquareFeet>68000</SquareFeet><Brands>3</Brands><Internet>DSL</Internet><NumberEmployees>52</NumberEmployees></StoreSurvey>",10/13/04 19:15
234,Eastside Sporting Goods,275,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>800000</AnnualSales><AnnualRevenue>80000</AnnualRevenue><BankName>Primary International</BankName><BusinessType>BM</BusinessType><YearOpened>2000</YearOpened><Specialty>Road</Specialty><SquareFeet>19000</SquareFeet><Brands>AW</Brands><Internet>T1</Internet><NumberEmployees>17</NumberEmployees></StoreSurvey>",10/13/04 19:15
235,Certified Bicycle Supply,280,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1000000</AnnualSales><AnnualRevenue>100000</AnnualRevenue><BankName>United Security</BankName><BusinessType>BS</BusinessType><YearOpened>2001</YearOpened><Specialty>Road</Specialty><SquareFeet>24000</SquareFeet><Brands>2</Brands><Internet>ISDN</Internet><NumberEmployees>25</NumberEmployees></StoreSurvey>",10/13/04 19:15
236,Closeout Boutique,283,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>Primary Bank &amp; Reserve</BankName><BusinessType>OS</BusinessType><YearOpened>1999</YearOpened><Specialty>Mountain</Specialty><SquareFeet>70000</SquareFeet><Brands>3</Brands><Internet>T1</Internet><NumberEmployees>55</NumberEmployees></StoreSurvey>",10/13/04 19:15
237,Client Discount Store,277,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1000000</AnnualSales><AnnualRevenue>100000</AnnualRevenue><BankName>Guardian Bank</BankName><BusinessType>BM</BusinessType><YearOpened>2000</YearOpened><Specialty>Mountain</Specialty><SquareFeet>24000</SquareFeet><Brands>2</Brands><Internet>DSL</Internet><NumberEmployees>20</NumberEmployees></StoreSurvey>",10/13/04 19:15
238,A Great Bicycle Company,277,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1000000</AnnualSales><AnnualRevenue>100000</AnnualRevenue><BankName>Reserve Security</BankName><BusinessType>BS</BusinessType><YearOpened>1971</YearOpened><Specialty>Road</Specialty><SquareFeet>28000</SquareFeet><Brands>3</Brands><Internet>T2</Internet><NumberEmployees>28</NumberEmployees></StoreSurvey>",10/13/04 19:15
239,Bicycle Merchandise Warehouse,281,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>3000000</AnnualSales><AnnualRevenue>300000</AnnualRevenue><BankName>International Bank</BankName><BusinessType>OS</BusinessType><YearOpened>1999</YearOpened><Specialty>Road</Specialty><SquareFeet>69000</SquareFeet><Brands>4+</Brands><Internet>T1</Internet><NumberEmployees>58</NumberEmployees></StoreSurvey>",10/13/04 19:15
240,Wire Baskets and Parts,276,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>800000</AnnualSales><AnnualRevenue>80000</AnnualRevenue><BankName>International Security</BankName><BusinessType>BM</BusinessType><YearOpened>1975</YearOpened><Specialty>Road</Specialty><SquareFeet>19000</SquareFeet><Brands>4+</Brands><Internet>DSL</Internet><NumberEmployees>19</NumberEmployees></StoreSurvey>",10/13/04 19:15
241,Vale Riding Supplies,281,"<StoreSurvey xmlns=""http://schemas.microsoft.com/sqlserver/2004/07/adventure-works/StoreSurvey""><AnnualSales>1500000</AnnualSales><AnnualRevenue>150000</AnnualRevenue><BankName>Primary International</BankName><BusinessType>BS</BusinessType><YearOpened>1998</YearOpened><Specialty>Touring</Specialty><SquareFeet>37000</SquareFeet><Brands>4+</Brands><Internet>T2</Internet><NumberEmployees>31</NumberEmployees></StoreSurvey>",10/13/04 19:15
