ProductID,VendorID,AverageLeadTime,StandardPrice,LastReceiptCost,LastReceiptDate,MinOrderQty,MaxOrderQty,OnOrderQty,UnitMeasureCode,ModifiedDate
490,61,16,12.11,12.7155,09/27/01 00:00,1,5,,CAN,09/27/01 08:00
490,75,16,11.77,12.3585,09/28/01 00:00,1,5,,CAN,09/28/01 08:00
491,30,15,19.03,19.9815,09/26/01 00:00,1,5,3,CAN,09/26/01 08:00
491,61,16,18.99,19.9395,09/27/01 00:00,1,5,,CAN,09/27/01 08:00
492,10,16,48.33,50.7465,09/21/01 00:00,20,100,,GAL,09/21/01 08:00
492,86,17,47.87,50.2635,09/19/01 00:00,20,100,60,GAL,09/19/01 08:00
493,10,16,55.49,58.2645,09/21/01 00:00,20,100,,GAL,09/21/01 08:00
493,86,17,54.43,57.1515,09/19/01 00:00,20,100,,GAL,09/19/01 08:00
494,10,16,48.33,50.7465,09/27/01 00:00,20,100,,GAL,09/27/01 08:00
494,86,17,50.67,53.2035,09/25/01 00:00,20,100,60,GAL,09/25/01 08:00
495,10,16,59.93,62.9265,09/27/01 00:00,20,100,,GAL,09/27/01 08:00
495,86,17,60.66,63.693,09/25/01 00:00,20,100,,GAL,09/25/01 08:00
496,10,16,47.29,49.6545,09/27/01 00:00,20,100,,GAL,09/27/01 08:00
496,86,17,46.58,48.909,09/25/01 00:00,20,100,,GAL,09/25/01 08:00
497,46,17,32.56,34.188,09/25/01 00:00,1,5,3,CS ,09/25/01 08:00
504,81,17,46.44,48.762,09/25/01 00:00,1,5,3,CS ,09/25/01 08:00
505,58,16,42.11,44.2155,09/28/01 00:00,1,5,3,CS ,09/28/01 08:00
506,93,15,8.76,9.198,09/26/01 00:00,20,100,60,DZ ,09/26/01 08:00
507,4,15,22.28,23.394,09/26/01 00:00,100,1000,,EA ,09/26/01 08:00
507,44,15,21.11,22.1655,09/26/01 00:00,100,1000,,EA ,09/26/01 08:00
508,4,15,26.33,27.6465,09/26/01 00:00,100,1000,,EA ,09/26/01 08:00
508,44,15,27.89,29.2845,09/26/01 00:00,100,1000,,EA ,09/26/01 08:00
509,53,16,34.55,36.2775,09/27/01 00:00,100,1000,,EA ,09/27/01 08:00
510,2,15,21.98,23.079,09/26/01 00:00,100,1000,300,EA ,09/26/01 08:00
510,56,18,22.29,23.4045,09/27/01 00:00,100,1000,,EA ,09/27/01 08:00
511,2,15,27.88,29.274,09/26/01 00:00,100,1000,300,EA ,09/26/01 08:00
511,56,18,26.54,27.867,09/27/01 00:00,100,1000,,EA ,09/27/01 08:00
512,2,15,33.31,34.9755,09/26/01 00:00,100,1000,300,EA ,09/26/01 08:00
512,92,17,35.32,37.086,09/25/01 00:00,100,1000,,EA ,09/25/01 08:00
513,3,19,37.33,39.1965,09/28/01 00:00,100,1000,,EA ,09/28/01 08:00
513,11,17,25.33,26.5965,09/25/01 00:00,100,1000,,EA ,09/25/01 08:00
523,27,17,10.22,10.731,09/25/01 00:00,100,1000,300,EA ,09/25/01 08:00
523,66,16,9.89,10.3845,09/27/01 00:00,100,1000,,EA ,09/27/01 08:00
524,27,17,13.45,14.1225,09/25/01 00:00,100,1000,300,EA ,09/25/01 08:00
524,96,18,12.35,12.9675,09/27/01 00:00,100,1000,,EA ,09/27/01 08:00
525,31,15,2.21,2.3205,09/26/01 00:00,100,1000,,EA ,09/26/01 08:00
526,26,15,3.47,3.6435,09/26/01 00:00,100,1000,,EA ,09/26/01 08:00
527,60,18,6.43,6.7515,09/27/01 00:00,100,1000,,DZ ,09/27/01 08:00
528,5,16,36.34,38.157,09/28/01 00:00,1,5,,CTN,09/28/01 08:00
530,38,17,15.32,16.086,09/29/01 00:00,100,1000,,EA ,09/29/01 08:00
535,17,15,3.32,3.486,09/26/01 00:00,100,1000,,EA ,09/26/01 08:00
679,12,15,5.9,6.195,09/26/01 00:00,100,1000,300,EA ,09/26/01 08:00
679,64,15,5.5,5.775,09/20/01 00:00,100,1000,300,EA ,09/20/01 08:00
907,94,19,78.89,82.8345,09/29/01 00:00,100,1000,,EA ,09/29/01 08:00
908,24,15,20.09,21.0945,09/27/01 00:00,100,1000,,EA ,09/27/01 08:00
908,45,17,20.09,21.0945,09/13/01 00:00,100,1000,,EA ,09/13/01 08:00
909,24,15,28.99,30.4395,09/27/01 00:00,100,1000,300,EA ,09/27/01 08:00
909,45,17,28.99,30.4395,09/13/01 00:00,100,1000,,EA ,09/13/01 08:00
910,45,17,38.99,40.9395,09/20/01 00:00,100,1000,,EA ,09/20/01 08:00
910,52,18,38.99,40.9395,09/27/01 00:00,100,1000,300,EA ,09/27/01 08:00
911,39,18,20.09,21.0945,09/27/01 00:00,100,1000,,EA ,09/27/01 08:00
911,45,17,20.09,21.0945,09/20/01 00:00,100,1000,,EA ,09/20/01 08:00
912,39,18,28.99,30.4395,09/27/01 00:00,100,1000,,EA ,09/27/01 08:00
912,45,17,28.99,30.4395,09/20/01 00:00,100,1000,,EA ,09/20/01 08:00
913,24,15,38.99,40.9395,09/27/01 00:00,100,1000,300,EA ,09/27/01 08:00
913,45,17,38.99,40.9395,09/25/01 00:00,100,1000,,EA ,09/25/01 08:00
914,45,17,20.09,21.0945,09/25/01 00:00,100,1000,,EA ,09/25/01 08:00
914,87,15,20.09,21.0945,09/26/01 00:00,100,1000,,EA ,09/26/01 08:00
915,45,17,28.99,30.4395,09/06/01 00:00,100,1000,,EA ,09/06/01 08:00
915,87,15,28.99,30.4395,09/26/01 00:00,100,1000,300,EA ,09/26/01 08:00
916,45,17,38.99,40.9395,09/06/01 00:00,100,1000,,EA ,09/06/01 08:00
916,87,15,38.99,40.9395,09/26/01 00:00,100,1000,,EA ,09/26/01 08:00
921,98,19,5.32,5.586,09/29/01 00:00,100,1000,,EA ,09/29/01 08:00
922,22,19,6.22,6.531,09/29/01 00:00,100,1000,,EA ,09/29/01 08:00
923,22,19,5.89,6.1845,09/29/01 00:00,100,1000,,EA ,09/29/01 08:00
928,55,19,31.21,32.7705,09/28/01 00:00,100,1000,,EA ,09/28/01 08:00
928,71,19,30.71,32.2455,09/29/01 00:00,100,1000,,EA ,09/29/01 08:00
929,55,19,35.32,37.086,09/28/01 00:00,100,1000,,EA ,09/28/01 08:00
929,71,19,34.82,36.561,09/29/01 00:00,100,1000,,EA ,09/29/01 08:00
930,55,19,40.99,43.0395,09/28/01 00:00,100,1000,,EA ,09/28/01 08:00
930,98,19,40.49,42.5145,09/29/01 00:00,100,1000,,EA ,09/29/01 08:00
931,33,19,32.71,34.3455,09/28/01 00:00,100,1000,,EA ,09/28/01 08:00
931,104,19,33.21,34.8705,09/28/01 00:00,100,1000,,EA ,09/28/01 08:00
932,33,19,37.37,39.2385,09/28/01 00:00,100,1000,,EA ,09/28/01 08:00
932,104,19,37.87,39.7635,09/28/01 00:00,100,1000,,EA ,09/28/01 08:00
933,22,19,41.39,43.4595,09/29/01 00:00,100,1000,,EA ,09/29/01 08:00
933,104,19,41.89,43.9845,09/28/01 00:00,100,1000,,EA ,09/28/01 08:00
934,22,19,35.83,37.6215,09/29/01 00:00,100,1000,,EA ,09/29/01 08:00
934,104,19,36.33,38.1465,09/28/01 00:00,100,1000,,EA ,09/28/01 08:00
935,73,15,29.99,31.4895,09/26/01 00:00,100,1000,,EA ,09/26/01 08:00
935,88,18,29.99,31.4895,09/27/01 00:00,100,1000,300,EA ,09/27/01 08:00
936,73,15,45.99,48.2895,09/26/01 00:00,100,1000,,EA ,09/26/01 08:00
936,88,18,45.99,48.2895,09/27/01 00:00,100,1000,300,EA ,09/27/01 08:00
937,43,18,59.99,62.9895,09/27/01 00:00,100,1000,300,EA ,09/27/01 08:00
938,35,16,29.99,31.4895,09/28/01 00:00,100,1000,300,EA ,09/28/01 08:00
938,53,16,29.99,31.4895,09/27/01 00:00,100,1000,,EA ,09/27/01 08:00
939,35,16,45.99,48.2895,09/28/01 00:00,100,1000,300,EA ,09/28/01 08:00
939,53,16,45.99,48.2895,09/27/01 00:00,100,1000,,EA ,09/27/01 08:00
940,17,15,59.99,62.9895,09/26/01 00:00,100,1000,,EA ,09/26/01 08:00
941,80,17,59.99,62.9895,09/25/01 00:00,100,1000,,EA ,09/25/01 08:00
948,94,19,78.89,82.8345,09/29/01 00:00,100,1000,,EA ,09/29/01 08:00
952,72,19,14.99,15.7395,09/29/01 00:00,20,100,60,DZ ,09/29/01 08:00
