ticket_id,date,category,priority,dept,description,resolved_date,resolution_hrs
TKT00328,2025-07-25,Software,Medium,Engineering,Email issue reported,2025-07-26,38.7
TKT00329,2024-08-27,Email,Low,EHS,Access issue reported,2024-08-30,89.6
TKT00330,2024-01-07,Hardware,Low,Sales,Printing issue reported,2024-01-13,155.1
TKT00331,2026-03-20,Printing,Low,Quality,Other issue reported,2026-03-25,128.7
TKT00332,2026-02-19,Email,Low,HR,Other issue reported,2026-02-24,133.0
TKT00333,2024-02-10,Email,Medium,IT,Access issue reported,2024-02-12,56.0
TKT00334,2026-03-12,Security,Low,IT,Email issue reported,2026-03-14,55.3
TKT00335,2025-03-30,Hardware,Low,Manufacturing,Other issue reported,2025-04-02,95.3
TKT00336,2025-10-29,Email,Medium,Manufacturing,Printing issue reported,2025-10-31,48.3
TKT00337,2026-03-17,Email,High,EHS,Hardware issue reported,2026-03-17,13.3
TKT00338,2025-07-25,Software,Medium,Engineering,Printing issue reported,2025-07-27,49.7
TKT00339,2025-06-17,Security,Low,Finance,Email issue reported,2025-06-22,129.0
TKT00340,2026-05-15,Other,High,Manufacturing,Software issue reported,2026-05-15,13.0
TKT00341,2024-01-31,Email,Medium,Quality,Access issue reported,2024-02-01,34.3
TKT00342,2024-02-02,Other,High,EHS,Security issue reported,2024-02-02,22.0
TKT00343,2024-12-11,Access,Low,Quality,Hardware issue reported,2024-12-14,90.3
TKT00344,2024-08-12,Printing,Low,EHS,Security issue reported,2024-08-13,48.0
TKT00345,2024-03-25,Email,Medium,Manufacturing,Software issue reported,2024-03-27,69.2
TKT00346,2025-07-11,Other,Medium,Quality,Network issue reported,2025-07-12,40.8
TKT00347,2026-03-19,Access,Low,Sales,Software issue reported,2026-03-23,97.6
TKT00348,2024-01-29,Hardware,Medium,Manufacturing,Other issue reported,2024-01-29,20.6
TKT00349,2025-12-26,Access,Low,Sales,Printing issue reported,2025-12-27,42.6
TKT00350,2025-07-07,Other,Low,Finance,Printing issue reported,2025-07-11,106.6
TKT00351,2024-03-13,Security,High,IT,Software issue reported,2024-03-13,23.8
TKT00352,2025-12-05,Other,Medium,EHS,Security issue reported,2025-12-06,46.0
TKT00353,2026-06-20,Access,Low,Manufacturing,Email issue reported,2026-06-21,47.7
TKT00354,2024-02-07,Access,Low,Procurement,Other issue reported,2024-02-11,97.8
TKT00355,2024-10-15,Printing,Medium,EHS,Email issue reported,2024-10-15,11.9
TKT00356,2024-06-11,Network,Low,EHS,Other issue reported,2024-06-17,157.0
TKT00357,2025-02-01,Security,Low,Quality,Software issue reported,2025-02-06,132.0
TKT00358,2024-11-15,Email,Low,Finance,Access issue reported,2024-11-16,42.7
TKT00359,2026-01-30,Email,Low,Engineering,Software issue reported,2026-02-02,80.9
TKT00360,2025-09-07,Network,Medium,Engineering,Email issue reported,2025-09-09,69.6
TKT00361,2024-05-23,Software,Low,Procurement,Other issue reported,2024-05-29,161.5
TKT00362,2025-11-15,Network,Medium,Executive,Security issue reported,2025-11-16,25.7
TKT00363,2024-03-22,Other,Low,Engineering,Hardware issue reported,2024-03-28,151.5
TKT00364,2024-05-03,Network,Medium,Finance,Network issue reported,2024-05-04,35.3
TKT00365,2026-06-11,Network,High,Executive,Network issue reported,2026-06-11,7.6
TKT00366,2026-01-10,Security,Low,Quality,Other issue reported,2026-01-13,76.9
TKT00367,2024-02-25,Printing,Low,Procurement,Other issue reported,2024-03-01,142.8
TKT00368,2026-03-06,Printing,Low,Sales,Email issue reported,2026-03-11,128.6
TKT00369,2025-12-05,Printing,Medium,Quality,Software issue reported,2025-12-07,49.4
TKT00370,2025-12-05,Other,High,Procurement,Software issue reported,2025-12-05,20.5
TKT00371,2025-01-03,Access,Medium,Sales,Email issue reported,2025-01-05,65.8
TKT00372,2024-02-28,Security,Medium,HR,Software issue reported,2024-02-29,38.5
TKT00373,2024-01-10,Email,Low,Engineering,Security issue reported,2024-01-15,137.0
TKT00374,2025-11-02,Access,Medium,Sales,Hardware issue reported,2025-11-03,45.9
TKT00375,2026-06-29,Security,Medium,IT,Software issue reported,2026-06-29,12.0
TKT00376,2024-02-25,Access,High,Sales,Security issue reported,2024-02-25,15.9
TKT00377,2024-05-21,Software,Low,HR,Security issue reported,2024-05-22,24.6
TKT00378,2025-12-02,Network,Critical,Executive,Network issue reported,2025-12-02,1.8
TKT00379,2025-02-16,Access,Medium,Manufacturing,Network issue reported,2025-02-16,16.6
TKT00380,2026-06-08,Security,High,HR,Software issue reported,2026-06-08,20.0
TKT00381,2024-03-24,Access,Medium,Procurement,Software issue reported,2024-03-26,52.0
TKT00382,2024-07-15,Email,Low,Sales,Network issue reported,2024-07-18,95.7
TKT00383,2024-10-31,Access,Medium,IT,Software issue reported,2024-11-01,41.3
TKT00384,2026-03-18,Access,Medium,Executive,Network issue reported,2026-03-19,41.2
TKT00385,2025-12-21,Other,Medium,Engineering,Printing issue reported,2025-12-23,57.7
TKT00386,2024-11-22,Printing,Medium,Procurement,Access issue reported,2024-11-23,29.5
TKT00387,2024-07-06,Other,Medium,Engineering,Network issue reported,2024-07-08,71.1
TKT00388,2026-01-12,Other,Medium,Finance,Other issue reported,2026-01-13,25.8
TKT00389,2026-04-17,Security,Medium,Engineering,Hardware issue reported,2026-04-19,56.1
TKT00390,2024-10-09,Email,Low,HR,Other issue reported,2024-10-12,95.7
TKT00391,2026-06-01,Printing,Medium,IT,Other issue reported,2026-06-01,18.6
TKT00392,2024-05-30,Network,Medium,Quality,Printing issue reported,2024-06-01,54.3
TKT00393,2024-03-15,Hardware,Medium,Engineering,Software issue reported,2024-03-16,34.6
TKT00394,2026-03-06,Hardware,High,HR,Other issue reported,2026-03-06,19.7
TKT00395,2024-01-18,Other,Medium,Engineering,Security issue reported,2024-01-20,71.7
TKT00396,2025-11-10,Security,Medium,Sales,Network issue reported,2025-11-11,39.6
TKT00397,2025-03-14,Hardware,Low,Procurement,Access issue reported,2025-03-17,81.3
TKT00398,2024-04-24,Hardware,Medium,Procurement,Hardware issue reported,2024-04-26,57.7
TKT00399,2026-03-27,Hardware,Low,Quality,Hardware issue reported,2026-03-29,63.3
TKT00400,2024-09-05,Security,Low,Finance,Hardware issue reported,2024-09-11,164.8
TKT00401,2025-11-03,Printing,Medium,IT,Other issue reported,2025-11-03,14.3
TKT00402,2024-06-01,Email,Medium,Sales,Other issue reported,2024-06-03,55.8
TKT00403,2025-01-07,Email,Medium,Procurement,Software issue reported,2025-01-07,15.5
TKT00404,2025-03-07,Access,Medium,Quality,Other issue reported,2025-03-08,45.7
TKT00405,2024-01-02,Security,Critical,EHS,Network issue reported,2024-01-02,2.1
TKT00406,2026-02-26,Software,Medium,Executive,Other issue reported,2026-02-27,39.4
TKT00407,2026-04-22,Printing,High,Sales,Security issue reported,2026-04-22,6.3
TKT00408,2026-04-26,Access,Medium,Engineering,Hardware issue reported,2026-04-27,24.1
TKT00409,2026-01-19,Network,Low,Engineering,Security issue reported,2026-01-21,66.1
TKT00410,2025-10-28,Email,Medium,Finance,Hardware issue reported,2025-10-28,23.4
TKT00411,2024-07-04,Hardware,Low,HR,Security issue reported,2024-07-07,82.1
TKT00412,2024-11-15,Hardware,Low,IT,Software issue reported,2024-11-20,134.3
TKT00413,2024-12-20,Software,High,Sales,Other issue reported,2024-12-20,5.7
TKT00414,2024-06-27,Access,Medium,Quality,Software issue reported,2024-06-28,38.0
TKT00415,2024-05-10,Hardware,Medium,Engineering,Software issue reported,2024-05-12,61.9
TKT00416,2025-10-12,Hardware,High,Sales,Access issue reported,2025-10-12,21.5
TKT00417,2025-06-21,Network,Medium,HR,Software issue reported,2025-06-21,11.9
TKT00418,2024-05-19,Printing,Medium,HR,Software issue reported,2024-05-21,51.7
TKT00419,2024-03-02,Hardware,High,Procurement,Hardware issue reported,2024-03-02,16.1
TKT00420,2024-02-05,Printing,Medium,EHS,Hardware issue reported,2024-02-07,48.2
TKT00421,2025-06-06,Printing,Low,Engineering,Email issue reported,2025-06-12,144.5
TKT00422,2024-04-19,Network,High,EHS,Other issue reported,2024-04-19,20.8
TKT00423,2026-03-07,Hardware,Low,IT,Hardware issue reported,2026-03-10,91.3
TKT00424,2025-08-26,Access,Medium,Sales,Software issue reported,2025-08-27,45.7
TKT00425,2025-09-06,Software,High,Sales,Printing issue reported,2025-09-06,4.4
TKT00426,2026-02-08,Access,Medium,Procurement,Software issue reported,2026-02-08,22.6
TKT00427,2026-04-16,Other,High,Executive,Hardware issue reported,2026-04-16,7.0
TKT00428,2024-12-28,Other,High,Procurement,Hardware issue reported,2024-12-28,6.2
TKT00429,2026-04-04,Printing,Low,Quality,Access issue reported,2026-04-08,103.3
TKT00430,2025-10-24,Printing,Medium,EHS,Printing issue reported,2025-10-26,71.1
TKT00431,2025-06-02,Hardware,Medium,Sales,Other issue reported,2025-06-03,36.8
TKT00432,2025-01-04,Software,Medium,Engineering,Security issue reported,2025-01-04,16.4
TKT00433,2024-04-15,Access,Low,Procurement,Access issue reported,2024-04-16,27.0
TKT00434,2025-07-29,Other,Medium,EHS,Hardware issue reported,2025-07-30,28.6
TKT00435,2024-01-10,Security,Low,Executive,Hardware issue reported,2024-01-16,152.2
TKT00436,2024-03-04,Other,Low,Manufacturing,Software issue reported,2024-03-06,69.3
TKT00437,2024-09-21,Network,Medium,Quality,Security issue reported,2024-09-22,24.8
TKT00438,2024-06-27,Software,Medium,IT,Access issue reported,2024-06-27,14.1
TKT00439,2024-07-12,Printing,Medium,HR,Network issue reported,2024-07-13,27.5
TKT00440,2025-04-18,Security,Medium,Finance,Security issue reported,2025-04-18,20.2
TKT00441,2024-01-24,Other,High,EHS,Other issue reported,2024-01-24,4.6
TKT00442,2024-03-10,Network,Low,Executive,Access issue reported,2024-03-14,119.9
TKT00443,2024-02-29,Email,Medium,Engineering,Hardware issue reported,2024-03-01,38.2
TKT00444,2025-09-12,Email,Medium,Quality,Security issue reported,2025-09-14,48.5
TKT00445,2025-11-13,Hardware,Medium,HR,Printing issue reported,2025-11-13,8.1
TKT00446,2026-01-28,Access,Medium,Sales,Email issue reported,2026-01-30,57.2
TKT00447,2024-01-27,Email,Medium,Finance,Security issue reported,2024-01-28,45.2
TKT00448,2025-11-26,Other,Low,IT,Hardware issue reported,2025-12-02,160.1
TKT00449,2025-08-04,Software,Low,Executive,Network issue reported,2025-08-09,133.5
TKT00450,2024-12-03,Printing,High,Procurement,Hardware issue reported,2024-12-03,23.6
TKT00451,2024-06-23,Email,Medium,Manufacturing,Other issue reported,2024-06-25,66.6
TKT00452,2024-05-03,Printing,Low,Engineering,Hardware issue reported,2024-05-06,92.2
TKT00453,2025-05-10,Hardware,Medium,Finance,Network issue reported,2025-05-10,17.5
TKT00454,2024-02-05,Security,High,HR,Hardware issue reported,2024-02-05,21.8
TKT00455,2025-05-10,Other,Medium,Procurement,Other issue reported,2025-05-11,38.2
TKT00456,2024-04-16,Printing,Low,Engineering,Hardware issue reported,2024-04-19,88.6
TKT00457,2025-03-22,Email,Low,Executive,Network issue reported,2025-03-26,98.1
TKT00458,2026-05-22,Software,Low,Sales,Access issue reported,2026-05-23,25.2
TKT00459,2024-03-21,Access,Low,Quality,Security issue reported,2024-03-22,32.5
TKT00460,2026-01-06,Access,High,Sales,Security issue reported,2026-01-06,9.9
TKT00461,2024-01-23,Hardware,Medium,Sales,Printing issue reported,2024-01-23,16.5
TKT00462,2025-07-07,Network,Medium,Quality,Email issue reported,2025-07-09,50.9
TKT00463,2024-02-29,Email,Low,Engineering,Network issue reported,2024-03-02,68.2
TKT00464,2026-06-26,Software,Medium,Engineering,Other issue reported,2026-06-27,28.0
TKT00465,2025-04-08,Other,High,Executive,Hardware issue reported,2025-04-08,11.6
TKT00466,2026-05-12,Network,High,Engineering,Hardware issue reported,2026-05-12,3.5
TKT00467,2025-04-23,Access,Low,Sales,Hardware issue reported,2025-04-29,151.9
TKT00468,2024-04-18,Other,High,HR,Network issue reported,2024-04-18,19.9
TKT00469,2024-09-25,Email,Medium,EHS,Other issue reported,2024-09-26,47.1
TKT00470,2025-04-30,Security,Medium,HR,Email issue reported,2025-04-30,14.5
TKT00471,2025-01-07,Network,High,Quality,Printing issue reported,2025-01-07,22.1
TKT00472,2024-05-17,Security,High,Quality,Printing issue reported,2024-05-17,17.2
TKT00473,2026-05-29,Software,Medium,Engineering,Access issue reported,2026-05-29,19.8
TKT00474,2026-04-25,Other,Medium,Finance,Network issue reported,2026-04-26,35.2
TKT00475,2026-04-23,Email,High,Finance,Printing issue reported,2026-04-23,15.4
TKT00476,2024-12-26,Access,Medium,Finance,Software issue reported,2024-12-28,50.8
TKT00477,2024-09-10,Hardware,Medium,HR,Network issue reported,2024-09-12,59.4
TKT00478,2025-08-13,Software,Medium,Finance,Access issue reported,2025-08-15,57.6
TKT00479,2025-01-09,Email,Critical,Executive,Email issue reported,2025-01-09,2.7
TKT00480,2025-09-11,Access,High,HR,Email issue reported,2025-09-11,11.4
TKT00481,2024-12-05,Email,Medium,Executive,Security issue reported,2024-12-06,29.1
TKT00482,2025-07-07,Network,Medium,EHS,Software issue reported,2025-07-08,33.7
TKT00483,2025-05-04,Email,Medium,Manufacturing,Email issue reported,2025-05-05,45.5
TKT00484,2024-07-08,Email,Medium,Sales,Hardware issue reported,2024-07-08,21.6
TKT00485,2024-01-12,Email,Medium,Sales,Software issue reported,2024-01-13,31.8
TKT00486,2024-06-18,Hardware,Critical,Quality,Network issue reported,2024-06-18,2.0
TKT00487,2024-10-03,Other,High,Procurement,Access issue reported,2024-10-03,15.2
TKT00488,2024-05-10,Printing,Low,Executive,Hardware issue reported,2024-05-14,103.3
TKT00489,2025-01-06,Email,Medium,EHS,Network issue reported,2025-01-08,56.7
TKT00490,2024-10-09,Hardware,Medium,IT,Email issue reported,2024-10-11,57.3
TKT00491,2025-02-14,Email,Medium,Sales,Access issue reported,2025-02-16,56.1
TKT00492,2025-06-07,Other,High,HR,Software issue reported,2025-06-07,10.7
TKT00493,2025-07-29,Hardware,Medium,Procurement,Email issue reported,2025-07-29,12.2
TKT00494,2025-02-03,Software,Medium,Sales,Printing issue reported,2025-02-05,71.2
TKT00495,2024-06-23,Hardware,Low,Manufacturing,Access issue reported,2024-06-26,76.7
TKT00496,2024-11-29,Hardware,Medium,Finance,Printing issue reported,2024-12-01,69.3
TKT00497,2024-09-02,Access,High,Executive,Network issue reported,2024-09-02,12.9
TKT00498,2025-08-31,Software,High,EHS,Other issue reported,2025-08-31,7.3
TKT00499,2024-10-11,Network,Low,Quality,Network issue reported,2024-10-13,56.2
TKT00500,2025-07-03,Security,Low,Engineering,Access issue reported,2025-07-07,119.1
TKT00501,2024-11-23,Other,Medium,HR,Network issue reported,2024-11-24,25.5
TKT00502,2024-06-10,Access,Low,IT,Email issue reported,2024-06-12,59.6
TKT00503,2026-02-03,Access,Medium,HR,Network issue reported,2026-02-05,64.7
TKT00504,2024-06-02,Printing,Medium,EHS,Access issue reported,2024-06-04,49.6
TKT00505,2024-11-08,Software,Medium,EHS,Software issue reported,2024-11-09,37.2
TKT00506,2026-01-05,Network,Low,Manufacturing,Software issue reported,2026-01-11,155.1
TKT00507,2026-04-11,Printing,Low,HR,Network issue reported,2026-04-15,110.8
TKT00508,2025-06-09,Email,Medium,Executive,Hardware issue reported,2025-06-10,47.7
TKT00509,2026-04-17,Printing,Critical,Finance,Email issue reported,2026-04-17,3.3
TKT00510,2024-12-23,Network,Medium,Executive,Other issue reported,2024-12-24,26.2
TKT00511,2024-08-15,Email,Medium,EHS,Access issue reported,2024-08-17,58.7
TKT00512,2024-07-26,Access,Medium,Sales,Printing issue reported,2024-07-27,36.6
TKT00513,2024-04-04,Security,Medium,Procurement,Access issue reported,2024-04-04,12.9
TKT00514,2024-04-26,Security,High,Sales,Printing issue reported,2024-04-26,7.5
TKT00515,2026-05-09,Software,Medium,EHS,Access issue reported,2026-05-11,63.5
TKT00516,2024-08-23,Printing,Low,Procurement,Hardware issue reported,2024-08-27,115.1
TKT00517,2024-05-05,Access,Medium,Manufacturing,Software issue reported,2024-05-07,56.7
TKT00518,2024-03-20,Network,Low,HR,Hardware issue reported,2024-03-26,158.6
TKT00519,2024-03-26,Network,Low,Quality,Hardware issue reported,2024-03-28,49.2
TKT00520,2026-03-29,Security,Medium,Quality,Access issue reported,2026-03-31,71.3
TKT00521,2024-01-01,Security,Low,IT,Other issue reported,2024-01-03,64.9
TKT00522,2024-11-16,Printing,Low,Executive,Software issue reported,2024-11-20,106.0
TKT00523,2024-03-29,Access,Low,Procurement,Hardware issue reported,2024-04-02,117.6
TKT00524,2026-04-15,Security,Medium,Executive,Email issue reported,2026-04-15,20.2
TKT00525,2026-05-18,Software,Medium,IT,Hardware issue reported,2026-05-20,50.3
TKT00526,2026-05-17,Security,Medium,Executive,Software issue reported,2026-05-17,19.0
TKT00527,2026-04-25,Software,High,Procurement,Software issue reported,2026-04-25,10.4
TKT00528,2026-02-05,Printing,Medium,Executive,Network issue reported,2026-02-07,60.6
TKT00529,2024-07-15,Security,Medium,Executive,Hardware issue reported,2024-07-16,46.1
TKT00530,2024-02-23,Hardware,Medium,Engineering,Email issue reported,2024-02-23,20.7
TKT00531,2026-05-29,Other,Low,IT,Software issue reported,2026-06-04,165.9
TKT00532,2026-06-21,Access,Low,Finance,Network issue reported,2026-06-25,100.2
TKT00533,2025-09-30,Network,Low,IT,Security issue reported,2025-10-04,96.4
TKT00534,2024-05-07,Network,Medium,EHS,Access issue reported,2024-05-09,70.0
TKT00535,2025-12-30,Software,Medium,Procurement,Software issue reported,2026-01-01,60.3
TKT00536,2024-01-06,Email,Low,Executive,Other issue reported,2024-01-11,140.3
TKT00537,2025-11-23,Other,Critical,Quality,Security issue reported,2025-11-23,3.8
TKT00538,2025-11-17,Access,Low,Finance,Email issue reported,2025-11-19,68.6
TKT00539,2024-05-22,Software,High,Manufacturing,Other issue reported,2024-05-22,9.2
TKT00540,2026-03-05,Network,Medium,IT,Access issue reported,2026-03-06,38.8
TKT00541,2026-04-19,Email,High,Manufacturing,Email issue reported,2026-04-19,22.0
TKT00542,2025-06-10,Email,Medium,Executive,Access issue reported,2025-06-12,58.8
TKT00543,2025-03-01,Security,Critical,IT,Hardware issue reported,2025-03-01,4.0
TKT00544,2025-05-11,Email,Medium,EHS,Access issue reported,2025-05-13,50.1
TKT00545,2025-02-16,Software,Medium,Engineering,Network issue reported,2025-02-16,14.5
TKT00546,2025-08-05,Access,Medium,Procurement,Security issue reported,2025-08-05,19.1
TKT00547,2024-05-19,Network,Medium,HR,Security issue reported,2024-05-19,16.4
TKT00548,2024-11-05,Hardware,High,Procurement,Security issue reported,2024-11-05,16.0
TKT00549,2026-04-22,Security,Medium,Finance,Network issue reported,2026-04-23,35.0
TKT00550,2024-12-31,Email,Low,IT,Access issue reported,2025-01-01,28.0
TKT00551,2025-12-15,Security,Low,Quality,Hardware issue reported,2025-12-18,83.3
TKT00552,2026-02-23,Email,Low,EHS,Printing issue reported,2026-02-27,103.9
TKT00553,2024-04-23,Security,Medium,Finance,Network issue reported,2024-04-24,35.1
TKT00554,2024-10-14,Printing,Medium,Executive,Other issue reported,2024-10-16,66.9
TKT00555,2025-01-22,Hardware,Medium,HR,Network issue reported,2025-01-24,66.9
TKT00556,2025-04-29,Network,Low,Procurement,Email issue reported,2025-05-04,132.4
TKT00557,2026-04-02,Network,Medium,Engineering,Hardware issue reported,2026-04-04,59.9
TKT00558,2024-04-21,Network,High,EHS,Software issue reported,2024-04-21,13.3
TKT00559,2024-08-28,Security,Medium,Procurement,Access issue reported,2024-08-30,56.2
TKT00560,2026-06-15,Other,Medium,HR,Security issue reported,2026-06-15,12.0
TKT00561,2026-03-25,Network,Medium,Engineering,Access issue reported,2026-03-25,10.8
TKT00562,2024-02-09,Hardware,Medium,Engineering,Software issue reported,2024-02-10,39.1
TKT00563,2024-05-13,Email,Low,Engineering,Printing issue reported,2024-05-17,96.4
TKT00564,2025-01-14,Software,Medium,Engineering,Security issue reported,2025-01-14,18.3
TKT00565,2024-07-23,Security,High,Sales,Security issue reported,2024-07-23,8.3
TKT00566,2024-10-04,Security,Low,Procurement,Software issue reported,2024-10-10,162.7
TKT00567,2025-02-12,Other,Medium,IT,Other issue reported,2025-02-14,63.7
TKT00568,2024-02-08,Access,Medium,EHS,Other issue reported,2024-02-09,27.4
TKT00569,2025-03-25,Printing,Low,Manufacturing,Printing issue reported,2025-03-26,27.9
TKT00570,2024-02-27,Access,Medium,EHS,Software issue reported,2024-02-29,48.0
TKT00571,2024-07-09,Access,High,Quality,Hardware issue reported,2024-07-09,8.5
TKT00572,2025-02-06,Hardware,High,Sales,Hardware issue reported,2025-02-06,23.5
TKT00573,2025-04-01,Software,Medium,Quality,Other issue reported,2025-04-03,60.9
TKT00574,2025-03-21,Hardware,Critical,Engineering,Printing issue reported,2025-03-21,3.0
TKT00575,2024-12-09,Access,Medium,Manufacturing,Email issue reported,2024-12-10,45.1
TKT00576,2025-09-19,Network,Low,EHS,Other issue reported,2025-09-23,112.9
TKT00577,2025-09-16,Printing,Medium,Procurement,Other issue reported,2025-09-16,19.1
TKT00578,2026-06-28,Hardware,Medium,EHS,Hardware issue reported,2026-06-29,24.7
TKT00579,2025-03-20,Security,Medium,Finance,Security issue reported,2025-03-20,8.8
TKT00580,2025-08-02,Email,Medium,Procurement,Network issue reported,2025-08-02,20.7
TKT00581,2025-06-30,Email,Critical,Manufacturing,Printing issue reported,2025-06-30,2.8
TKT00582,2026-03-13,Printing,Medium,HR,Security issue reported,2026-03-14,25.5
TKT00583,2025-07-18,Hardware,High,Sales,Email issue reported,2025-07-18,15.5
TKT00584,2025-08-07,Hardware,High,EHS,Software issue reported,2025-08-07,21.5
TKT00585,2024-05-22,Network,Medium,HR,Email issue reported,2024-05-22,17.9
TKT00586,2025-07-17,Other,Medium,Procurement,Security issue reported,2025-07-18,38.5
TKT00587,2026-04-15,Network,Medium,Finance,Other issue reported,2026-04-17,57.6
TKT00588,2025-09-27,Hardware,Medium,Manufacturing,Security issue reported,2025-09-28,27.4
TKT00589,2025-11-09,Network,Critical,Procurement,Security issue reported,2025-11-09,1.9
TKT00590,2025-08-18,Network,Medium,EHS,Hardware issue reported,2025-08-19,35.0
TKT00591,2024-06-28,Network,Medium,EHS,Email issue reported,2024-06-30,63.4
TKT00592,2025-05-26,Software,Medium,Executive,Email issue reported,2025-05-28,64.7
TKT00593,2026-03-05,Hardware,Medium,Engineering,Network issue reported,2026-03-06,32.1
TKT00594,2026-03-17,Software,Medium,HR,Software issue reported,2026-03-18,36.6
TKT00595,2024-07-03,Email,Medium,Finance,Access issue reported,2024-07-04,40.1
TKT00596,2025-02-04,Access,Medium,Finance,Access issue reported,2025-02-06,48.3
TKT00597,2025-12-05,Network,Medium,Executive,Printing issue reported,2025-12-06,40.8
TKT00598,2024-05-11,Network,High,Executive,Access issue reported,2024-05-11,7.2
TKT00599,2024-05-04,Email,Low,Sales,Other issue reported,2024-05-05,35.4
TKT00600,2025-10-07,Access,Low,Finance,Network issue reported,2025-10-11,114.2
TKT00601,2024-01-18,Email,Medium,IT,Network issue reported,2024-01-19,45.3
TKT00602,2025-06-10,Access,Medium,EHS,Other issue reported,2025-06-10,16.3
TKT00603,2025-12-13,Software,Medium,Manufacturing,Other issue reported,2025-12-13,8.2
TKT00604,2025-02-28,Hardware,Low,Finance,Other issue reported,2025-03-04,108.2
TKT00605,2024-03-03,Network,Low,Executive,Network issue reported,2024-03-07,102.4
TKT00606,2026-04-13,Software,Medium,Quality,Hardware issue reported,2026-04-15,61.9
TKT00607,2026-06-21,Printing,Medium,Engineering,Other issue reported,2026-06-21,14.7
TKT00608,2025-05-17,Security,High,Procurement,Hardware issue reported,2025-05-17,20.3
TKT00609,2025-11-10,Hardware,Medium,Engineering,Network issue reported,2025-11-11,25.9
TKT00610,2025-03-21,Other,Medium,Procurement,Access issue reported,2025-03-22,37.1
TKT00611,2025-11-22,Security,Medium,Finance,Software issue reported,2025-11-24,64.2
TKT00612,2025-07-06,Software,Medium,EHS,Printing issue reported,2025-07-08,57.7
TKT00613,2025-08-13,Email,High,Executive,Network issue reported,2025-08-13,3.1
TKT00614,2024-06-09,Software,Low,Quality,Security issue reported,2024-06-12,91.4
TKT00615,2026-03-05,Hardware,High,Executive,Network issue reported,2026-03-05,12.2
TKT00616,2024-03-02,Security,Low,Procurement,Printing issue reported,2024-03-07,124.6
TKT00617,2025-11-15,Other,Low,HR,Hardware issue reported,2025-11-21,161.2
TKT00618,2024-07-14,Security,Medium,Sales,Access issue reported,2024-07-16,60.0
TKT00619,2025-10-26,Hardware,Medium,Quality,Access issue reported,2025-10-28,61.5
TKT00620,2024-12-18,Hardware,Medium,Engineering,Software issue reported,2024-12-18,15.5
TKT00621,2024-06-27,Security,Medium,Finance,Access issue reported,2024-06-29,54.6
TKT00622,2025-12-01,Other,High,Finance,Hardware issue reported,2025-12-01,21.4
TKT00623,2025-08-27,Access,High,EHS,Other issue reported,2025-08-27,17.1
TKT00624,2025-09-14,Access,Medium,Procurement,Email issue reported,2025-09-15,41.4
TKT00625,2026-06-01,Hardware,Medium,Engineering,Access issue reported,2026-06-02,32.6
TKT00626,2026-06-07,Printing,Medium,Sales,Hardware issue reported,2026-06-09,63.7
TKT00627,2025-06-14,Other,High,Sales,Access issue reported,2025-06-14,13.8
TKT00628,2024-08-07,Email,Low,Quality,Email issue reported,2024-08-13,144.6
TKT00629,2026-03-04,Hardware,Low,HR,Security issue reported,2026-03-05,33.6
TKT00630,2026-06-05,Other,Medium,Procurement,Other issue reported,2026-06-06,27.8
TKT00631,2024-03-13,Software,Medium,Quality,Printing issue reported,2024-03-15,72.0
TKT00632,2024-07-26,Software,Low,Procurement,Security issue reported,2024-07-28,60.2
TKT00633,2026-04-18,Other,Low,HR,Printing issue reported,2026-04-23,141.5
TKT00634,2024-09-19,Network,Medium,Manufacturing,Hardware issue reported,2024-09-19,20.1
TKT00635,2026-04-12,Software,Low,HR,Network issue reported,2026-04-18,154.2
TKT00636,2026-06-21,Printing,Low,Engineering,Software issue reported,2026-06-27,163.7
TKT00637,2024-02-18,Network,High,Executive,Hardware issue reported,2024-02-18,7.4
TKT00638,2024-03-04,Email,Low,Executive,Software issue reported,2024-03-09,142.9
TKT00639,2025-08-03,Software,High,Engineering,Security issue reported,2025-08-03,5.1
TKT00640,2026-06-26,Software,Low,Finance,Security issue reported,2026-07-02,151.7
TKT00641,2025-08-14,Other,Low,Sales,Security issue reported,2025-08-18,104.3
TKT00642,2024-05-26,Hardware,Medium,Sales,Network issue reported,2024-05-27,32.9
TKT00643,2024-04-30,Network,Low,Sales,Hardware issue reported,2024-05-01,34.6
TKT00644,2026-01-01,Email,Low,HR,Other issue reported,2026-01-07,146.1
TKT00645,2024-09-10,Other,Medium,IT,Software issue reported,2024-09-10,20.2
TKT00646,2024-03-30,Security,High,Sales,Email issue reported,2024-03-30,8.3
TKT00647,2024-11-23,Network,Medium,EHS,Software issue reported,2024-11-25,72.0
TKT00648,2026-06-13,Access,Low,HR,Hardware issue reported,2026-06-15,50.7
TKT00649,2025-12-26,Other,Medium,Manufacturing,Hardware issue reported,2025-12-28,70.1
TKT00650,2025-04-26,Software,High,EHS,Other issue reported,2025-04-26,13.6
TKT00651,2025-10-01,Hardware,Medium,EHS,Email issue reported,2025-10-02,39.2
TKT00652,2025-07-24,Software,High,Procurement,Network issue reported,2025-07-24,23.8
TKT00653,2025-05-20,Security,Medium,Finance,Access issue reported,2025-05-22,69.3
TKT00654,2024-07-10,Network,Critical,HR,Access issue reported,2024-07-10,0.7
TKT00655,2025-01-31,Other,High,Executive,Software issue reported,2025-01-31,4.1
TKT00656,2026-03-29,Software,High,Executive,Security issue reported,2026-03-29,2.6
