EmployeeID,Course,CompletedDate,Status
EMP-100186,Safety Orientation,2026-03-15,Complete
EMP-100186,Quality Basics,2026-06-14,Complete
EMP-100186,Ethics,2026-01-09,Complete
EMP-100187,Safety Orientation,2026-06-10,Complete
EMP-100187,Quality Basics,2026-03-26,Overdue
EMP-100187,Ethics,2026-06-27,Overdue
EMP-100188,Safety Orientation,2026-05-18,Complete
EMP-100188,Quality Basics,2026-04-16,Complete
EMP-100188,Ethics,2026-01-14,Overdue
EMP-100189,Safety Orientation,2026-05-15,Overdue
EMP-100189,Quality Basics,2026-04-15,Complete
EMP-100189,Ethics,2026-05-16,Complete
EMP-100190,Safety Orientation,2026-06-05,Overdue
EMP-100190,Quality Basics,2026-05-24,Complete
EMP-100190,Ethics,2026-01-12,Complete
EMP-100191,Safety Orientation,2026-01-24,Overdue
EMP-100191,Quality Basics,2026-05-15,Complete
EMP-100191,Ethics,2026-01-08,Overdue
EMP-100192,Safety Orientation,2026-05-08,Complete
EMP-100192,Quality Basics,2026-02-13,Overdue
EMP-100192,Ethics,2026-01-14,Overdue
EMP-100193,Safety Orientation,2026-04-12,Complete
EMP-100193,Quality Basics,2026-06-20,Complete
EMP-100193,Ethics,2026-05-25,Complete
EMP-100194,Safety Orientation,2026-06-22,Overdue
EMP-100194,Quality Basics,2026-05-09,Complete
EMP-100194,Ethics,2026-01-08,Complete
EMP-100195,Safety Orientation,2026-03-24,Overdue
EMP-100195,Quality Basics,2026-01-04,Complete
EMP-100195,Ethics,2026-04-20,Overdue
EMP-100196,Safety Orientation,2026-02-05,Overdue
EMP-100196,Quality Basics,2026-04-24,Overdue
EMP-100196,Ethics,2026-01-10,Complete
EMP-100197,Safety Orientation,2026-05-22,Overdue
EMP-100197,Quality Basics,2026-01-01,Complete
EMP-100197,Ethics,2026-02-21,Overdue
EMP-100198,Safety Orientation,2026-02-02,Overdue
EMP-100198,Quality Basics,2026-03-27,Overdue
EMP-100198,Ethics,2026-02-18,Complete
EMP-100199,Safety Orientation,2026-06-05,Complete
EMP-100199,Quality Basics,2026-02-03,Complete
EMP-100199,Ethics,2026-02-15,Complete
