WeekStart,WorkCenterID,SiteID,DirectHours,OvertimeHours,UnitsProduced
2025-02-10,WC-007,SITE-03,537.2,41.2,3389
2025-02-17,WC-007,SITE-03,573.8,52.8,4330
2025-02-24,WC-007,SITE-03,562.9,62.4,5395
2025-03-03,WC-007,SITE-03,560.9,53.3,6682
2025-03-10,WC-007,SITE-03,502.7,10.1,4756
2025-03-17,WC-007,SITE-03,579.7,66.6,7109
2025-03-24,WC-007,SITE-03,577.6,62.3,4665
2025-03-31,WC-007,SITE-03,576.6,36.8,6773
2025-04-07,WC-007,SITE-03,560.1,63.9,5280
2025-04-14,WC-007,SITE-03,559.7,16.3,6381
2025-04-21,WC-007,SITE-03,543.9,44.3,6430
2025-04-28,WC-007,SITE-03,496.8,36.0,3709
2025-05-05,WC-007,SITE-03,541.7,12.9,5046
2025-05-12,WC-007,SITE-03,565.0,23.2,5647
2025-05-19,WC-007,SITE-03,511.9,11.6,5935
2025-05-26,WC-007,SITE-03,573.0,30.5,7474
2025-06-02,WC-007,SITE-03,549.8,37.3,6061
2025-06-09,WC-007,SITE-03,549.1,20.9,7056
2025-06-16,WC-007,SITE-03,506.1,44.6,5909
2025-06-23,WC-007,SITE-03,553.0,62.8,7317
2025-06-30,WC-007,SITE-03,559.1,65.5,6261
2025-07-07,WC-007,SITE-03,552.3,27.2,5341
2025-07-14,WC-007,SITE-03,494.9,18.5,3895
2025-07-21,WC-007,SITE-03,487.9,55.6,3554
2025-07-28,WC-007,SITE-03,559.0,12.7,7499
2025-08-04,WC-007,SITE-03,524.5,30.4,7211
2025-08-11,WC-007,SITE-03,548.7,40.2,4014
2025-08-18,WC-007,SITE-03,494.8,38.5,6552
2025-08-25,WC-007,SITE-03,541.0,41.7,3482
2025-09-01,WC-007,SITE-03,582.2,52.0,4894
2025-09-08,WC-007,SITE-03,572.9,17.3,4114
2025-09-15,WC-007,SITE-03,532.0,48.5,4667
2025-09-22,WC-007,SITE-03,548.0,55.0,4006
2025-09-29,WC-007,SITE-03,516.5,58.3,4417
2025-10-06,WC-007,SITE-03,576.0,14.7,7882
2025-10-13,WC-007,SITE-03,541.5,11.8,5797
2025-10-20,WC-007,SITE-03,564.4,44.5,7558
2025-10-27,WC-007,SITE-03,516.9,28.0,5870
2025-11-03,WC-007,SITE-03,540.9,35.3,6455
2025-11-10,WC-007,SITE-03,516.6,23.6,5642
2025-11-17,WC-007,SITE-03,492.9,47.5,3040
2025-11-24,WC-007,SITE-03,588.0,54.0,5469
2025-12-01,WC-007,SITE-03,490.4,34.3,6126
2025-12-08,WC-007,SITE-03,568.6,52.3,7501
2025-12-15,WC-007,SITE-03,548.5,62.1,3975
2025-12-22,WC-007,SITE-03,542.3,32.9,5525
2025-12-29,WC-007,SITE-03,523.1,23.4,5178
2026-01-05,WC-007,SITE-03,571.8,47.5,7637
2026-01-12,WC-007,SITE-03,537.4,40.6,4469
2026-01-19,WC-007,SITE-03,587.2,57.7,3536
2026-01-26,WC-007,SITE-03,485.4,56.8,5457
2026-02-02,WC-007,SITE-03,571.3,62.7,5436
2026-02-09,WC-007,SITE-03,568.3,11.5,5690
2026-02-16,WC-007,SITE-03,497.9,22.5,3743
2026-02-23,WC-007,SITE-03,522.0,41.9,6048
2026-03-02,WC-007,SITE-03,535.5,57.6,7028
2026-03-09,WC-007,SITE-03,544.3,48.7,6273
2026-03-16,WC-007,SITE-03,567.9,27.8,4049
2026-03-23,WC-007,SITE-03,588.8,19.6,5490
2026-03-30,WC-007,SITE-03,542.7,41.7,5236
2026-04-06,WC-007,SITE-03,527.5,62.7,5873
2026-04-13,WC-007,SITE-03,492.9,34.3,3203
2026-04-20,WC-007,SITE-03,545.9,60.7,4957
2026-04-27,WC-007,SITE-03,578.8,61.8,6711
2026-05-04,WC-007,SITE-03,562.0,44.3,7629
2026-05-11,WC-007,SITE-03,531.6,19.7,6465
2026-05-18,WC-007,SITE-03,585.1,27.5,4721
2026-05-25,WC-007,SITE-03,497.2,30.2,5039
2026-06-01,WC-007,SITE-03,569.2,35.8,4250
2026-06-08,WC-007,SITE-03,487.0,41.4,4872
2026-06-15,WC-007,SITE-03,551.2,56.1,5573
2026-06-22,WC-007,SITE-03,532.5,50.7,5541
2026-06-29,WC-007,SITE-03,511.0,61.1,3099
2026-07-06,WC-007,SITE-03,559.9,33.0,5823
2025-01-06,WC-008,SITE-03,465.7,29.8,4866
2025-01-13,WC-008,SITE-03,451.7,9.5,3214
2025-01-20,WC-008,SITE-03,411.1,8.6,4396
2025-01-27,WC-008,SITE-03,466.3,21.8,4203
2025-02-03,WC-008,SITE-03,402.1,19.6,4820
2025-02-10,WC-008,SITE-03,413.2,24.6,5226
2025-02-17,WC-008,SITE-03,427.6,21.8,5244
2025-02-24,WC-008,SITE-03,426.3,20.5,5796
2025-03-03,WC-008,SITE-03,471.6,19.2,5229
2025-03-10,WC-008,SITE-03,435.0,32.4,3061
2025-03-17,WC-008,SITE-03,468.6,32.4,3194
2025-03-24,WC-008,SITE-03,434.1,49.9,4598
2025-03-31,WC-008,SITE-03,415.4,29.9,5234
2025-04-07,WC-008,SITE-03,456.0,51.8,4094
2025-04-14,WC-008,SITE-03,440.4,30.7,3115
2025-04-21,WC-008,SITE-03,419.5,35.4,4734
2025-04-28,WC-008,SITE-03,429.2,32.7,4739
2025-05-05,WC-008,SITE-03,462.6,34.9,6187
2025-05-12,WC-008,SITE-03,471.1,33.6,3425
2025-05-19,WC-008,SITE-03,425.4,12.9,3628
2025-05-26,WC-008,SITE-03,418.6,26.2,3918
2025-06-02,WC-008,SITE-03,425.9,9.3,4859
2025-06-09,WC-008,SITE-03,432.1,37.0,4678
2025-06-16,WC-008,SITE-03,406.2,15.1,5321
2025-06-23,WC-008,SITE-03,438.0,32.5,4812
2025-06-30,WC-008,SITE-03,476.3,37.6,3566
2025-07-07,WC-008,SITE-03,448.4,36.7,3254
2025-07-14,WC-008,SITE-03,484.6,19.0,4327
2025-07-21,WC-008,SITE-03,439.8,42.5,5840
2025-07-28,WC-008,SITE-03,478.8,18.9,4703
2025-08-04,WC-008,SITE-03,401.5,34.0,4821
2025-08-11,WC-008,SITE-03,447.8,35.3,5657
2025-08-18,WC-008,SITE-03,437.7,18.4,5376
2025-08-25,WC-008,SITE-03,408.7,40.9,5608
2025-09-01,WC-008,SITE-03,403.5,27.8,4613
2025-09-08,WC-008,SITE-03,453.4,28.8,5661
2025-09-15,WC-008,SITE-03,462.8,41.0,6220
2025-09-22,WC-008,SITE-03,423.7,20.6,4457
2025-09-29,WC-008,SITE-03,432.5,14.6,5179
2025-10-06,WC-008,SITE-03,453.1,25.8,4970
2025-10-13,WC-008,SITE-03,453.3,28.9,4158
2025-10-20,WC-008,SITE-03,404.7,35.1,4904
2025-10-27,WC-008,SITE-03,450.1,25.4,5307
2025-11-03,WC-008,SITE-03,453.3,46.5,5420
2025-11-10,WC-008,SITE-03,420.5,43.4,3852
2025-11-17,WC-008,SITE-03,449.3,24.5,4061
2025-11-24,WC-008,SITE-03,424.0,36.6,4733
2025-12-01,WC-008,SITE-03,402.2,37.7,3513
2025-12-08,WC-008,SITE-03,460.3,28.8,3397
2025-12-15,WC-008,SITE-03,423.7,26.3,5665
2025-12-22,WC-008,SITE-03,486.4,15.6,4643
2025-12-29,WC-008,SITE-03,434.8,47.4,4977
2026-01-05,WC-008,SITE-03,422.1,30.4,3221
2026-01-12,WC-008,SITE-03,470.7,15.0,5310
2026-01-19,WC-008,SITE-03,463.1,28.3,4232
2026-01-26,WC-008,SITE-03,455.1,30.7,6156
2026-02-02,WC-008,SITE-03,466.9,26.9,5689
2026-02-09,WC-008,SITE-03,483.2,33.7,3951
2026-02-16,WC-008,SITE-03,466.7,24.5,6446
2026-02-23,WC-008,SITE-03,447.5,43.0,2955
2026-03-02,WC-008,SITE-03,437.7,33.4,5500
2026-03-09,WC-008,SITE-03,434.9,24.7,2656
2026-03-16,WC-008,SITE-03,472.3,12.9,5856
2026-03-23,WC-008,SITE-03,402.9,13.4,4815
2026-03-30,WC-008,SITE-03,469.5,30.7,6299
2026-04-06,WC-008,SITE-03,450.6,14.2,3329
2026-04-13,WC-008,SITE-03,429.0,9.7,3443
2026-04-20,WC-008,SITE-03,467.2,39.1,5885
2026-04-27,WC-008,SITE-03,452.0,17.4,5324
2026-05-04,WC-008,SITE-03,436.3,10.4,4850
2026-05-11,WC-008,SITE-03,409.7,43.9,4858
2026-05-18,WC-008,SITE-03,425.0,45.1,4142
2026-05-25,WC-008,SITE-03,467.7,11.8,3512
2026-06-01,WC-008,SITE-03,459.1,22.3,6073
2026-06-08,WC-008,SITE-03,453.5,34.1,5589
2026-06-15,WC-008,SITE-03,450.7,24.4,2963
2026-06-22,WC-008,SITE-03,449.4,53.7,3468
2026-06-29,WC-008,SITE-03,446.9,30.8,3767
2026-07-06,WC-008,SITE-03,478.7,15.6,6246
2025-01-06,WC-009,SITE-03,338.9,35.2,2378
2025-01-13,WC-009,SITE-03,362.1,12.9,4823
2025-01-20,WC-009,SITE-03,391.4,28.4,4977
2025-01-27,WC-009,SITE-03,387.5,21.6,5400
2025-02-03,WC-009,SITE-03,343.0,14.6,4387
2025-02-10,WC-009,SITE-03,375.9,32.8,2620
2025-02-17,WC-009,SITE-03,360.6,25.4,3896
2025-02-24,WC-009,SITE-03,346.2,37.6,3431
2025-03-03,WC-009,SITE-03,337.7,22.6,4299
2025-03-10,WC-009,SITE-03,375.6,18.6,4819
2025-03-17,WC-009,SITE-03,332.3,7.9,4530
2025-03-24,WC-009,SITE-03,376.0,19.5,3832
2025-03-31,WC-009,SITE-03,379.3,20.0,4943
2025-04-07,WC-009,SITE-03,341.4,36.5,2373
2025-04-14,WC-009,SITE-03,377.7,11.1,4598
2025-04-21,WC-009,SITE-03,361.9,22.8,2417
2025-04-28,WC-009,SITE-03,344.8,21.9,2208
2025-05-05,WC-009,SITE-03,374.5,20.8,5194
2025-05-12,WC-009,SITE-03,396.4,19.4,5416
2025-05-19,WC-009,SITE-03,392.5,41.5,3697
2025-05-26,WC-009,SITE-03,346.5,36.9,4109
2025-06-02,WC-009,SITE-03,391.3,34.7,3156
2025-06-09,WC-009,SITE-03,369.5,34.8,3419
2025-06-16,WC-009,SITE-03,391.7,37.7,5118
2025-06-23,WC-009,SITE-03,381.4,34.6,4849
2025-06-30,WC-009,SITE-03,399.5,31.3,3811
2025-07-07,WC-009,SITE-03,401.8,30.5,4447
2025-07-14,WC-009,SITE-03,373.0,43.2,3873
2025-07-21,WC-009,SITE-03,341.0,19.8,3127
2025-07-28,WC-009,SITE-03,380.5,41.2,4255
2025-08-04,WC-009,SITE-03,357.1,38.0,3283
2025-08-11,WC-009,SITE-03,374.3,30.8,2442
2025-08-18,WC-009,SITE-03,405.3,26.5,5012
2025-08-25,WC-009,SITE-03,337.9,20.2,3938
2025-09-01,WC-009,SITE-03,383.9,20.7,3468
2025-09-08,WC-009,SITE-03,403.4,13.7,3308
2025-09-15,WC-009,SITE-03,357.3,32.6,4253
2025-09-22,WC-009,SITE-03,338.1,35.0,2759
2025-09-29,WC-009,SITE-03,390.3,9.2,2548
2025-10-06,WC-009,SITE-03,338.3,7.3,4139
2025-10-13,WC-009,SITE-03,341.0,15.2,2169
2025-10-20,WC-009,SITE-03,370.4,17.2,4879
2025-10-27,WC-009,SITE-03,371.9,20.3,3805
2025-11-03,WC-009,SITE-03,383.8,38.9,2427
2025-11-10,WC-009,SITE-03,392.5,36.7,2793
2025-11-17,WC-009,SITE-03,380.8,11.4,3767
2025-11-24,WC-009,SITE-03,359.7,30.0,2845
2025-12-01,WC-009,SITE-03,404.5,18.1,4431
2025-12-08,WC-009,SITE-03,393.6,9.6,3325
2025-12-15,WC-009,SITE-03,348.2,16.0,3363
2025-12-22,WC-009,SITE-03,393.4,20.8,3389
2025-12-29,WC-009,SITE-03,363.8,8.6,3817
2026-01-05,WC-009,SITE-03,392.0,23.9,5166
2026-01-12,WC-009,SITE-03,366.2,25.2,4394
2026-01-19,WC-009,SITE-03,394.8,46.0,3290
2026-01-26,WC-009,SITE-03,373.3,15.3,2550
2026-02-02,WC-009,SITE-03,395.1,42.7,2845
2026-02-09,WC-009,SITE-03,336.7,10.7,4179
2026-02-16,WC-009,SITE-03,332.6,16.7,2743
2026-02-23,WC-009,SITE-03,349.8,33.8,2215
2026-03-02,WC-009,SITE-03,370.3,9.4,3325
2026-03-09,WC-009,SITE-03,372.2,7.9,4534
2026-03-16,WC-009,SITE-03,361.2,20.8,3637
2026-03-23,WC-009,SITE-03,381.6,40.5,4937
2026-03-30,WC-009,SITE-03,333.3,7.1,3728
2026-04-06,WC-009,SITE-03,405.0,22.0,3135
2026-04-13,WC-009,SITE-03,401.2,20.0,2886
2026-04-20,WC-009,SITE-03,387.9,20.6,2852
2026-04-27,WC-009,SITE-03,349.5,7.0,2210
2026-05-04,WC-009,SITE-03,399.7,40.4,3993
2026-05-11,WC-009,SITE-03,398.6,24.5,3174
2026-05-18,WC-009,SITE-03,366.5,15.3,3243
2026-05-25,WC-009,SITE-03,380.9,7.7,2537
2026-06-01,WC-009,SITE-03,337.8,40.5,4413
2026-06-08,WC-009,SITE-03,359.1,28.1,2517
2026-06-15,WC-009,SITE-03,370.7,36.0,3644
2026-06-22,WC-009,SITE-03,369.7,16.7,2287
2026-06-29,WC-009,SITE-03,367.5,18.1,4307
2026-07-06,WC-009,SITE-03,405.8,34.4,2979
2025-01-06,WC-010,SITE-04,496.7,17.1,4217
2025-01-13,WC-010,SITE-04,498.0,20.5,4542
2025-01-20,WC-010,SITE-04,512.1,36.8,6500
2025-01-27,WC-010,SITE-04,486.7,13.9,4260
2025-02-03,WC-010,SITE-04,534.6,47.1,6933
2025-02-10,WC-010,SITE-04,529.9,53.2,4579
2025-02-17,WC-010,SITE-04,492.3,22.6,6226
2025-02-24,WC-010,SITE-04,481.9,43.7,5217
2025-03-03,WC-010,SITE-04,499.0,18.0,5122
2025-03-10,WC-010,SITE-04,536.2,55.6,4751
2025-03-17,WC-010,SITE-04,507.7,41.6,4641
2025-03-24,WC-010,SITE-04,543.4,56.6,6463
2025-03-31,WC-010,SITE-04,517.5,60.5,4620
2025-04-07,WC-010,SITE-04,548.1,29.0,6521
2025-04-14,WC-010,SITE-04,545.1,61.9,3854
2025-04-21,WC-010,SITE-04,551.8,54.1,6242
2025-04-28,WC-010,SITE-04,487.9,20.3,5711
2025-05-05,WC-010,SITE-04,509.3,25.0,4439
2025-05-12,WC-010,SITE-04,506.9,31.9,5536
2025-05-19,WC-010,SITE-04,527.3,10.6,5493
2025-05-26,WC-010,SITE-04,476.0,30.2,4219
2025-06-02,WC-010,SITE-04,565.6,66.1,6811
2025-06-09,WC-010,SITE-04,566.2,50.1,6501
2025-06-16,WC-010,SITE-04,525.0,41.0,4512
2025-06-23,WC-010,SITE-04,501.0,19.4,4978
2025-06-30,WC-010,SITE-04,496.6,19.8,5304
2025-07-07,WC-010,SITE-04,518.5,31.7,3644
2025-07-14,WC-010,SITE-04,484.6,20.8,3889
2025-07-21,WC-010,SITE-04,570.0,30.0,5519
2025-07-28,WC-010,SITE-04,535.8,32.6,6370
2025-08-04,WC-010,SITE-04,566.4,61.5,3728
2025-08-11,WC-010,SITE-04,558.1,45.6,4330
2025-08-18,WC-010,SITE-04,487.2,29.1,4915
2025-08-25,WC-010,SITE-04,530.8,56.4,3683
2025-09-01,WC-010,SITE-04,497.0,53.6,4618
2025-09-08,WC-010,SITE-04,508.3,11.9,3063
2025-09-15,WC-010,SITE-04,544.2,64.6,6369
2025-09-22,WC-010,SITE-04,473.0,26.6,3192
2025-09-29,WC-010,SITE-04,570.9,55.9,4022
2025-10-06,WC-010,SITE-04,559.0,51.3,6128
2025-10-13,WC-010,SITE-04,529.7,36.4,3771
2025-10-20,WC-010,SITE-04,502.9,31.1,5387
2025-10-27,WC-010,SITE-04,575.5,67.5,3713
2025-11-03,WC-010,SITE-04,535.3,25.1,3321
2025-11-10,WC-010,SITE-04,553.3,50.1,3485
2025-11-17,WC-010,SITE-04,527.2,22.5,5843
2025-11-24,WC-010,SITE-04,478.9,35.4,3290
2025-12-01,WC-010,SITE-04,478.9,22.8,5653
2025-12-08,WC-010,SITE-04,536.5,61.8,7101
2025-12-15,WC-010,SITE-04,488.1,13.9,5543
2025-12-22,WC-010,SITE-04,558.9,18.0,5930
2025-12-29,WC-010,SITE-04,471.4,21.4,5826
2026-01-05,WC-010,SITE-04,530.4,20.1,4416
2026-01-12,WC-010,SITE-04,537.0,19.4,4887
2026-01-19,WC-010,SITE-04,498.9,51.4,5213
2026-01-26,WC-010,SITE-04,529.5,47.7,6275
2026-02-02,WC-010,SITE-04,478.5,22.1,4190
2026-02-09,WC-010,SITE-04,534.7,43.6,4419
2026-02-16,WC-010,SITE-04,516.2,38.8,5819
2026-02-23,WC-010,SITE-04,562.7,23.0,7628
2026-03-02,WC-010,SITE-04,549.2,31.9,6858
2026-03-09,WC-010,SITE-04,487.9,39.7,4412
2026-03-16,WC-010,SITE-04,511.4,53.2,3143
2026-03-23,WC-010,SITE-04,567.9,51.8,6953
2026-03-30,WC-010,SITE-04,518.6,32.8,6134
2026-04-06,WC-010,SITE-04,526.4,29.4,3868
2026-04-13,WC-010,SITE-04,549.6,45.9,6726
2026-04-20,WC-010,SITE-04,476.2,42.8,4813
2026-04-27,WC-010,SITE-04,566.5,13.3,4183
2026-05-04,WC-010,SITE-04,567.1,38.7,6102
2026-05-11,WC-010,SITE-04,547.3,63.3,7350
2026-05-18,WC-010,SITE-04,567.6,35.0,5460
2026-05-25,WC-010,SITE-04,494.3,58.9,4162
2026-06-01,WC-010,SITE-04,512.5,38.0,3565
2026-06-08,WC-010,SITE-04,561.0,22.9,7490
2026-06-15,WC-010,SITE-04,478.4,18.7,6389
2026-06-22,WC-010,SITE-04,503.6,33.2,3997
2026-06-29,WC-010,SITE-04,517.4,42.0,5613
2026-07-06,WC-010,SITE-04,485.8,19.9,3422
2025-01-06,WC-011,SITE-04,413.2,24.3,4325
2025-01-13,WC-011,SITE-04,367.6,24.2,5072
2025-01-20,WC-011,SITE-04,407.5,47.2,3392
2025-01-27,WC-011,SITE-04,391.4,28.6,3786
2025-02-03,WC-011,SITE-04,395.6,37.0,2735
2025-02-10,WC-011,SITE-04,378.9,20.5,5174
2025-02-17,WC-011,SITE-04,380.9,27.9,3145
2025-02-24,WC-011,SITE-04,355.1,24.2,3339
2025-03-03,WC-011,SITE-04,401.6,36.8,5354
2025-03-10,WC-011,SITE-04,399.8,38.4,4085
2025-03-17,WC-011,SITE-04,407.2,18.4,5046
2025-03-24,WC-011,SITE-04,402.4,43.1,3483
2025-03-31,WC-011,SITE-04,362.7,11.0,3601
2025-04-07,WC-011,SITE-04,384.0,26.6,4414
2025-04-14,WC-011,SITE-04,374.7,8.2,3837
2025-04-21,WC-011,SITE-04,365.4,22.9,2625
2025-04-28,WC-011,SITE-04,369.5,15.4,2249
2025-05-05,WC-011,SITE-04,348.4,33.2,3972
2025-05-12,WC-011,SITE-04,423.1,21.4,2980
2025-05-19,WC-011,SITE-04,362.8,25.8,2300
2025-05-26,WC-011,SITE-04,376.3,21.6,4347
2025-06-02,WC-011,SITE-04,389.9,41.2,5077
2025-06-09,WC-011,SITE-04,412.3,10.5,4671
2025-06-16,WC-011,SITE-04,381.2,44.3,2998
2025-06-23,WC-011,SITE-04,360.8,41.5,3753
2025-06-30,WC-011,SITE-04,407.0,30.8,4744
2025-07-07,WC-011,SITE-04,351.5,16.6,4129
2025-07-14,WC-011,SITE-04,410.0,34.8,4109
2025-07-21,WC-011,SITE-04,376.7,18.7,4163
2025-07-28,WC-011,SITE-04,414.6,11.3,3190
2025-08-04,WC-011,SITE-04,380.7,43.7,2862
2025-08-11,WC-011,SITE-04,352.0,36.0,4601
2025-08-18,WC-011,SITE-04,387.9,16.4,5110
2025-08-25,WC-011,SITE-04,403.8,19.9,4617
2025-09-01,WC-011,SITE-04,398.7,40.3,5068
2025-09-08,WC-011,SITE-04,350.6,35.5,2671
2025-09-15,WC-011,SITE-04,361.3,42.5,3061
2025-09-22,WC-011,SITE-04,386.0,46.0,4603
2025-09-29,WC-011,SITE-04,392.0,10.8,3823
2025-10-06,WC-011,SITE-04,420.8,22.8,3081
2025-10-13,WC-011,SITE-04,405.7,28.4,3989
2025-10-20,WC-011,SITE-04,371.0,30.4,3483
2025-10-27,WC-011,SITE-04,353.4,28.7,2899
2025-11-03,WC-011,SITE-04,399.9,11.3,2728
2025-11-10,WC-011,SITE-04,389.4,11.8,3426
2025-11-17,WC-011,SITE-04,353.1,26.4,3234
2025-11-24,WC-011,SITE-04,347.3,32.6,4330
2025-12-01,WC-011,SITE-04,417.8,19.4,2561
2025-12-08,WC-011,SITE-04,405.7,47.8,2872
2025-12-15,WC-011,SITE-04,347.2,12.1,3465
2025-12-22,WC-011,SITE-04,414.4,26.8,3036
2025-12-29,WC-011,SITE-04,370.4,31.9,2700
2026-01-05,WC-011,SITE-04,367.0,36.6,2464
2026-01-12,WC-011,SITE-04,408.9,22.0,3325
2026-01-19,WC-011,SITE-04,395.3,44.2,2385
2026-01-26,WC-011,SITE-04,406.6,22.9,3376
2026-02-02,WC-011,SITE-04,354.2,15.4,2656
2026-02-09,WC-011,SITE-04,373.9,42.2,3613
2026-02-16,WC-011,SITE-04,392.4,39.1,5232
2026-02-23,WC-011,SITE-04,410.7,23.4,3694
2026-03-02,WC-011,SITE-04,418.5,26.6,2848
2026-03-09,WC-011,SITE-04,394.5,45.7,3155
2026-03-16,WC-011,SITE-04,418.9,25.5,4287
2026-03-23,WC-011,SITE-04,418.2,30.1,4812
2026-03-30,WC-011,SITE-04,391.6,38.6,3322
2026-04-06,WC-011,SITE-04,362.5,11.2,4852
2026-04-13,WC-011,SITE-04,358.9,21.1,3142
2026-04-20,WC-011,SITE-04,370.4,30.4,2307
2026-04-27,WC-011,SITE-04,388.5,30.4,4148
2026-05-04,WC-011,SITE-04,395.3,14.4,4052
2026-05-11,WC-011,SITE-04,395.5,34.6,5363
2026-05-18,WC-011,SITE-04,358.8,25.7,2836
2026-05-25,WC-011,SITE-04,356.8,15.8,3116
2026-06-01,WC-011,SITE-04,387.0,43.3,2864
2026-06-08,WC-011,SITE-04,353.6,31.7,3825
2026-06-15,WC-011,SITE-04,356.6,18.8,2545
2026-06-22,WC-011,SITE-04,355.0,8.3,2664
2026-06-29,WC-011,SITE-04,348.6,37.4,2413
2026-07-06,WC-011,SITE-04,375.2,13.9,3542
2025-01-06,WC-012,SITE-04,661.3,29.9,5394
2025-01-13,WC-012,SITE-04,570.1,54.6,6757
2025-01-20,WC-012,SITE-04,629.8,33.7,7923
2025-01-27,WC-012,SITE-04,643.4,43.9,5463
2025-02-03,WC-012,SITE-04,676.4,19.8,6586
2025-02-10,WC-012,SITE-04,588.1,70.0,6286
2025-02-17,WC-012,SITE-04,643.0,30.5,6339
2025-02-24,WC-012,SITE-04,622.7,44.1,5919
2025-03-03,WC-012,SITE-04,599.7,45.1,4526
2025-03-10,WC-012,SITE-04,659.7,54.0,4975
2025-03-17,WC-012,SITE-04,603.0,43.5,4879
2025-03-24,WC-012,SITE-04,558.8,58.1,4011
2025-03-31,WC-012,SITE-04,615.3,48.1,8498
2025-04-07,WC-012,SITE-04,657.1,50.6,8110
2025-04-14,WC-012,SITE-04,583.0,31.5,4259
2025-04-21,WC-012,SITE-04,652.4,17.4,4247
2025-04-28,WC-012,SITE-04,646.1,21.0,6906
2025-05-05,WC-012,SITE-04,623.0,24.3,7322
2025-05-12,WC-012,SITE-04,568.9,12.6,5288
2025-05-19,WC-012,SITE-04,632.6,42.0,3899
2025-05-26,WC-012,SITE-04,612.0,32.5,8281
2025-06-02,WC-012,SITE-04,639.2,31.2,8196
2025-06-09,WC-012,SITE-04,569.5,25.5,3974
2025-06-16,WC-012,SITE-04,641.7,46.8,7027
2025-06-23,WC-012,SITE-04,661.3,55.1,7227
2025-06-30,WC-012,SITE-04,631.0,61.9,7013
2025-07-07,WC-012,SITE-04,565.9,39.8,4147
2025-07-14,WC-012,SITE-04,602.3,42.9,6798
2025-07-21,WC-012,SITE-04,572.8,41.9,5887
2025-07-28,WC-012,SITE-04,623.2,57.2,6960
2025-08-04,WC-012,SITE-04,612.3,68.2,5813
2025-08-11,WC-012,SITE-04,607.2,61.4,6409
2025-08-18,WC-012,SITE-04,566.7,14.4,3427
2025-08-25,WC-012,SITE-04,675.1,79.7,5262
2025-09-01,WC-012,SITE-04,620.5,64.6,6651
2025-09-08,WC-012,SITE-04,651.3,71.6,5519
2025-09-15,WC-012,SITE-04,581.9,15.3,5431
2025-09-22,WC-012,SITE-04,645.5,54.6,7493
2025-09-29,WC-012,SITE-04,605.7,70.2,7938
2025-10-06,WC-012,SITE-04,661.1,46.3,8077
2025-10-13,WC-012,SITE-04,611.6,55.5,8393
2025-10-20,WC-012,SITE-04,676.1,18.7,4249
2025-10-27,WC-012,SITE-04,669.5,23.3,5923
2025-11-03,WC-012,SITE-04,663.8,72.3,6869
2025-11-10,WC-012,SITE-04,650.2,21.0,7344
2025-11-17,WC-012,SITE-04,593.6,25.3,6080
2025-11-24,WC-012,SITE-04,577.2,67.6,7096
2025-12-01,WC-012,SITE-04,576.6,14.2,7998
2025-12-08,WC-012,SITE-04,653.8,19.2,4899
2025-12-15,WC-012,SITE-04,661.4,18.5,4402
2025-12-22,WC-012,SITE-04,653.4,30.4,5102
2025-12-29,WC-012,SITE-04,635.5,59.7,4263
2026-01-05,WC-012,SITE-04,646.3,47.7,6770
2026-01-12,WC-012,SITE-04,625.0,51.3,4147
2026-01-19,WC-012,SITE-04,668.1,23.1,8350
2026-01-26,WC-012,SITE-04,610.1,19.2,4575
2026-02-02,WC-012,SITE-04,661.7,44.7,8601
2026-02-09,WC-012,SITE-04,599.9,16.7,8140
2026-02-16,WC-012,SITE-04,619.0,56.8,4568
2026-02-23,WC-012,SITE-04,647.9,48.1,6847
2026-03-02,WC-012,SITE-04,613.8,29.7,4839
2026-03-09,WC-012,SITE-04,680.4,40.5,7392
2026-03-16,WC-012,SITE-04,680.1,36.1,5023
2026-03-23,WC-012,SITE-04,600.5,67.7,3895
2026-03-30,WC-012,SITE-04,593.7,18.7,3834
2026-04-06,WC-012,SITE-04,632.1,66.8,4184
2026-04-13,WC-012,SITE-04,659.4,64.0,7756
2026-04-20,WC-012,SITE-04,573.2,28.8,5616
2026-04-27,WC-012,SITE-04,596.2,54.5,5963
2026-05-04,WC-012,SITE-04,576.3,43.9,5409
2026-05-11,WC-012,SITE-04,649.9,39.3,6886
2026-05-18,WC-012,SITE-04,573.7,67.2,3478
2026-05-25,WC-012,SITE-04,631.2,54.8,4444
2026-06-01,WC-012,SITE-04,667.2,63.4,4162
2026-06-08,WC-012,SITE-04,659.0,54.9,6349
2026-06-15,WC-012,SITE-04,662.6,15.4,8477
2026-06-22,WC-012,SITE-04,667.3,17.5,6526
2026-06-29,WC-012,SITE-04,655.4,69.6,4127
2026-07-06,WC-012,SITE-04,652.1,31.5,6697
2026-07-13,WC-001,SITE-01,493.4,50.0,3342
2026-07-13,WC-002,SITE-01,358.1,21.9,3041
2026-07-13,WC-003,SITE-01,553.0,33.0,3211
2026-07-13,WC-004,SITE-02,605.1,41.7,6640
2026-07-13,WC-005,SITE-02,545.8,33.5,5594
2026-07-13,WC-006,SITE-02,319.0,16.6,3732
2026-07-13,WC-007,SITE-03,509.3,44.4,4017
2026-07-13,WC-008,SITE-03,457.9,30.4,3367
2026-07-13,WC-009,SITE-03,403.5,31.9,2137
2026-07-13,WC-010,SITE-04,437.2,24.9,5849
2026-07-13,WC-011,SITE-04,373.1,26.2,2341
2026-07-13,WC-012,SITE-04,651.3,41.5,5686
