WeekStart,WorkCenterID,SiteID,UnitsProduced,UnitsScrapped,ScrapPct,ScrapCostUSD
2025-10-06,WC-006,SITE-02,4507,87,1.95,3000.64
2025-10-13,WC-006,SITE-02,3128,65,2.08,3195.07
2025-10-20,WC-006,SITE-02,2921,51,1.78,2653.87
2025-10-27,WC-006,SITE-02,3147,58,1.86,2570.37
2025-11-03,WC-006,SITE-02,4354,83,1.92,1495.26
2025-11-10,WC-006,SITE-02,4189,89,2.14,2041.29
2025-11-17,WC-006,SITE-02,4928,81,1.65,4553.81
2025-11-24,WC-006,SITE-02,2646,44,1.68,875.47
2025-12-01,WC-006,SITE-02,2673,47,1.78,1960.31
2025-12-08,WC-006,SITE-02,4463,78,1.77,4575.85
2025-12-15,WC-006,SITE-02,2786,58,2.11,1402.24
2025-12-22,WC-006,SITE-02,4086,76,1.87,2719.57
2025-12-29,WC-006,SITE-02,4457,79,1.78,2307.32
2026-01-05,WC-006,SITE-02,3949,66,1.68,3136.06
2026-01-12,WC-006,SITE-02,3773,70,1.87,1686.85
2026-01-19,WC-006,SITE-02,2823,58,2.06,2583.71
2026-01-26,WC-006,SITE-02,2921,63,2.17,2452.92
2026-02-02,WC-006,SITE-02,2456,42,1.74,838.38
2026-02-09,WC-006,SITE-02,3682,68,1.85,2576.81
2026-02-16,WC-006,SITE-02,2584,51,1.98,1900.67
2026-02-23,WC-006,SITE-02,5221,103,1.99,5135.3
2026-03-02,WC-006,SITE-02,5224,112,2.16,4712.4
2026-03-09,WC-006,SITE-02,2583,51,1.99,1261.14
2026-03-16,WC-006,SITE-02,5025,91,1.82,3259.4
2026-03-23,WC-006,SITE-02,3702,81,2.19,3682.66
2026-03-30,WC-006,SITE-02,4389,84,1.93,4493.61
2026-04-06,WC-006,SITE-02,3087,50,1.64,2903.6
2026-04-13,WC-006,SITE-02,4631,87,1.9,3911.07
2026-04-20,WC-006,SITE-02,3832,81,2.12,4046.63
2026-04-27,WC-006,SITE-02,3087,56,1.83,3178.09
2026-05-04,WC-006,SITE-02,3660,61,1.69,3516.8
2026-05-11,WC-006,SITE-02,4379,95,2.19,2919.1
2026-05-18,WC-006,SITE-02,4100,86,2.1,4851.2
2026-05-25,WC-006,SITE-02,3432,68,2.01,3127.34
2026-06-01,WC-006,SITE-02,3260,64,1.98,2219.4
2026-06-08,WC-006,SITE-02,3302,60,1.82,1541.01
2026-06-15,WC-006,SITE-02,4854,98,2.03,2023.87
2026-06-22,WC-006,SITE-02,3918,67,1.72,1850.5
2026-06-29,WC-006,SITE-02,2483,52,2.13,2284.29
2026-07-06,WC-006,SITE-02,3969,69,1.74,2592.14
2025-01-06,WC-007,SITE-03,5658,76,1.35,2837.52
2025-01-13,WC-007,SITE-03,4558,56,1.23,1710.07
2025-01-20,WC-007,SITE-03,5112,81,1.59,2160.22
2025-01-27,WC-007,SITE-03,3380,41,1.22,2050.18
2025-02-03,WC-007,SITE-03,4790,76,1.6,4475.55
2025-02-10,WC-007,SITE-03,3389,47,1.39,1354.26
2025-02-17,WC-007,SITE-03,4330,56,1.3,1940.91
2025-02-24,WC-007,SITE-03,5395,83,1.54,1854.3
2025-03-03,WC-007,SITE-03,6682,91,1.37,3148.73
2025-03-10,WC-007,SITE-03,4756,62,1.32,1610.35
2025-03-17,WC-007,SITE-03,7109,115,1.63,6383.68
2025-03-24,WC-007,SITE-03,4665,69,1.48,2106.35
2025-03-31,WC-007,SITE-03,6773,92,1.37,2843.85
2025-04-07,WC-007,SITE-03,5280,76,1.45,3799.62
2025-04-14,WC-007,SITE-03,6381,84,1.32,1762.0
2025-04-21,WC-007,SITE-03,6430,97,1.51,1898.44
2025-04-28,WC-007,SITE-03,3709,53,1.43,1124.09
2025-05-05,WC-007,SITE-03,5046,71,1.42,1740.56
2025-05-12,WC-007,SITE-03,5647,76,1.35,2245.58
2025-05-19,WC-007,SITE-03,5935,91,1.54,3132.28
2025-05-26,WC-007,SITE-03,7474,115,1.55,2280.55
2025-06-02,WC-007,SITE-03,6061,75,1.25,3034.2
2025-06-09,WC-007,SITE-03,7056,107,1.52,6000.24
2025-06-16,WC-007,SITE-03,5909,94,1.6,3219.34
2025-06-23,WC-007,SITE-03,7317,97,1.33,4552.2
2025-06-30,WC-007,SITE-03,6261,87,1.4,2630.16
2025-07-07,WC-007,SITE-03,5341,76,1.44,4244.35
2025-07-14,WC-007,SITE-03,3895,63,1.62,2984.32
2025-07-21,WC-007,SITE-03,3554,55,1.56,1309.97
2025-07-28,WC-007,SITE-03,7499,101,1.36,3189.37
2025-08-04,WC-007,SITE-03,7211,93,1.29,2748.34
2025-08-11,WC-007,SITE-03,4014,49,1.24,1102.56
2025-08-18,WC-007,SITE-03,6552,89,1.36,3255.81
2025-08-25,WC-007,SITE-03,3482,55,1.6,2758.4
2025-09-01,WC-007,SITE-03,4894,74,1.52,4084.09
2025-09-08,WC-007,SITE-03,4114,51,1.24,1230.79
2025-09-15,WC-007,SITE-03,4667,57,1.23,2409.74
2025-09-22,WC-007,SITE-03,4006,64,1.61,2303.52
2025-09-29,WC-007,SITE-03,4417,57,1.31,1687.04
2025-10-06,WC-007,SITE-03,7882,123,1.57,3878.03
2025-10-13,WC-007,SITE-03,5797,87,1.51,2135.27
2025-10-20,WC-007,SITE-03,7558,103,1.37,3145.98
2025-10-27,WC-007,SITE-03,5870,79,1.35,4365.25
2025-11-03,WC-007,SITE-03,6455,97,1.51,4552.41
2025-11-10,WC-007,SITE-03,5642,90,1.61,4072.24
2025-11-17,WC-007,SITE-03,3040,45,1.5,2256.27
2025-11-24,WC-007,SITE-03,5469,83,1.52,3315.3
2025-12-01,WC-007,SITE-03,6126,88,1.44,3171.37
2025-12-08,WC-007,SITE-03,7501,111,1.49,3998.24
2025-12-15,WC-007,SITE-03,3975,55,1.39,3034.69
2025-12-22,WC-007,SITE-03,5525,82,1.5,4729.52
2025-12-29,WC-007,SITE-03,5178,83,1.61,4142.66
2026-01-05,WC-007,SITE-03,7637,110,1.45,3893.54
2026-01-12,WC-007,SITE-03,4469,71,1.6,3929.09
2026-01-19,WC-007,SITE-03,3536,46,1.31,1122.58
2026-01-26,WC-007,SITE-03,5457,66,1.21,1351.32
2026-02-02,WC-007,SITE-03,5436,69,1.28,1433.49
2026-02-09,WC-007,SITE-03,5690,77,1.36,1945.16
2026-02-16,WC-007,SITE-03,3743,52,1.39,1929.44
2026-02-23,WC-007,SITE-03,6048,94,1.56,2239.68
2026-03-02,WC-007,SITE-03,7028,106,1.51,4202.83
2026-03-09,WC-007,SITE-03,6273,94,1.51,2068.77
2026-03-16,WC-007,SITE-03,4049,61,1.53,2419.83
2026-03-23,WC-007,SITE-03,5490,86,1.57,4448.87
2026-03-30,WC-007,SITE-03,5236,75,1.45,2616.29
2026-04-06,WC-007,SITE-03,5873,75,1.28,3938.96
2026-04-13,WC-007,SITE-03,3203,44,1.4,2229.11
2026-04-20,WC-007,SITE-03,4957,79,1.6,3751.39
2026-04-27,WC-007,SITE-03,6711,84,1.26,1857.74
2026-05-04,WC-007,SITE-03,7629,99,1.31,5370.96
2026-05-11,WC-007,SITE-03,6465,78,1.22,4001.52
2026-05-18,WC-007,SITE-03,4721,67,1.42,2911.54
2026-05-25,WC-007,SITE-03,5039,73,1.45,3909.7
2026-06-01,WC-007,SITE-03,4250,54,1.28,1402.11
2026-06-08,WC-007,SITE-03,4872,70,1.45,2446.35
2026-06-15,WC-007,SITE-03,5573,69,1.25,1440.35
2026-06-22,WC-007,SITE-03,5541,73,1.33,3571.3
2026-06-29,WC-007,SITE-03,3099,47,1.52,1937.09
2026-07-06,WC-007,SITE-03,5823,80,1.39,3366.04
2025-01-06,WC-008,SITE-03,4866,115,2.37,4642.01
2025-01-13,WC-008,SITE-03,3214,62,1.96,3470.53
2025-01-20,WC-008,SITE-03,4396,100,2.28,3391.09
2025-01-27,WC-008,SITE-03,4203,80,1.92,3437.1
2025-02-03,WC-008,SITE-03,4820,99,2.06,2300.49
2025-02-10,WC-008,SITE-03,5226,125,2.41,3736.56
2025-02-17,WC-008,SITE-03,5244,110,2.11,4959.4
2025-02-24,WC-008,SITE-03,5796,133,2.3,7044.23
2025-03-03,WC-008,SITE-03,5229,125,2.4,5627.44
2025-03-10,WC-008,SITE-03,3061,69,2.28,3129.29
2025-03-17,WC-008,SITE-03,3194,79,2.5,2442.0
2025-03-24,WC-008,SITE-03,4598,95,2.07,3889.64
2025-03-31,WC-008,SITE-03,5234,110,2.11,6562.09
2025-04-07,WC-008,SITE-03,4094,101,2.47,4141.2
2025-04-14,WC-008,SITE-03,3115,67,2.18,2677.92
2025-04-21,WC-008,SITE-03,4734,106,2.24,5546.99
2025-04-28,WC-008,SITE-03,4739,105,2.22,2694.79
2025-05-05,WC-008,SITE-03,6187,130,2.11,3899.94
2025-05-12,WC-008,SITE-03,3425,65,1.91,3868.66
2025-05-19,WC-008,SITE-03,3628,85,2.37,3867.87
2025-05-26,WC-008,SITE-03,3918,84,2.15,2203.78
2025-06-02,WC-008,SITE-03,4859,103,2.14,2932.56
2025-06-09,WC-008,SITE-03,4678,112,2.4,4459.07
2025-06-16,WC-008,SITE-03,5321,108,2.04,4310.96
2025-06-23,WC-008,SITE-03,4812,112,2.34,5148.66
2025-06-30,WC-008,SITE-03,3566,69,1.94,3824.02
2025-07-07,WC-008,SITE-03,3254,70,2.18,3861.79
2025-07-14,WC-008,SITE-03,4327,106,2.46,2864.25
2025-07-21,WC-008,SITE-03,5840,110,1.89,6382.9
2025-07-28,WC-008,SITE-03,4703,93,1.99,3248.11
2025-08-04,WC-008,SITE-03,4821,112,2.33,3855.02
2025-08-11,WC-008,SITE-03,5657,142,2.52,5294.09
2025-08-18,WC-008,SITE-03,5376,113,2.11,4887.15
2025-08-25,WC-008,SITE-03,5608,121,2.17,6384.47
2025-09-01,WC-008,SITE-03,4613,89,1.95,2124.93
2025-09-08,WC-008,SITE-03,5661,110,1.96,6436.9
2025-09-15,WC-008,SITE-03,6220,131,2.11,7666.79
2025-09-22,WC-008,SITE-03,4457,112,2.52,3754.41
2025-09-29,WC-008,SITE-03,5179,114,2.21,2149.67
2025-10-06,WC-008,SITE-03,4970,103,2.08,4100.23
2025-10-13,WC-008,SITE-03,4158,93,2.26,3181.79
2025-10-20,WC-008,SITE-03,4904,115,2.35,4786.52
2025-10-27,WC-008,SITE-03,5307,115,2.17,6739.42
2025-11-03,WC-008,SITE-03,5420,130,2.41,3131.93
2025-11-10,WC-008,SITE-03,3852,82,2.13,2994.93
2025-11-17,WC-008,SITE-03,4061,92,2.27,1884.1
2025-11-24,WC-008,SITE-03,4733,92,1.96,4690.86
2025-12-01,WC-008,SITE-03,3513,65,1.87,3344.83
2025-12-08,WC-008,SITE-03,3397,68,2.03,3823.05
2025-12-15,WC-008,SITE-03,5665,129,2.28,4161.96
2025-12-22,WC-008,SITE-03,4643,106,2.29,4628.18
2025-12-29,WC-008,SITE-03,4977,104,2.1,4036.03
2026-01-05,WC-008,SITE-03,3221,72,2.26,3135.06
2026-01-12,WC-008,SITE-03,5310,121,2.28,6323.44
2026-01-19,WC-008,SITE-03,4232,93,2.22,1733.79
2026-01-26,WC-008,SITE-03,6156,125,2.04,2538.92
2026-02-02,WC-008,SITE-03,5689,142,2.51,8419.68
2026-02-09,WC-008,SITE-03,3951,79,2.0,3882.85
2026-02-16,WC-008,SITE-03,6446,142,2.21,6515.52
2026-02-23,WC-008,SITE-03,2955,59,2.0,2189.38
2026-03-02,WC-008,SITE-03,5500,134,2.45,4512.15
2026-03-09,WC-008,SITE-03,2656,59,2.24,2484.35
2026-03-16,WC-008,SITE-03,5856,133,2.28,3680.3
2026-03-23,WC-008,SITE-03,4815,112,2.34,3636.59
2026-03-30,WC-008,SITE-03,6299,134,2.14,4702.23
2026-04-06,WC-008,SITE-03,3329,69,2.1,3722.25
2026-04-13,WC-008,SITE-03,3443,83,2.42,1882.62
2026-04-20,WC-008,SITE-03,5885,114,1.94,6529.33
2026-04-27,WC-008,SITE-03,5324,102,1.92,2148.89
2026-05-04,WC-008,SITE-03,4850,98,2.03,2438.45
2026-05-11,WC-008,SITE-03,4858,101,2.09,2393.56
2026-05-18,WC-008,SITE-03,4142,86,2.1,3319.4
2026-05-25,WC-008,SITE-03,3512,68,1.94,3014.27
2026-06-01,WC-008,SITE-03,6073,143,2.37,6391.33
2026-06-08,WC-008,SITE-03,5589,136,2.44,3912.25
2026-06-15,WC-008,SITE-03,2963,71,2.42,3237.72
2026-06-22,WC-008,SITE-03,3468,85,2.46,3324.2
2026-06-29,WC-008,SITE-03,3767,86,2.29,2610.0
2026-07-06,WC-008,SITE-03,6246,140,2.25,2849.99
2025-01-06,WC-009,SITE-03,2378,34,1.44,1565.88
2025-01-13,WC-009,SITE-03,4823,76,1.58,4423.11
2025-01-20,WC-009,SITE-03,4977,69,1.4,3726.7
2025-01-27,WC-009,SITE-03,5400,73,1.37,2553.62
2025-02-03,WC-009,SITE-03,4387,75,1.72,3868.01
2025-02-10,WC-009,SITE-03,2620,36,1.4,996.99
2025-02-17,WC-009,SITE-03,3896,52,1.35,969.32
2025-02-24,WC-009,SITE-03,3431,47,1.38,1728.05
2025-03-03,WC-009,SITE-03,4299,64,1.49,1948.78
2025-03-10,WC-009,SITE-03,4819,62,1.29,1950.32
2025-03-17,WC-009,SITE-03,4530,59,1.31,2606.79
2025-03-24,WC-009,SITE-03,3832,58,1.53,3160.23
2025-03-31,WC-009,SITE-03,4943,81,1.64,3820.51
2025-04-07,WC-009,SITE-03,2373,31,1.32,1838.85
2025-04-14,WC-009,SITE-03,4598,73,1.59,1489.95
2025-04-21,WC-009,SITE-03,2417,37,1.56,1892.46
2025-04-28,WC-009,SITE-03,2208,35,1.6,1315.24
2025-05-05,WC-009,SITE-03,5194,87,1.68,3565.9
2025-05-12,WC-009,SITE-03,5416,69,1.29,3891.04
2025-05-19,WC-009,SITE-03,3697,48,1.31,2538.82
2025-05-26,WC-009,SITE-03,4109,70,1.71,3183.86
2025-06-02,WC-009,SITE-03,3156,52,1.67,1260.67
2025-06-09,WC-009,SITE-03,3419,58,1.7,1469.72
2025-06-16,WC-009,SITE-03,5118,77,1.52,3803.05
2025-06-23,WC-009,SITE-03,4849,82,1.7,1657.53
2025-06-30,WC-009,SITE-03,3811,60,1.6,1253.64
2025-07-07,WC-009,SITE-03,4447,61,1.38,2401.27
2025-07-14,WC-009,SITE-03,3873,56,1.46,2680.88
2025-07-21,WC-009,SITE-03,3127,40,1.29,1612.88
2025-07-28,WC-009,SITE-03,4255,55,1.31,2982.53
2025-08-04,WC-009,SITE-03,3283,50,1.53,2321.73
2025-08-11,WC-009,SITE-03,2442,37,1.52,1026.37
2025-08-18,WC-009,SITE-03,5012,85,1.71,4559.69
2025-08-25,WC-009,SITE-03,3938,51,1.32,2821.08
2025-09-01,WC-009,SITE-03,3468,50,1.45,2173.53
2025-09-08,WC-009,SITE-03,3308,53,1.63,3137.63
2025-09-15,WC-009,SITE-03,4253,65,1.55,2272.45
2025-09-22,WC-009,SITE-03,2759,36,1.31,1105.12
2025-09-29,WC-009,SITE-03,2548,39,1.54,1113.87
2025-10-06,WC-009,SITE-03,4139,69,1.67,2277.06
2025-10-13,WC-009,SITE-03,2169,31,1.47,1444.3
2025-10-20,WC-009,SITE-03,4879,77,1.59,3175.29
2025-10-27,WC-009,SITE-03,3805,50,1.33,1196.95
2025-11-03,WC-009,SITE-03,2427,37,1.53,1112.13
2025-11-10,WC-009,SITE-03,2793,48,1.72,1407.29
2025-11-17,WC-009,SITE-03,3767,54,1.46,3148.92
2025-11-24,WC-009,SITE-03,2845,42,1.51,1870.93
2025-12-01,WC-009,SITE-03,4431,70,1.59,2954.86
2025-12-08,WC-009,SITE-03,3325,43,1.31,2353.19
2025-12-15,WC-009,SITE-03,3363,43,1.29,2022.31
2025-12-22,WC-009,SITE-03,3389,47,1.39,1714.36
2025-12-29,WC-009,SITE-03,3817,62,1.65,3167.96
2026-01-05,WC-009,SITE-03,5166,66,1.28,2192.99
2026-01-12,WC-009,SITE-03,4394,66,1.51,2754.33
2026-01-19,WC-009,SITE-03,3290,54,1.67,2335.35
2026-01-26,WC-009,SITE-03,2550,38,1.52,1144.26
2026-02-02,WC-009,SITE-03,2845,38,1.36,909.28
2026-02-09,WC-009,SITE-03,4179,69,1.66,3685.67
2026-02-16,WC-009,SITE-03,2743,45,1.65,995.84
2026-02-23,WC-009,SITE-03,2215,34,1.54,1289.21
2026-03-02,WC-009,SITE-03,3325,50,1.53,1224.57
2026-03-09,WC-009,SITE-03,4534,63,1.39,3063.08
2026-03-16,WC-009,SITE-03,3637,53,1.48,1080.95
2026-03-23,WC-009,SITE-03,4937,68,1.39,3883.24
2026-03-30,WC-009,SITE-03,3728,57,1.55,1219.71
2026-04-06,WC-009,SITE-03,3135,45,1.45,1366.69
2026-04-13,WC-009,SITE-03,2886,41,1.45,1917.79
2026-04-20,WC-009,SITE-03,2852,37,1.3,836.88
2026-04-27,WC-009,SITE-03,2210,33,1.53,1169.56
2026-05-04,WC-009,SITE-03,3993,52,1.31,1304.32
2026-05-11,WC-009,SITE-03,3174,51,1.62,2093.92
2026-05-18,WC-009,SITE-03,3243,49,1.53,2615.59
2026-05-25,WC-009,SITE-03,2537,42,1.66,868.67
2026-06-01,WC-009,SITE-03,4413,65,1.48,3174.36
2026-06-08,WC-009,SITE-03,2517,39,1.55,1877.03
2026-06-15,WC-009,SITE-03,3644,49,1.36,1011.32
2026-06-22,WC-009,SITE-03,2287,34,1.52,824.62
2026-06-29,WC-009,SITE-03,4307,72,1.69,3409.73
2026-07-06,WC-009,SITE-03,2979,43,1.47,1026.19
2025-01-06,WC-010,SITE-04,4217,77,1.84,3136.7
2025-01-13,WC-010,SITE-04,4542,78,1.73,3994.59
2025-01-20,WC-010,SITE-04,6500,102,1.57,4444.09
2025-01-27,WC-010,SITE-04,4260,61,1.44,2657.67
2025-02-03,WC-010,SITE-04,6933,128,1.85,6430.49
2025-02-10,WC-010,SITE-04,4579,66,1.46,1426.09
2025-02-17,WC-010,SITE-04,6226,115,1.86,4775.68
2025-02-24,WC-010,SITE-04,5217,95,1.83,4464.6
2025-03-03,WC-010,SITE-04,5122,74,1.46,3217.25
2025-03-10,WC-010,SITE-04,4751,71,1.51,3726.72
2025-03-17,WC-010,SITE-04,4641,77,1.68,3062.8
2025-03-24,WC-010,SITE-04,6463,93,1.44,3942.73
2025-03-31,WC-010,SITE-04,4620,77,1.68,2049.79
2025-04-07,WC-010,SITE-04,6521,96,1.48,2271.75
2025-04-14,WC-010,SITE-04,3854,61,1.59,3612.29
2025-04-21,WC-010,SITE-04,6242,89,1.43,4422.07
2025-04-28,WC-010,SITE-04,5711,90,1.58,4871.35
2025-05-05,WC-010,SITE-04,4439,83,1.87,2427.5
2025-05-12,WC-010,SITE-04,5536,102,1.85,2800.0
2025-05-19,WC-010,SITE-04,5493,80,1.46,2683.71
2025-05-26,WC-010,SITE-04,4219,70,1.67,2805.05
2025-06-02,WC-010,SITE-04,6811,103,1.52,4045.0
2025-06-09,WC-010,SITE-04,6501,117,1.8,5645.48
2025-06-16,WC-010,SITE-04,4512,78,1.73,3963.98
2025-06-23,WC-010,SITE-04,4978,79,1.6,2840.41
2025-06-30,WC-010,SITE-04,5304,97,1.83,2970.48
2025-07-07,WC-010,SITE-04,3644,65,1.79,1514.54
2025-07-14,WC-010,SITE-04,3889,60,1.55,3069.99
2025-07-21,WC-010,SITE-04,5519,87,1.58,2266.16
2025-07-28,WC-010,SITE-04,6370,89,1.4,2895.48
2025-08-04,WC-010,SITE-04,3728,64,1.73,2569.47
2025-08-11,WC-010,SITE-04,4330,68,1.58,2032.02
2025-08-18,WC-010,SITE-04,4915,83,1.69,2251.15
2025-08-25,WC-010,SITE-04,3683,61,1.68,3154.64
2025-09-01,WC-010,SITE-04,4618,68,1.48,1507.03
2025-09-08,WC-010,SITE-04,3063,44,1.46,2191.45
2025-09-15,WC-010,SITE-04,6369,89,1.4,3810.02
2025-09-22,WC-010,SITE-04,3192,59,1.86,1898.43
2025-09-29,WC-010,SITE-04,4022,56,1.4,2055.5
2025-10-06,WC-010,SITE-04,6128,94,1.55,5095.93
2025-10-13,WC-010,SITE-04,3771,61,1.64,2597.98
2025-10-20,WC-010,SITE-04,5387,77,1.43,2838.74
2025-10-27,WC-010,SITE-04,3713,56,1.51,2221.81
2025-11-03,WC-010,SITE-04,3321,59,1.78,2897.33
2025-11-10,WC-010,SITE-04,3485,55,1.58,3169.65
2025-11-17,WC-010,SITE-04,5843,104,1.79,4945.26
2025-11-24,WC-010,SITE-04,3290,47,1.45,1833.7
2025-12-01,WC-010,SITE-04,5653,84,1.49,3948.9
2025-12-08,WC-010,SITE-04,7101,115,1.62,6856.83
2025-12-15,WC-010,SITE-04,5543,94,1.7,4020.92
2025-12-22,WC-010,SITE-04,5930,87,1.47,4335.27
2025-12-29,WC-010,SITE-04,5826,109,1.88,5734.2
2026-01-05,WC-010,SITE-04,4416,64,1.45,1382.25
2026-01-12,WC-010,SITE-04,4887,75,1.55,3200.7
2026-01-19,WC-010,SITE-04,5213,76,1.46,4302.33
2026-01-26,WC-010,SITE-04,6275,103,1.65,2236.01
2026-02-02,WC-010,SITE-04,4190,61,1.47,2802.05
2026-02-09,WC-010,SITE-04,4419,72,1.64,3155.58
2026-02-16,WC-010,SITE-04,5819,101,1.74,3363.09
2026-02-23,WC-010,SITE-04,7628,138,1.81,3584.37
2026-03-02,WC-010,SITE-04,6858,111,1.63,2371.54
2026-03-09,WC-010,SITE-04,4412,63,1.43,3150.25
2026-03-16,WC-010,SITE-04,3143,58,1.85,2384.55
2026-03-23,WC-010,SITE-04,6953,102,1.47,3893.62
2026-03-30,WC-010,SITE-04,6134,91,1.49,2362.83
2026-04-06,WC-010,SITE-04,3868,69,1.79,1261.31
2026-04-13,WC-010,SITE-04,6726,96,1.43,3603.56
2026-04-20,WC-010,SITE-04,4813,83,1.74,1727.91
2026-04-27,WC-010,SITE-04,4183,72,1.73,4237.49
2026-05-04,WC-010,SITE-04,6102,103,1.69,3688.08
2026-05-11,WC-010,SITE-04,7350,124,1.69,4270.48
2026-05-18,WC-010,SITE-04,5460,85,1.56,1833.96
2026-05-25,WC-010,SITE-04,4162,63,1.52,3691.53
2026-06-01,WC-010,SITE-04,3565,58,1.64,2784.82
2026-06-08,WC-010,SITE-04,7490,127,1.7,7538.63
2026-06-15,WC-010,SITE-04,6389,91,1.43,4917.66
2026-06-22,WC-010,SITE-04,3997,55,1.4,2688.5
2026-06-29,WC-010,SITE-04,5613,88,1.57,4509.44
2026-07-06,WC-010,SITE-04,3422,59,1.75,1110.1
2025-01-06,WC-011,SITE-04,4325,59,1.38,3237.3
2025-01-13,WC-011,SITE-04,5072,84,1.66,3286.08
2025-01-20,WC-011,SITE-04,3392,53,1.57,2953.62
2025-01-27,WC-011,SITE-04,3786,49,1.32,907.38
2025-02-03,WC-011,SITE-04,2735,36,1.35,1598.49
2025-02-10,WC-011,SITE-04,5174,85,1.65,4457.33
2025-02-17,WC-011,SITE-04,3145,45,1.44,877.96
2025-02-24,WC-011,SITE-04,3339,55,1.65,2917.12
2025-03-03,WC-011,SITE-04,5354,71,1.33,4066.06
2025-03-10,WC-011,SITE-04,4085,53,1.32,1116.41
2025-03-17,WC-011,SITE-04,5046,74,1.47,2202.77
2025-03-24,WC-011,SITE-04,3483,57,1.66,1234.06
2025-03-31,WC-011,SITE-04,3601,58,1.62,1713.7
2025-04-07,WC-011,SITE-04,4414,66,1.5,3025.34
2025-04-14,WC-011,SITE-04,3837,61,1.61,2529.44
2025-04-21,WC-011,SITE-04,2625,38,1.45,1470.11
2025-04-28,WC-011,SITE-04,2249,31,1.38,764.05
2025-05-05,WC-011,SITE-04,3972,55,1.4,1112.33
2025-05-12,WC-011,SITE-04,2980,47,1.61,1122.33
2025-05-19,WC-011,SITE-04,2300,38,1.66,984.38
2025-05-26,WC-011,SITE-04,4347,71,1.64,1406.1
2025-06-02,WC-011,SITE-04,5077,83,1.65,4628.69
2025-06-09,WC-011,SITE-04,4671,76,1.64,1656.22
2025-06-16,WC-011,SITE-04,2998,49,1.65,2183.19
2025-06-23,WC-011,SITE-04,3753,61,1.65,2638.15
2025-06-30,WC-011,SITE-04,4744,68,1.45,1817.93
2025-07-07,WC-011,SITE-04,4129,61,1.48,2575.68
2025-07-14,WC-011,SITE-04,4109,59,1.45,1560.97
2025-07-21,WC-011,SITE-04,4163,52,1.26,2020.03
2025-07-28,WC-011,SITE-04,3190,53,1.68,1704.37
2025-08-04,WC-011,SITE-04,2862,44,1.54,1896.86
2025-08-11,WC-011,SITE-04,4601,59,1.3,3108.65
2025-08-18,WC-011,SITE-04,5110,83,1.64,2179.17
2025-08-25,WC-011,SITE-04,4617,70,1.52,1773.04
2025-09-01,WC-011,SITE-04,5068,75,1.48,1903.58
2025-09-08,WC-011,SITE-04,2671,44,1.67,1356.69
2025-09-15,WC-011,SITE-04,3061,41,1.37,1471.75
2025-09-22,WC-011,SITE-04,4603,64,1.41,3284.01
2025-09-29,WC-011,SITE-04,3823,58,1.53,2484.02
2025-10-06,WC-011,SITE-04,3081,45,1.48,1877.61
2025-10-13,WC-011,SITE-04,3989,62,1.56,3589.48
2025-10-20,WC-011,SITE-04,3483,51,1.48,1017.37
2025-10-27,WC-011,SITE-04,2899,42,1.48,2158.66
2025-11-03,WC-011,SITE-04,2728,44,1.62,1217.83
2025-11-10,WC-011,SITE-04,3426,56,1.66,2425.05
2025-11-17,WC-011,SITE-04,3234,49,1.53,1024.74
2025-11-24,WC-011,SITE-04,4330,57,1.33,3109.39
2025-12-01,WC-011,SITE-04,2561,32,1.28,1755.21
2025-12-08,WC-011,SITE-04,2872,46,1.62,2508.35
2025-12-15,WC-011,SITE-04,3465,56,1.62,2991.8
2025-12-22,WC-011,SITE-04,3036,46,1.53,2722.16
2025-12-29,WC-011,SITE-04,2700,44,1.63,2081.0
2026-01-05,WC-011,SITE-04,2464,40,1.66,2070.81
2026-01-12,WC-011,SITE-04,3325,50,1.53,2777.2
2026-01-19,WC-011,SITE-04,2385,33,1.42,1486.75
2026-01-26,WC-011,SITE-04,3376,55,1.63,1173.92
2026-02-02,WC-011,SITE-04,2656,42,1.59,881.26
2026-02-09,WC-011,SITE-04,3613,56,1.57,1259.3
2026-02-16,WC-011,SITE-04,5232,83,1.6,4979.33
2026-02-23,WC-011,SITE-04,3694,62,1.69,3167.53
2026-03-02,WC-011,SITE-04,2848,39,1.37,1774.18
2026-03-09,WC-011,SITE-04,3155,41,1.3,1268.58
2026-03-16,WC-011,SITE-04,4287,60,1.42,2609.89
2026-03-23,WC-011,SITE-04,4812,80,1.67,3560.99
2026-03-30,WC-011,SITE-04,3322,46,1.4,1194.66
2026-04-06,WC-011,SITE-04,4852,61,1.27,2964.37
2026-04-13,WC-011,SITE-04,3142,48,1.53,1634.6
2026-04-20,WC-011,SITE-04,2307,34,1.5,1894.63
2026-04-27,WC-011,SITE-04,4148,58,1.42,1478.0
2026-05-04,WC-011,SITE-04,4052,59,1.48,2880.75
2026-05-11,WC-011,SITE-04,5363,76,1.42,1786.98
2026-05-18,WC-011,SITE-04,2836,38,1.35,858.19
2026-05-25,WC-011,SITE-04,3116,44,1.44,1020.49
2026-06-01,WC-011,SITE-04,2864,38,1.35,1809.78
2026-06-08,WC-011,SITE-04,3825,53,1.4,3124.4
2026-06-15,WC-011,SITE-04,2545,37,1.49,1799.33
2026-06-22,WC-011,SITE-04,2664,34,1.28,714.21
2026-06-29,WC-011,SITE-04,2413,38,1.61,992.7
2026-07-06,WC-011,SITE-04,3542,56,1.6,3110.82
2025-01-06,WC-012,SITE-04,5394,125,2.33,3657.65
