week_ending,line_id,availability,performance,quality,oee
2025-07-27,L1,0.885,0.852,0.961,0.725
2025-07-27,L2,0.887,0.949,0.972,0.818
2025-07-27,L3,0.889,0.858,0.975,0.744
2025-07-27,L4,0.952,0.877,0.977,0.816
2025-08-03,L1,0.921,0.959,0.965,0.852
2025-08-03,L2,0.913,0.908,0.962,0.798
2025-08-03,L3,0.936,0.874,0.969,0.793
2025-08-03,L4,0.883,0.914,0.969,0.782
2025-08-10,L1,0.961,0.923,0.961,0.852
2025-08-10,L2,0.89,0.886,0.968,0.763
2025-08-10,L3,0.916,0.943,0.984,0.85
2025-08-10,L4,0.888,0.874,0.961,0.746
2025-08-17,L1,0.884,0.927,0.962,0.788
2025-08-17,L2,0.94,0.901,0.974,0.825
2025-08-17,L3,0.888,0.955,0.969,0.822
2025-08-17,L4,0.966,0.938,0.985,0.893
2025-08-24,L1,0.881,0.954,0.978,0.822
2025-08-24,L2,0.943,0.96,0.984,0.891
2025-08-24,L3,0.899,0.873,0.981,0.77
2025-08-24,L4,0.923,0.92,0.961,0.816
2025-08-31,L1,0.956,0.946,0.962,0.87
2025-08-31,L2,0.959,0.882,0.964,0.815
2025-08-31,L3,0.894,0.941,0.984,0.828
2025-08-31,L4,0.935,0.867,0.982,0.796
2025-09-07,L1,0.965,0.924,0.967,0.862
2025-09-07,L2,0.968,0.896,0.965,0.837
2025-09-07,L3,0.914,0.88,0.977,0.786
2025-09-07,L4,0.918,0.894,0.964,0.791
2025-09-14,L1,0.939,0.944,0.984,0.872
2025-09-14,L2,0.904,0.888,0.978,0.785
2025-09-14,L3,0.955,0.941,0.962,0.865
2025-09-14,L4,0.955,0.928,0.961,0.852
2025-09-21,L1,0.951,0.955,0.968,0.879
2025-09-21,L2,0.887,0.885,0.966,0.758
2025-09-21,L3,0.886,0.862,0.984,0.752
2025-09-21,L4,0.935,0.95,0.984,0.874
2025-09-28,L1,0.953,0.895,0.981,0.837
2025-09-28,L2,0.894,0.895,0.98,0.784
2025-09-28,L3,0.952,0.927,0.967,0.853
2025-09-28,L4,0.963,0.933,0.985,0.885
2025-10-05,L1,0.935,0.896,0.981,0.822
2025-10-05,L2,0.903,0.905,0.982,0.803
2025-10-05,L3,0.914,0.885,0.969,0.784
2025-10-05,L4,0.955,0.869,0.968,0.803
2025-10-12,L1,0.958,0.933,0.97,0.867
2025-10-12,L2,0.959,0.923,0.977,0.865
2025-10-12,L3,0.917,0.862,0.978,0.773
2025-10-12,L4,0.924,0.944,0.982,0.857
2025-10-19,L1,0.946,0.868,0.979,0.804
2025-10-19,L2,0.89,0.863,0.974,0.748
2025-10-19,L3,0.954,0.861,0.961,0.789
2025-10-19,L4,0.967,0.852,0.962,0.793
2025-10-26,L1,0.925,0.936,0.968,0.838
2025-10-26,L2,0.962,0.855,0.964,0.793
2025-10-26,L3,0.924,0.91,0.981,0.825
2025-10-26,L4,0.909,0.855,0.967,0.752
2025-11-02,L1,0.906,0.949,0.983,0.845
2025-11-02,L2,0.905,0.865,0.984,0.77
2025-11-02,L3,0.903,0.866,0.97,0.759
2025-11-02,L4,0.951,0.852,0.973,0.788
2025-11-09,L1,0.943,0.943,0.962,0.855
2025-11-09,L2,0.954,0.875,0.977,0.816
2025-11-09,L3,0.939,0.958,0.982,0.883
2025-11-09,L4,0.917,0.878,0.975,0.785
2025-11-16,L1,0.969,0.855,0.964,0.799
2025-11-16,L2,0.886,0.93,0.977,0.805
2025-11-16,L3,0.89,0.866,0.983,0.758
2025-11-16,L4,0.881,0.957,0.976,0.823
2025-11-23,L1,0.887,0.922,0.961,0.786
2025-11-23,L2,0.928,0.949,0.965,0.85
2025-11-23,L3,0.912,0.902,0.977,0.804
2025-11-23,L4,0.9,0.932,0.98,0.822
2025-11-30,L1,0.915,0.931,0.977,0.832
2025-11-30,L2,0.908,0.863,0.971,0.761
2025-11-30,L3,0.888,0.854,0.98,0.743
2025-11-30,L4,0.919,0.859,0.981,0.774
2025-12-07,L1,0.921,0.933,0.963,0.827
2025-12-07,L2,0.947,0.947,0.96,0.861
2025-12-07,L3,0.92,0.902,0.966,0.802
2025-12-07,L4,0.926,0.957,0.969,0.859
2025-12-14,L1,0.919,0.908,0.971,0.81
2025-12-14,L2,0.923,0.938,0.971,0.841
2025-12-14,L3,0.924,0.926,0.975,0.834
2025-12-14,L4,0.894,0.941,0.974,0.819
2025-12-21,L1,0.901,0.914,0.963,0.793
2025-12-21,L2,0.898,0.955,0.975,0.836
2025-12-21,L3,0.894,0.89,0.971,0.773
2025-12-21,L4,0.896,0.89,0.972,0.775
2025-12-28,L1,0.9,0.897,0.981,0.792
2025-12-28,L2,0.962,0.881,0.977,0.828
2025-12-28,L3,0.961,0.925,0.963,0.856
2025-12-28,L4,0.942,0.855,0.975,0.785
2026-01-04,L1,0.953,0.939,0.977,0.874
2026-01-04,L2,0.937,0.935,0.975,0.854
2026-01-04,L3,0.956,0.959,0.973,0.892
2026-01-04,L4,0.888,0.924,0.964,0.791
2026-01-11,L1,0.948,0.938,0.962,0.855
2026-01-11,L2,0.899,0.861,0.96,0.743
2026-01-11,L3,0.93,0.854,0.969,0.77
2026-01-11,L4,0.954,0.854,0.962,0.784
2026-01-18,L1,0.916,0.921,0.978,0.825
2026-01-18,L2,0.946,0.894,0.966,0.817
2026-01-18,L3,0.886,0.949,0.983,0.827
2026-01-18,L4,0.936,0.947,0.976,0.865
2026-01-25,L1,0.909,0.893,0.982,0.797
2026-01-25,L2,0.948,0.898,0.97,0.826
2026-01-25,L3,0.968,0.895,0.98,0.849
2026-01-25,L4,0.911,0.945,0.983,0.846
2026-02-01,L1,0.947,0.892,0.985,0.832
2026-02-01,L2,0.892,0.89,0.985,0.782
2026-02-01,L3,0.914,0.904,0.983,0.812
2026-02-01,L4,0.953,0.918,0.964,0.843
2026-02-08,L1,0.959,0.89,0.98,0.836
2026-02-08,L2,0.969,0.951,0.97,0.894
2026-02-08,L3,0.904,0.917,0.974,0.807
2026-02-08,L4,0.964,0.94,0.981,0.889
2026-02-15,L1,0.962,0.945,0.972,0.884
2026-02-15,L2,0.889,0.942,0.983,0.823
2026-02-15,L3,0.937,0.882,0.963,0.796
2026-02-15,L4,0.885,0.856,0.96,0.727
2026-02-22,L1,0.915,0.909,0.973,0.809
2026-02-22,L2,0.969,0.956,0.966,0.895
2026-02-22,L3,0.944,0.939,0.974,0.863
2026-02-22,L4,0.966,0.933,0.967,0.872
2026-03-01,L1,0.886,0.927,0.968,0.795
2026-03-01,L2,0.939,0.896,0.975,0.82
2026-03-01,L3,0.935,0.944,0.976,0.861
2026-03-01,L4,0.96,0.892,0.974,0.834
2026-03-08,L1,0.956,0.877,0.969,0.812
2026-03-08,L2,0.952,0.881,0.973,0.816
2026-03-08,L3,0.935,0.856,0.981,0.785
2026-03-08,L4,0.908,0.911,0.966,0.799
2026-03-15,L1,0.904,0.852,0.972,0.749
2026-03-15,L2,0.928,0.853,0.972,0.769
2026-03-15,L3,0.918,0.891,0.985,0.806
2026-03-15,L4,0.88,0.954,0.961,0.807
2026-03-22,L1,0.963,0.937,0.982,0.886
2026-03-22,L2,0.891,0.919,0.97,0.794
2026-03-22,L3,0.909,0.904,0.967,0.795
2026-03-22,L4,0.899,0.91,0.979,0.801
2026-03-29,L1,0.929,0.87,0.968,0.782
2026-03-29,L2,0.914,0.906,0.969,0.802
2026-03-29,L3,0.951,0.899,0.969,0.828
2026-03-29,L4,0.9,0.851,0.977,0.748
2026-04-05,L1,0.967,0.89,0.968,0.833
2026-04-05,L2,0.913,0.856,0.967,0.756
2026-04-05,L3,0.894,0.901,0.962,0.775
2026-04-05,L4,0.919,0.906,0.977,0.813
2026-04-12,L1,0.968,0.888,0.978,0.841
2026-04-12,L2,0.891,0.958,0.965,0.824
2026-04-12,L3,0.942,0.946,0.976,0.87
2026-04-12,L4,0.888,0.853,0.979,0.742
2026-04-19,L1,0.954,0.861,0.961,0.789
2026-04-19,L2,0.944,0.941,0.964,0.856
2026-04-19,L3,0.937,0.855,0.967,0.775
2026-04-19,L4,0.968,0.857,0.971,0.806
2026-04-26,L1,0.934,0.942,0.965,0.849
2026-04-26,L2,0.949,0.902,0.962,0.823
2026-04-26,L3,0.893,0.935,0.974,0.813
2026-04-26,L4,0.96,0.914,0.971,0.852
2026-05-03,L1,0.926,0.942,0.965,0.842
2026-05-03,L2,0.931,0.867,0.961,0.776
2026-05-03,L3,0.957,0.916,0.969,0.849
2026-05-03,L4,0.885,0.895,0.97,0.768
2026-05-10,L1,0.884,0.859,0.968,0.735
2026-05-10,L2,0.953,0.864,0.959,0.79
2026-05-10,L3,0.935,0.883,0.962,0.794
2026-05-10,L4,0.938,0.909,0.98,0.836
2026-05-17,L1,0.931,0.948,0.97,0.856
2026-05-17,L2,0.906,0.871,0.958,0.756
2026-05-17,L3,0.967,0.888,0.977,0.839
2026-05-17,L4,0.888,0.884,0.978,0.768
2026-05-24,L1,0.908,0.957,0.984,0.855
2026-05-24,L2,0.905,0.955,0.956,0.826
2026-05-24,L3,0.891,0.853,0.974,0.74
2026-05-24,L4,0.909,0.862,0.967,0.758
2026-05-31,L1,0.943,0.937,0.983,0.869
2026-05-31,L2,0.89,0.899,0.954,0.763
2026-05-31,L3,0.923,0.895,0.966,0.798
2026-05-31,L4,0.968,0.934,0.963,0.871
2026-06-07,L1,0.881,0.867,0.981,0.749
2026-06-07,L2,0.902,0.874,0.953,0.751
2026-06-07,L3,0.937,0.876,0.977,0.802
2026-06-07,L4,0.915,0.935,0.968,0.828
2026-06-14,L1,0.935,0.929,0.964,0.837
2026-06-14,L2,0.881,0.851,0.951,0.713
2026-06-14,L3,0.902,0.942,0.983,0.835
2026-06-14,L4,0.964,0.897,0.968,0.837
2026-06-21,L1,0.884,0.905,0.964,0.771
2026-06-21,L2,0.884,0.868,0.95,0.729
2026-06-21,L3,0.946,0.917,0.984,0.854
2026-06-21,L4,0.898,0.905,0.969,0.787
2026-06-28,L1,0.967,0.903,0.973,0.85
2026-06-28,L2,0.956,0.935,0.947,0.846
2026-06-28,L3,0.893,0.871,0.981,0.763
2026-06-28,L4,0.931,0.853,0.975,0.774
