month,part_id,category,qty_on_hand,qty_on_order,unit_cost,total_value
2023-11-01,PT0040,Packaging,4997,14,266.69,1332649.93
2023-12-01,PT0001,MRO,4914,229,361.54,1776607.56
2023-12-01,PT0002,MRO,314,934,371.92,116782.88
2023-12-01,PT0003,Finished Goods,4788,1894,60.39,289147.32
2023-12-01,PT0004,WIP,3830,969,190.62,730074.6
2023-12-01,PT0005,Finished Goods,2348,821,389.66,914921.68
2023-12-01,PT0006,Raw Material,1356,1355,429.7,582673.2
2023-12-01,PT0007,WIP,4270,1284,327.53,1398553.1
2023-12-01,PT0008,Finished Goods,4998,1380,480.95,2403788.1
2023-12-01,PT0009,MRO,4456,1801,169.34,754579.04
2023-12-01,PT0010,Packaging,4138,1606,403.76,1670758.88
2023-12-01,PT0011,WIP,78,526,7.4,577.2
2023-12-01,PT0012,Packaging,708,1822,474.91,336236.28
2023-12-01,PT0013,Raw Material,3191,1603,402.21,1283452.11
2023-12-01,PT0014,Finished Goods,4046,771,112.26,454203.96
2023-12-01,PT0015,Finished Goods,2437,1608,45.15,110030.55
2023-12-01,PT0016,WIP,3892,235,351.15,1366675.8
2023-12-01,PT0017,Packaging,2470,690,453.93,1121207.1
2023-12-01,PT0018,WIP,2479,744,33.59,83269.61
2023-12-01,PT0019,Packaging,175,1960,180.16,31528.0
2023-12-01,PT0020,Packaging,457,297,466.15,213030.55
2023-12-01,PT0021,Packaging,3544,1472,435.66,1543979.04
2023-12-01,PT0022,Packaging,3904,400,171.42,669223.68
2023-12-01,PT0023,Finished Goods,2133,276,207.43,442448.19
2023-12-01,PT0024,MRO,4911,520,334.43,1642385.73
2023-12-01,PT0025,WIP,810,77,201.69,163368.9
2023-12-01,PT0026,Packaging,4315,1925,14.47,62438.05
2023-12-01,PT0027,WIP,514,1320,128.47,66033.58
2023-12-01,PT0028,Packaging,3577,1361,58.68,209898.36
2023-12-01,PT0029,Finished Goods,1285,1712,215.74,277225.9
2023-12-01,PT0030,WIP,3651,605,204.35,746081.85
2023-12-01,PT0031,Raw Material,3555,26,239.88,852773.4
2023-12-01,PT0032,WIP,1440,687,86.19,124113.6
2023-12-01,PT0033,Finished Goods,1706,1353,440.64,751731.84
2023-12-01,PT0034,Raw Material,814,921,93.31,75954.34
2023-12-01,PT0035,MRO,1579,1118,92.47,146010.13
2023-12-01,PT0036,Raw Material,2887,612,440.36,1271319.32
2023-12-01,PT0037,Raw Material,2228,1390,239.79,534252.12
2023-12-01,PT0038,Raw Material,2076,919,48.92,101557.92
2023-12-01,PT0039,Packaging,4550,549,19.95,90772.5
2023-12-01,PT0040,Packaging,980,912,81.98,80340.4
2024-01-01,PT0001,WIP,1780,1546,298.55,531419.0
2024-01-01,PT0002,Packaging,896,53,360.95,323411.2
2024-01-01,PT0003,Packaging,4842,866,81.45,394380.9
2024-01-01,PT0004,Finished Goods,943,279,211.94,199859.42
2024-01-01,PT0005,Raw Material,3185,583,379.55,1208866.75
2024-01-01,PT0006,MRO,3398,1713,136.53,463928.94
2024-01-01,PT0007,MRO,3847,1136,183.93,707578.71
2024-01-01,PT0008,Finished Goods,2760,1841,187.01,516147.6
2024-01-01,PT0009,Raw Material,2941,118,270.33,795040.53
2024-01-01,PT0010,Raw Material,2554,507,315.53,805863.62
2024-01-01,PT0011,Packaging,1321,729,282.52,373208.92
2024-01-01,PT0012,MRO,4802,1185,428.44,2057368.88
2024-01-01,PT0013,WIP,1031,16,250.81,258585.11
2024-01-01,PT0014,WIP,2793,1566,253.87,709058.91
2024-01-01,PT0015,Raw Material,4381,1384,123.55,541272.55
2024-01-01,PT0016,WIP,2782,288,158.03,439639.46
2024-01-01,PT0017,Raw Material,4486,1559,121.25,543927.5
2024-01-01,PT0018,MRO,4673,241,165.27,772306.71
2024-01-01,PT0019,Packaging,1050,1763,370.43,388951.5
2024-01-01,PT0020,Packaging,4384,72,384.47,1685516.48
2024-01-01,PT0021,Finished Goods,1730,1657,92.09,159315.7
2024-01-01,PT0022,Packaging,399,1741,374.69,149501.31
2024-01-01,PT0023,Finished Goods,3597,1001,96.47,347002.59
2024-01-01,PT0024,WIP,4484,460,431.71,1935787.64
2024-01-01,PT0025,Raw Material,4369,592,112.03,489459.07
2024-01-01,PT0026,Raw Material,3578,1305,52.97,189526.66
2024-01-01,PT0027,MRO,3341,1213,226.34,756201.94
2024-01-01,PT0028,WIP,583,1191,338.35,197258.05
2024-01-01,PT0029,Raw Material,2740,26,356.87,977823.8
2024-01-01,PT0030,MRO,4790,938,427.66,2048491.4
2024-01-01,PT0031,Raw Material,4023,600,292.91,1178376.93
2024-01-01,PT0032,Finished Goods,2322,50,170.58,396086.76
2024-01-01,PT0033,MRO,1003,1821,287.7,288563.1
2024-01-01,PT0034,Finished Goods,3774,1635,121.79,459635.46
2024-01-01,PT0035,MRO,4574,1317,229.67,1050510.58
2024-01-01,PT0036,Finished Goods,2650,1525,121.04,320756.0
2024-01-01,PT0037,Finished Goods,3528,1245,201.85,712126.8
2024-01-01,PT0038,Finished Goods,3833,1279,291.74,1118239.42
2024-01-01,PT0039,WIP,1525,1509,274.24,418216.0
2024-01-01,PT0040,MRO,3948,447,111.83,441504.84
2024-02-01,PT0001,WIP,1920,1001,467.29,897196.8
2024-02-01,PT0002,Raw Material,695,1169,94.49,65670.55
2024-02-01,PT0003,Raw Material,3371,1566,160.02,539427.42
2024-02-01,PT0004,Finished Goods,944,1892,332.16,313559.04
2024-02-01,PT0005,Finished Goods,1963,631,32.85,64484.55
2024-02-01,PT0006,WIP,3722,813,12.66,47120.52
2024-02-01,PT0007,Packaging,1939,307,317.03,614721.17
2024-02-01,PT0008,Packaging,3686,787,378.93,1396735.98
2024-02-01,PT0009,Packaging,3584,68,43.92,157409.28
2024-02-01,PT0010,Finished Goods,760,1194,393.49,299052.4
2024-02-01,PT0011,Raw Material,110,327,229.66,25262.6
2024-02-01,PT0012,Finished Goods,1997,876,92.29,184303.13
2024-02-01,PT0013,WIP,1811,947,215.49,390252.39
2024-02-01,PT0014,WIP,601,446,260.21,156386.21
2024-02-01,PT0015,Raw Material,2202,394,256.07,563866.14
2024-02-01,PT0016,Finished Goods,2871,1760,38.72,111165.12
2024-02-01,PT0017,MRO,3633,1535,347.85,1263739.05
2024-02-01,PT0018,Packaging,1068,133,71.44,76297.92
2024-02-01,PT0019,Raw Material,2400,944,359.77,863448.0
2024-02-01,PT0020,MRO,1447,51,448.91,649572.77
2024-02-01,PT0021,MRO,3828,1103,101.4,388159.2
2024-02-01,PT0022,MRO,1925,1501,429.91,827576.75
2024-02-01,PT0023,Finished Goods,2348,1689,153.06,359384.88
2024-02-01,PT0024,Finished Goods,3470,1783,452.06,1568648.2
2024-02-01,PT0025,Finished Goods,1639,131,220.62,361596.18
2024-02-01,PT0026,Raw Material,4243,1093,378.1,1604278.3
2024-02-01,PT0027,Finished Goods,3363,824,288.36,969754.68
2024-02-01,PT0028,WIP,204,28,230.92,47107.68
2024-02-01,PT0029,Packaging,4331,1818,421.4,1825083.4
2024-02-01,PT0030,Packaging,4545,398,132.07,600258.15
2024-02-01,PT0031,Raw Material,4531,1367,62.61,283685.91
2024-02-01,PT0032,Finished Goods,902,828,231.17,208515.34
2024-02-01,PT0033,Finished Goods,130,1063,437.7,56901.0
2024-02-01,PT0034,Packaging,2217,1837,469.55,1040992.35
2024-02-01,PT0035,Raw Material,359,1538,247.73,88935.07
2024-02-01,PT0036,WIP,3344,1651,138.23,462241.12
2024-02-01,PT0037,WIP,1446,885,270.65,391359.9
2024-02-01,PT0038,Raw Material,2198,1418,227.97,501078.06
2024-02-01,PT0039,MRO,4515,936,18.9,85333.5
2024-02-01,PT0040,WIP,3604,1709,371.18,1337732.72
2024-03-01,PT0001,WIP,4670,399,40.23,187874.1
2024-03-01,PT0002,Raw Material,1606,924,251.6,404069.6
2024-03-01,PT0003,WIP,4878,1511,370.7,1808274.6
2024-03-01,PT0004,WIP,106,625,253.45,26865.7
2024-03-01,PT0005,Finished Goods,1927,6,5.76,11099.52
2024-03-01,PT0006,Packaging,1932,567,382.28,738564.96
2024-03-01,PT0007,Packaging,712,822,56.51,40235.12
2024-03-01,PT0008,Finished Goods,2139,1189,238.97,511156.83
2024-03-01,PT0009,WIP,1668,1148,352.48,587936.64
2024-03-01,PT0010,MRO,834,416,270.28,225413.52
2024-03-01,PT0011,WIP,3941,1329,449.22,1770376.02
2024-03-01,PT0012,WIP,1371,1301,430.98,590873.58
2024-03-01,PT0013,MRO,4624,211,393.24,1818341.76
2024-03-01,PT0014,Packaging,2879,1839,38.78,111647.62
2024-03-01,PT0015,WIP,1568,747,320.55,502622.4
2024-03-01,PT0016,Packaging,329,1909,260.6,85737.4
2024-03-01,PT0017,WIP,3306,996,45.14,149232.84
2024-03-01,PT0018,Raw Material,2003,500,199.4,399398.2
2024-03-01,PT0019,Packaging,3929,1554,152.51,599211.79
2024-03-01,PT0020,Packaging,159,316,222.07,35309.13
2024-03-01,PT0021,Packaging,4947,29,240.43,1189407.21
2024-03-01,PT0022,MRO,2105,1086,79.63,167621.15
2024-03-01,PT0023,Packaging,2823,1423,36.74,103717.02
2024-03-01,PT0024,Raw Material,771,854,122.25,94254.75
2024-03-01,PT0025,MRO,1472,1087,261.62,385104.64
2024-03-01,PT0026,Packaging,3689,1248,325.39,1200363.71
2024-03-01,PT0027,WIP,4474,673,292.84,1310166.16
2024-03-01,PT0028,Packaging,524,1591,110.24,57765.76
2024-03-01,PT0029,Packaging,1555,1612,433.26,673719.3
2024-03-01,PT0030,MRO,4284,197,314.31,1346504.04
2024-03-01,PT0031,Finished Goods,2903,511,207.9,603533.7
2024-03-01,PT0032,Packaging,3504,1208,155.31,544206.24
2024-03-01,PT0033,Packaging,2040,1938,354.3,722772.0
2024-03-01,PT0034,WIP,1421,1295,23.12,32853.52
2024-03-01,PT0035,Finished Goods,3444,203,395.36,1361619.84
2024-03-01,PT0036,Raw Material,1354,473,166.87,225941.98
2024-03-01,PT0037,Raw Material,3235,1020,396.99,1284262.65
2024-03-01,PT0038,Packaging,4768,572,16.67,79482.56
2024-03-01,PT0039,MRO,743,567,239.51,177955.93
2024-03-01,PT0040,Raw Material,4648,1817,412.03,1915115.44
2024-04-01,PT0001,Raw Material,3634,215,125.69,456757.46
2024-04-01,PT0002,WIP,4652,412,20.42,94993.84
2024-04-01,PT0003,MRO,4543,914,64.34,292296.62
2024-04-01,PT0004,Finished Goods,3348,380,245.58,822201.84
2024-04-01,PT0005,WIP,4510,1324,396.35,1787538.5
2024-04-01,PT0006,Packaging,625,982,207.91,129943.75
2024-04-01,PT0007,WIP,1114,1633,389.94,434393.16
2024-04-01,PT0008,MRO,3386,51,224.06,758667.16
2024-04-01,PT0009,MRO,1592,1251,472.57,752331.44
2024-04-01,PT0010,Finished Goods,2017,834,311.6,628497.2
2024-04-01,PT0011,Packaging,4818,100,277.05,1334826.9
2024-04-01,PT0012,MRO,3937,597,176.07,693187.59
2024-04-01,PT0013,Raw Material,4913,1123,339.3,1666980.9
2024-04-01,PT0014,Finished Goods,3451,828,313.43,1081646.93
2024-04-01,PT0015,WIP,3946,1518,328.41,1295905.86
2024-04-01,PT0016,Finished Goods,751,1855,203.45,152790.95
2024-04-01,PT0017,Packaging,1863,701,133.91,249474.33
2024-04-01,PT0018,MRO,4112,1821,221.02,908834.24
2024-04-01,PT0019,Packaging,1181,1409,177.26,209344.06
2024-04-01,PT0020,Packaging,2828,1034,135.95,384466.6
2024-04-01,PT0021,WIP,4438,1992,202.25,897585.5
2024-04-01,PT0022,Packaging,1621,900,442.54,717357.34
2024-04-01,PT0023,Finished Goods,4683,1851,153.07,716826.81
2024-04-01,PT0024,WIP,3141,76,94.23,295976.43
2024-04-01,PT0025,Finished Goods,2237,664,65.48,146478.76
2024-04-01,PT0026,Raw Material,3244,1016,90.52,293646.88
2024-04-01,PT0027,Raw Material,3977,1663,77.48,308137.96
2024-04-01,PT0028,Packaging,2776,1616,86.0,238736.0
2024-04-01,PT0029,Packaging,636,1870,270.48,172025.28
2024-04-01,PT0030,MRO,77,1971,368.73,28392.21
2024-04-01,PT0031,WIP,3417,426,213.91,730930.47
2024-04-01,PT0032,WIP,70,456,286.74,20071.8
2024-04-01,PT0033,Packaging,303,622,481.54,145906.62
2024-04-01,PT0034,WIP,787,1280,239.33,188352.71
2024-04-01,PT0035,WIP,4546,1920,213.37,969980.02
2024-04-01,PT0036,Raw Material,3124,652,249.78,780312.72
2024-04-01,PT0037,Finished Goods,174,1073,416.77,72517.98
2024-04-01,PT0038,MRO,882,1258,377.26,332743.32
2024-04-01,PT0039,Packaging,75,1774,225.66,16924.5
2024-04-01,PT0040,MRO,4165,423,411.64,1714480.6
2024-05-01,PT0001,Packaging,705,481,384.01,270727.05
2024-05-01,PT0002,WIP,314,340,302.85,95094.9
2024-05-01,PT0003,MRO,4867,595,385.77,1877542.59
2024-05-01,PT0004,WIP,400,135,175.7,70280.0
2024-05-01,PT0005,MRO,3035,747,182.7,554494.5
2024-05-01,PT0006,Finished Goods,4321,774,231.58,1000657.18
2024-05-01,PT0007,WIP,4598,145,308.7,1419402.6
2024-05-01,PT0008,Raw Material,4108,1371,333.25,1368991.0
2024-05-01,PT0009,Raw Material,3280,121,380.88,1249286.4
2024-05-01,PT0010,Finished Goods,3972,430,480.53,1908665.16
2024-05-01,PT0011,Packaging,2375,237,348.49,827663.75
2024-05-01,PT0012,Raw Material,104,1595,278.61,28975.44
2024-05-01,PT0013,Raw Material,3159,1695,362.62,1145516.58
2024-05-01,PT0014,Raw Material,597,1351,199.37,119023.89
2024-05-01,PT0015,Finished Goods,699,902,95.95,67069.05
2024-05-01,PT0016,MRO,1397,600,198.33,277067.01
2024-05-01,PT0017,Finished Goods,3135,1230,337.17,1057027.95
2024-05-01,PT0018,MRO,798,1045,341.4,272437.2
2024-05-01,PT0019,Raw Material,1935,1554,144.04,278717.4
2024-05-01,PT0020,MRO,3749,672,420.74,1577354.26
2024-05-01,PT0021,MRO,3015,538,162.88,491083.2
2024-05-01,PT0022,MRO,3199,1139,381.41,1220130.59
2024-05-01,PT0023,WIP,1529,855,131.97,201782.13
2024-05-01,PT0024,Raw Material,1978,1783,182.34,360668.52
2024-05-01,PT0025,Packaging,2591,1245,266.21,689750.11
2024-05-01,PT0026,Packaging,4870,819,462.13,2250573.1
2024-05-01,PT0027,MRO,4528,1442,352.76,1597297.28
2024-05-01,PT0028,Raw Material,2673,1059,250.45,669452.85
2024-05-01,PT0029,Packaging,934,592,19.97,18651.98
2024-05-01,PT0030,Raw Material,1877,1920,95.6,179441.2
2024-05-01,PT0031,Finished Goods,2180,683,256.51,559191.8
2024-05-01,PT0032,Raw Material,3247,247,69.14,224497.58
2024-05-01,PT0033,Packaging,3737,1254,427.02,1595773.74
2024-05-01,PT0034,Raw Material,1345,1341,420.32,565330.4
2024-05-01,PT0035,Packaging,230,1230,103.0,23690.0
2024-05-01,PT0036,Finished Goods,624,1405,144.5,90168.0
2024-05-01,PT0037,WIP,1666,562,43.4,72304.4
2024-05-01,PT0038,Finished Goods,3650,1242,161.9,590935.0
2024-05-01,PT0039,Packaging,385,973,290.34,111780.9
2024-05-01,PT0040,WIP,3223,1600,167.82,540883.86
2024-06-01,PT0001,Packaging,2094,117,236.57,495377.58
2024-06-01,PT0002,MRO,3483,713,311.61,1085337.63
2024-06-01,PT0003,MRO,1672,905,419.15,700818.8
2024-06-01,PT0004,Raw Material,3083,223,314.85,970682.55
2024-06-01,PT0005,Raw Material,1984,817,139.92,277601.28
2024-06-01,PT0006,MRO,3160,996,222.25,702310.0
2024-06-01,PT0007,Packaging,4801,1344,176.81,848864.81
2024-06-01,PT0008,WIP,1136,555,361.18,410300.48
2024-06-01,PT0009,Packaging,1836,958,187.31,343901.16
2024-06-01,PT0010,Raw Material,3913,642,286.86,1122483.18
2024-06-01,PT0011,Finished Goods,4822,242,378.59,1825560.98
2024-06-01,PT0012,WIP,2554,685,17.03,43494.62
2024-06-01,PT0013,Finished Goods,1387,1102,325.78,451856.86
2024-06-01,PT0014,Packaging,2325,1847,428.74,996820.5
2024-06-01,PT0015,Finished Goods,4378,283,100.63,440558.14
2024-06-01,PT0016,MRO,3710,826,408.02,1513754.2
2024-06-01,PT0017,Packaging,1041,482,137.04,142658.64
2024-06-01,PT0018,MRO,2258,1569,189.17,427145.86
2024-06-01,PT0019,Packaging,4196,1237,253.84,1065112.64
2024-06-01,PT0020,Packaging,116,1063,191.08,22165.28
2024-06-01,PT0021,MRO,1950,1156,252.54,492453.0
2024-06-01,PT0022,Raw Material,2483,250,478.68,1188562.44
2024-06-01,PT0023,Packaging,2700,1196,336.73,909171.0
2024-06-01,PT0024,Raw Material,2387,1249,362.39,865024.93
2024-06-01,PT0025,Raw Material,2434,533,333.98,812907.32
2024-06-01,PT0026,MRO,3802,109,137.04,521026.08
2024-06-01,PT0027,MRO,2508,558,68.94,172901.52
2024-06-01,PT0028,Finished Goods,3985,1148,352.96,1406545.6
2024-06-01,PT0029,MRO,4978,684,33.26,165568.28
2024-06-01,PT0030,Finished Goods,1386,1125,224.48,311129.28
2024-06-01,PT0031,MRO,499,934,136.28,68003.72
2024-06-01,PT0032,Finished Goods,2062,1251,475.42,980316.04
2024-06-01,PT0033,Raw Material,3177,1633,451.99,1435972.23
2024-06-01,PT0034,Raw Material,4523,344,117.93,533397.39
2024-06-01,PT0035,Packaging,303,467,456.35,138274.05
2024-06-01,PT0036,Finished Goods,4951,1247,202.21,1001141.71
2024-06-01,PT0037,Raw Material,202,1146,328.65,66387.3
2024-06-01,PT0038,Finished Goods,3984,940,260.61,1038270.24
2024-06-01,PT0039,Raw Material,3897,733,432.24,1684439.28
2024-06-01,PT0040,Raw Material,4766,1339,53.8,256410.8
2024-07-01,PT0001,Packaging,4970,1285,106.48,529205.6
2024-07-01,PT0002,WIP,3275,1983,477.82,1564860.5
2024-07-01,PT0003,MRO,3966,1416,406.61,1612615.26
2024-07-01,PT0004,Finished Goods,3281,1668,375.57,1232245.17
2024-07-01,PT0005,WIP,3975,1592,46.89,186387.75
2024-07-01,PT0006,MRO,3353,371,34.85,116852.05
2024-07-01,PT0007,MRO,3651,1504,198.58,725015.58
2024-07-01,PT0008,Packaging,3357,1847,200.89,674387.73
2024-07-01,PT0009,WIP,4651,803,386.34,1796867.34
2024-07-01,PT0010,WIP,1027,495,384.22,394593.94
2024-07-01,PT0011,Raw Material,1216,1524,455.3,553644.8
2024-07-01,PT0012,MRO,4274,862,65.14,278408.36
2024-07-01,PT0013,Finished Goods,2121,824,15.64,33172.44
2024-07-01,PT0014,MRO,2317,1161,179.22,415252.74
2024-07-01,PT0015,MRO,2612,460,220.84,576834.08
2024-07-01,PT0016,MRO,2085,1673,145.78,303951.3
2024-07-01,PT0017,Finished Goods,2806,588,468.5,1314611.0
2024-07-01,PT0018,Raw Material,3859,778,66.17,255350.03
2024-07-01,PT0019,WIP,4480,1335,25.85,115808.0
2024-07-01,PT0020,Raw Material,1496,1769,411.58,615723.68
2024-07-01,PT0021,Packaging,2136,1879,299.6,639945.6
2024-07-01,PT0022,Packaging,124,1878,81.4,10093.6
2024-07-01,PT0023,Raw Material,4876,333,383.61,1870482.36
2024-07-01,PT0024,Raw Material,3206,658,173.96,557715.76
2024-07-01,PT0025,Raw Material,2957,817,141.86,419480.02
2024-07-01,PT0026,Packaging,3480,1226,208.2,724536.0
2024-07-01,PT0027,Raw Material,702,1231,21.0,14742.0
2024-07-01,PT0028,WIP,1591,183,425.44,676875.04
2024-07-01,PT0029,Finished Goods,2511,29,66.69,167458.59
2024-07-01,PT0030,Finished Goods,1056,1900,433.05,457300.8
2024-07-01,PT0031,Finished Goods,2729,1052,309.98,845935.42
2024-07-01,PT0032,Finished Goods,1241,946,337.93,419371.13
2024-07-01,PT0033,MRO,813,1334,252.08,204941.04
2024-07-01,PT0034,WIP,4724,1521,234.28,1106738.72
2024-07-01,PT0035,WIP,1903,489,390.59,743292.77
2024-07-01,PT0036,Finished Goods,2595,1852,212.82,552267.9
2024-07-01,PT0037,WIP,4567,548,12.11,55306.37
2024-07-01,PT0038,Finished Goods,3717,806,386.82,1437809.94
2024-07-01,PT0039,MRO,1485,1810,43.02,63884.7
2024-07-01,PT0040,Packaging,3031,108,408.39,1237830.09
2024-08-01,PT0001,MRO,163,437,138.25,22534.75
2024-08-01,PT0002,Raw Material,566,1303,260.46,147420.36
2024-08-01,PT0003,MRO,1529,1307,430.84,658754.36
2024-08-01,PT0004,MRO,1201,434,180.35,216600.35
2024-08-01,PT0005,Finished Goods,3556,756,308.66,1097594.96
2024-08-01,PT0006,Finished Goods,570,261,138.3,78831.0
2024-08-01,PT0007,Raw Material,4487,574,108.83,488320.21
2024-08-01,PT0008,MRO,1471,892,222.02,326591.42
2024-08-01,PT0009,Finished Goods,474,155,148.56,70417.44
2024-08-01,PT0010,Packaging,4252,1264,457.71,1946182.92
2024-08-01,PT0011,WIP,4229,1839,342.84,1449870.36
2024-08-01,PT0012,Packaging,2508,1391,57.76,144862.08
2024-08-01,PT0013,WIP,1786,695,401.7,717436.2
2024-08-01,PT0014,Finished Goods,2858,1289,400.83,1145572.14
2024-08-01,PT0015,MRO,4415,1368,62.99,278100.85
2024-08-01,PT0016,MRO,69,1016,391.44,27009.36
2024-08-01,PT0017,Packaging,2082,1601,43.35,90254.7
2024-08-01,PT0018,Packaging,3774,1628,139.4,526095.6
2024-08-01,PT0019,Finished Goods,2055,1513,411.09,844789.95
2024-08-01,PT0020,Finished Goods,3844,1377,376.25,1446305.0
2024-08-01,PT0021,Finished Goods,4170,1780,300.9,1254753.0
2024-08-01,PT0022,Finished Goods,4438,1811,11.41,50637.58
2024-08-01,PT0023,WIP,474,1552,325.72,154391.28
2024-08-01,PT0024,Finished Goods,2632,1574,326.56,859505.92
2024-08-01,PT0025,Finished Goods,2928,159,204.02,597370.56
2024-08-01,PT0026,WIP,239,1355,31.19,7454.41
2024-08-01,PT0027,MRO,2907,1579,54.92,159652.44
2024-08-01,PT0028,Packaging,3651,318,221.72,809499.72
2024-08-01,PT0029,Finished Goods,58,475,117.53,6816.74
2024-08-01,PT0030,Raw Material,2285,775,154.77,353649.45
2024-08-01,PT0031,Finished Goods,4931,1602,112.46,554540.26
2024-08-01,PT0032,Finished Goods,1096,1120,133.48,146294.08
2024-08-01,PT0033,Raw Material,2132,1377,334.44,713026.08
2024-08-01,PT0034,Raw Material,1400,1596,32.02,44828.0
2024-08-01,PT0035,WIP,2957,1913,54.35,160712.95
2024-08-01,PT0036,Raw Material,4639,1016,463.69,2151057.91
2024-08-01,PT0037,WIP,2853,1401,9.78,27902.34
2024-08-01,PT0038,WIP,360,491,283.23,101962.8
2024-08-01,PT0039,Finished Goods,1763,1936,308.41,543726.83
2024-08-01,PT0040,WIP,1353,1802,362.45,490394.85
2024-09-01,PT0001,MRO,2760,1395,71.11,196263.6
2024-09-01,PT0002,Finished Goods,3062,1447,373.53,1143748.86
2024-09-01,PT0003,Finished Goods,3184,1677,455.74,1451076.16
2024-09-01,PT0004,WIP,2520,1243,431.01,1086145.2
2024-09-01,PT0005,MRO,2877,1501,181.73,522837.21
2024-09-01,PT0006,MRO,1849,1708,266.12,492055.88
2024-09-01,PT0007,WIP,4984,1188,289.25,1441622.0
2024-09-01,PT0008,Finished Goods,291,1184,102.63,29865.33
2024-09-01,PT0009,Finished Goods,4469,1033,40.83,182469.27
2024-09-01,PT0010,Packaging,3694,1120,173.06,639283.64
2024-09-01,PT0011,MRO,1580,1608,258.59,408572.2
2024-09-01,PT0012,Packaging,173,1390,456.17,78917.41
2024-09-01,PT0013,Packaging,1525,1486,166.6,254065.0
2024-09-01,PT0014,Packaging,3701,1061,119.39,441862.39
2024-09-01,PT0015,WIP,633,1148,8.35,5285.55
2024-09-01,PT0016,Packaging,3010,1292,273.88,824378.8
2024-09-01,PT0017,Packaging,4331,598,416.1,1802129.1
2024-09-01,PT0018,MRO,195,1705,367.21,71605.95
2024-09-01,PT0019,MRO,2847,1779,366.15,1042429.05
2024-09-01,PT0020,MRO,2666,1390,78.43,209094.38
2024-09-01,PT0021,MRO,79,1834,311.46,24605.34
2024-09-01,PT0022,WIP,3715,203,442.64,1644407.6
2024-09-01,PT0023,Packaging,4208,915,391.99,1649493.92
2024-09-01,PT0024,Finished Goods,2738,109,253.6,694356.8
2024-09-01,PT0025,Packaging,311,1360,268.92,83634.12
2024-09-01,PT0026,WIP,2846,1814,19.17,54557.82
2024-09-01,PT0027,WIP,3329,1624,24.52,81627.08
2024-09-01,PT0028,Packaging,3840,588,442.16,1697894.4
2024-09-01,PT0029,WIP,3317,1691,282.84,938180.28
2024-09-01,PT0030,Finished Goods,2109,983,446.2,941035.8
2024-09-01,PT0031,MRO,1424,84,94.24,134197.76
2024-09-01,PT0032,WIP,2142,1688,146.22,313203.24
2024-09-01,PT0033,Finished Goods,3963,482,8.79,34834.77
2024-09-01,PT0034,Raw Material,711,1861,279.53,198745.83
2024-09-01,PT0035,Packaging,53,247,317.44,16824.32
2024-09-01,PT0036,Raw Material,1654,1550,89.77,148479.58
2024-09-01,PT0037,MRO,1522,1250,238.1,362388.2
2024-09-01,PT0038,Raw Material,2119,1900,357.13,756758.47
2024-09-01,PT0039,WIP,726,1307,433.47,314699.22
2024-09-01,PT0040,MRO,3493,562,202.79,708345.47
2024-10-01,PT0001,MRO,289,1000,34.48,9964.72
2024-10-01,PT0002,Packaging,1548,907,108.59,168097.32
2024-10-01,PT0003,Finished Goods,1157,1435,205.29,237520.53
2024-10-01,PT0004,Raw Material,921,1953,264.84,243917.64
2024-10-01,PT0005,WIP,92,154,8.02,737.84
2024-10-01,PT0006,MRO,4349,453,41.13,178874.37
2024-10-01,PT0007,WIP,1347,1164,46.2,62231.4
2024-10-01,PT0008,Raw Material,4082,604,31.17,127235.94
2024-10-01,PT0009,Raw Material,3189,1794,392.04,1250215.56
2024-10-01,PT0010,MRO,2243,431,345.72,775449.96
2024-10-01,PT0011,Raw Material,248,1644,267.8,66414.4
2024-10-01,PT0012,Finished Goods,1976,197,74.09,146401.84
2024-10-01,PT0013,MRO,1788,267,239.28,427832.64
2024-10-01,PT0014,Finished Goods,2115,575,186.81,395103.15
2024-10-01,PT0015,MRO,3169,98,58.32,184816.08
2024-10-01,PT0016,MRO,3770,1964,32.08,120941.6
2024-10-01,PT0017,WIP,3762,1082,239.62,901450.44
2024-10-01,PT0018,Packaging,1397,148,429.78,600402.66
2024-10-01,PT0019,Finished Goods,1015,80,61.49,62412.35
2024-10-01,PT0020,Raw Material,258,1031,224.03,57799.74
2024-10-01,PT0021,Finished Goods,4416,1474,229.72,1014443.52
2024-10-01,PT0022,Raw Material,828,934,353.0,292284.0
2024-10-01,PT0023,Raw Material,3250,555,357.07,1160477.5
2024-10-01,PT0024,MRO,3560,1515,310.2,1104312.0
2024-10-01,PT0025,Finished Goods,3084,930,262.74,810290.16
2024-10-01,PT0026,Finished Goods,224,1815,219.56,49181.44
2024-10-01,PT0027,WIP,1892,816,391.18,740112.56
2024-10-01,PT0028,MRO,2673,1296,422.61,1129636.53
2024-10-01,PT0029,Packaging,2339,1573,364.55,852682.45
2024-10-01,PT0030,MRO,730,1706,452.03,329981.9
2024-10-01,PT0031,Raw Material,4833,1717,397.35,1920392.55
2024-10-01,PT0032,WIP,4007,1083,360.65,1445124.55
2024-10-01,PT0033,Finished Goods,3344,644,263.02,879538.88
2024-10-01,PT0034,WIP,402,1101,107.3,43134.6
2024-10-01,PT0035,Raw Material,1803,396,141.95,255935.85
2024-10-01,PT0036,Finished Goods,253,540,425.64,107686.92
2024-10-01,PT0037,Packaging,1476,53,397.1,586119.6
2024-10-01,PT0038,MRO,67,48,411.98,27602.66
