WeekStart,WorkCenterID,SiteID,UnitsProduced,UnitsScrapped,ScrapPct,ScrapCostUSD
2024-10-14,WC-005,SITE-02,5144,66,1.3,2913.33
2024-10-21,WC-005,SITE-02,3163,39,1.26,2280.34
2024-10-28,WC-005,SITE-02,3360,39,1.17,937.65
2024-11-04,WC-005,SITE-02,4877,65,1.34,2539.99
2024-11-11,WC-005,SITE-02,3175,44,1.39,2541.49
2024-11-18,WC-005,SITE-02,4543,57,1.26,3028.27
2024-11-25,WC-005,SITE-02,3928,46,1.19,1711.82
2024-12-02,WC-005,SITE-02,5329,75,1.41,2189.99
2024-12-09,WC-005,SITE-02,4483,60,1.36,2142.71
2024-12-16,WC-005,SITE-02,3839,50,1.31,2039.54
2024-12-23,WC-005,SITE-02,3942,55,1.41,3252.9
2024-12-30,WC-005,SITE-02,6810,93,1.38,3492.99
2025-01-06,WC-005,SITE-02,3652,42,1.17,1991.59
2025-01-13,WC-005,SITE-02,3750,42,1.14,1612.93
2025-01-20,WC-005,SITE-02,6221,87,1.41,1862.08
2025-01-27,WC-005,SITE-02,2995,40,1.36,2210.03
2025-02-03,WC-005,SITE-02,4898,72,1.48,3095.42
2025-02-10,WC-005,SITE-02,4709,54,1.15,2944.23
2025-02-17,WC-005,SITE-02,4626,53,1.16,2814.71
2025-02-24,WC-005,SITE-02,6081,75,1.24,1501.76
2025-03-03,WC-005,SITE-02,6936,105,1.52,4499.61
2025-03-10,WC-005,SITE-02,6627,75,1.14,1738.64
2025-03-17,WC-005,SITE-02,4739,67,1.42,3874.67
2025-03-24,WC-005,SITE-02,6481,75,1.16,3114.03
2025-03-31,WC-005,SITE-02,6095,69,1.14,2980.09
2025-04-07,WC-005,SITE-02,5164,68,1.32,3137.15
2025-04-14,WC-005,SITE-02,5485,62,1.14,3407.68
2025-04-21,WC-005,SITE-02,6468,83,1.29,2658.59
2025-04-28,WC-005,SITE-02,5507,63,1.16,2871.61
2025-05-05,WC-005,SITE-02,4529,52,1.15,2715.86
2025-05-12,WC-005,SITE-02,6030,78,1.3,4113.13
2025-05-19,WC-005,SITE-02,5884,84,1.43,3748.64
2025-05-26,WC-005,SITE-02,4145,61,1.48,2085.67
2025-06-02,WC-005,SITE-02,5766,81,1.42,3143.0
2025-06-09,WC-005,SITE-02,5656,81,1.44,4667.59
2025-06-16,WC-005,SITE-02,4928,73,1.49,1373.58
2025-06-23,WC-005,SITE-02,6374,73,1.15,3956.27
2025-06-30,WC-005,SITE-02,3140,38,1.22,1523.25
2025-07-07,WC-005,SITE-02,5762,80,1.39,4707.58
2025-07-14,WC-005,SITE-02,5033,73,1.47,4086.84
2025-07-21,WC-005,SITE-02,3766,57,1.52,2445.07
2025-07-28,WC-005,SITE-02,5312,70,1.32,1511.75
2025-08-04,WC-005,SITE-02,2775,40,1.47,1958.02
2025-08-11,WC-005,SITE-02,5969,76,1.28,2069.19
2025-08-18,WC-005,SITE-02,3078,42,1.38,2154.87
2025-08-25,WC-005,SITE-02,6432,90,1.41,3071.7
2025-09-01,WC-005,SITE-02,4718,71,1.51,1651.89
2025-09-08,WC-005,SITE-02,5380,64,1.2,3146.22
2025-09-15,WC-005,SITE-02,5228,73,1.41,3996.1
2025-09-22,WC-005,SITE-02,6800,98,1.45,4644.79
2025-09-29,WC-005,SITE-02,2933,36,1.23,816.2
2025-10-06,WC-005,SITE-02,6006,68,1.14,1281.14
2025-10-13,WC-005,SITE-02,3042,39,1.29,2171.19
2025-10-20,WC-005,SITE-02,6767,80,1.19,2762.54
2025-10-27,WC-005,SITE-02,5825,70,1.21,3452.49
2025-11-03,WC-005,SITE-02,3900,48,1.24,1554.96
2025-11-10,WC-005,SITE-02,5954,79,1.34,2684.08
2025-11-17,WC-005,SITE-02,4830,62,1.3,3438.18
2025-11-24,WC-005,SITE-02,3786,57,1.51,2893.41
2025-12-01,WC-005,SITE-02,3299,43,1.31,2334.83
2025-12-08,WC-005,SITE-02,5221,70,1.35,3835.41
2025-12-15,WC-005,SITE-02,3611,48,1.33,911.17
2025-12-22,WC-005,SITE-02,6347,92,1.46,4417.1
2025-12-29,WC-005,SITE-02,6038,72,1.2,2733.5
2026-01-05,WC-005,SITE-02,4941,67,1.37,2494.73
2026-01-12,WC-005,SITE-02,3924,46,1.18,860.93
2026-01-19,WC-005,SITE-02,4500,63,1.42,1877.69
2026-01-26,WC-005,SITE-02,5127,73,1.44,1542.53
2026-02-02,WC-005,SITE-02,5237,72,1.39,3740.41
2026-02-09,WC-005,SITE-02,2678,37,1.41,1440.26
2026-02-16,WC-005,SITE-02,2941,39,1.33,2174.5
2026-02-23,WC-005,SITE-02,4350,57,1.33,1278.83
2026-03-02,WC-005,SITE-02,3242,37,1.17,1686.76
2026-03-09,WC-005,SITE-02,6931,88,1.27,5109.65
2026-03-16,WC-005,SITE-02,3259,40,1.24,1886.58
2026-03-23,WC-005,SITE-02,3268,36,1.13,1788.92
2026-03-30,WC-005,SITE-02,5949,90,1.52,4978.66
2026-04-06,WC-005,SITE-02,3311,47,1.43,1571.03
2026-04-13,WC-005,SITE-02,4025,57,1.44,2794.54
2026-04-20,WC-005,SITE-02,6466,88,1.37,5218.66
2026-04-27,WC-005,SITE-02,3399,39,1.17,2090.07
2026-05-04,WC-005,SITE-02,5202,77,1.49,3171.51
2026-05-11,WC-005,SITE-02,4379,65,1.49,3246.02
2026-05-18,WC-005,SITE-02,3186,44,1.39,1818.96
2026-05-25,WC-005,SITE-02,5240,73,1.41,1332.08
2026-06-01,WC-005,SITE-02,4990,63,1.28,3469.64
2026-06-08,WC-005,SITE-02,6283,81,1.3,4712.14
2026-06-15,WC-005,SITE-02,3999,49,1.25,2365.47
2026-06-22,WC-005,SITE-02,4344,61,1.41,1821.63
2026-06-29,WC-005,SITE-02,5260,70,1.34,2801.66
2026-07-06,WC-005,SITE-02,3535,42,1.19,1425.9
2024-07-08,WC-006,SITE-02,6078,155,2.56,5126.22
2024-07-15,WC-006,SITE-02,6570,158,2.42,4381.01
2024-07-22,WC-006,SITE-02,6133,168,2.75,9987.41
2024-07-29,WC-006,SITE-02,5166,148,2.87,8727.95
2024-08-05,WC-006,SITE-02,3943,115,2.93,6888.49
2024-08-12,WC-006,SITE-02,6163,155,2.53,6809.25
2024-08-19,WC-006,SITE-02,7929,178,2.25,9419.77
2024-08-26,WC-006,SITE-02,4107,96,2.34,2091.94
2024-09-02,WC-006,SITE-02,5592,125,2.25,4721.84
2024-09-09,WC-006,SITE-02,8170,232,2.85,4597.9
2024-09-16,WC-006,SITE-02,5285,124,2.35,2938.54
2024-09-23,WC-006,SITE-02,4756,119,2.51,3845.21
2024-09-30,WC-006,SITE-02,6954,189,2.73,9597.04
2024-10-07,WC-006,SITE-02,6745,161,2.4,3112.39
2024-10-14,WC-006,SITE-02,4892,134,2.74,4419.03
2024-10-21,WC-006,SITE-02,5598,127,2.27,5514.11
2024-10-28,WC-006,SITE-02,4542,109,2.4,2536.13
2024-11-04,WC-006,SITE-02,6684,151,2.26,6247.92
2024-11-11,WC-006,SITE-02,3194,81,2.55,1564.4
2024-11-18,WC-006,SITE-02,3670,82,2.24,1810.48
2024-11-25,WC-006,SITE-02,7049,207,2.94,10847.98
2024-12-02,WC-006,SITE-02,7226,197,2.73,5411.19
2024-12-09,WC-006,SITE-02,4424,118,2.67,7022.19
2024-12-16,WC-006,SITE-02,4763,137,2.88,7233.97
2024-12-23,WC-006,SITE-02,7230,200,2.78,7075.55
2024-12-30,WC-006,SITE-02,5316,147,2.77,8042.11
2025-01-06,WC-006,SITE-02,5907,168,2.85,5991.36
2025-01-13,WC-006,SITE-02,7387,185,2.51,10740.17
2025-01-20,WC-006,SITE-02,4912,145,2.97,6861.18
2025-01-27,WC-006,SITE-02,3865,86,2.23,5013.11
2025-02-03,WC-006,SITE-02,5232,143,2.75,5945.27
2025-02-10,WC-006,SITE-02,6189,141,2.28,6650.46
2025-02-17,WC-006,SITE-02,5461,158,2.91,5228.34
2025-02-24,WC-006,SITE-02,5152,121,2.36,6953.91
2025-03-03,WC-006,SITE-02,5435,155,2.86,6763.61
2025-03-10,WC-006,SITE-02,5800,151,2.62,3419.24
2025-03-17,WC-006,SITE-02,7041,157,2.24,4048.53
2025-03-24,WC-006,SITE-02,6536,147,2.26,3041.47
2025-03-31,WC-006,SITE-02,7304,169,2.32,8069.03
2025-04-07,WC-006,SITE-02,5079,126,2.49,3821.73
2025-04-14,WC-006,SITE-02,4832,108,2.25,4404.74
2025-04-21,WC-006,SITE-02,8179,192,2.35,3857.32
2025-04-28,WC-006,SITE-02,4742,112,2.38,3231.59
2025-05-05,WC-006,SITE-02,4784,115,2.42,4127.02
2025-05-12,WC-006,SITE-02,5054,117,2.32,2516.43
2025-05-19,WC-006,SITE-02,6265,176,2.81,4935.12
2025-05-26,WC-006,SITE-02,7518,191,2.55,5287.84
2025-06-02,WC-006,SITE-02,7017,160,2.29,9317.43
2025-06-09,WC-006,SITE-02,4665,126,2.71,4723.36
2025-06-16,WC-006,SITE-02,7242,165,2.29,6459.04
2025-06-23,WC-006,SITE-02,6565,150,2.3,3655.51
2025-06-30,WC-006,SITE-02,7807,227,2.92,12910.68
2025-07-07,WC-006,SITE-02,6395,141,2.21,6227.22
2025-07-14,WC-006,SITE-02,4094,90,2.21,4969.24
2025-07-21,WC-006,SITE-02,6861,163,2.39,8196.2
2025-07-28,WC-006,SITE-02,5854,135,2.31,3751.48
2025-08-04,WC-006,SITE-02,4265,114,2.68,3683.87
2025-08-11,WC-006,SITE-02,3467,83,2.4,4892.17
2025-08-18,WC-006,SITE-02,6575,164,2.5,4121.22
2025-08-25,WC-006,SITE-02,7616,194,2.55,9772.37
2025-09-01,WC-006,SITE-02,4418,102,2.32,5653.01
2025-09-08,WC-006,SITE-02,5796,150,2.59,3639.8
2025-09-15,WC-006,SITE-02,6988,187,2.68,9170.88
2025-09-22,WC-006,SITE-02,6123,153,2.5,8894.31
2025-09-29,WC-006,SITE-02,7488,194,2.6,7983.18
2025-10-06,WC-006,SITE-02,6473,146,2.27,6333.73
2025-10-13,WC-006,SITE-02,4610,132,2.88,7790.11
2025-10-20,WC-006,SITE-02,5522,139,2.53,6408.66
2025-10-27,WC-006,SITE-02,5132,132,2.58,7698.24
2025-11-03,WC-006,SITE-02,3895,95,2.45,5187.37
2025-11-10,WC-006,SITE-02,3764,86,2.3,3521.19
2025-11-17,WC-006,SITE-02,6568,155,2.37,3354.14
2025-11-24,WC-006,SITE-02,3500,103,2.97,3538.35
2025-12-01,WC-006,SITE-02,5766,139,2.42,2881.08
2025-12-08,WC-006,SITE-02,5682,153,2.7,6680.09
2025-12-15,WC-006,SITE-02,7227,188,2.61,5403.78
2025-12-22,WC-006,SITE-02,8054,194,2.42,8469.98
2025-12-29,WC-006,SITE-02,6088,154,2.54,4614.11
2026-01-05,WC-006,SITE-02,7870,220,2.8,6973.82
2026-01-12,WC-006,SITE-02,5256,134,2.55,3569.55
2026-01-19,WC-006,SITE-02,6966,167,2.41,7113.65
2026-01-26,WC-006,SITE-02,7102,202,2.85,6855.84
2026-02-02,WC-006,SITE-02,3703,81,2.21,4053.75
2026-02-09,WC-006,SITE-02,4559,114,2.52,6028.66
2026-02-16,WC-006,SITE-02,5456,148,2.72,5871.57
2026-02-23,WC-006,SITE-02,4257,105,2.47,5560.7
2026-03-02,WC-006,SITE-02,8422,249,2.96,12568.52
2026-03-09,WC-006,SITE-02,4956,119,2.41,2706.93
2026-03-16,WC-006,SITE-02,5847,131,2.25,7080.38
2026-03-23,WC-006,SITE-02,6739,165,2.45,5584.52
2026-03-30,WC-006,SITE-02,5816,166,2.86,8173.97
2026-04-06,WC-006,SITE-02,3911,91,2.35,2021.54
2026-04-13,WC-006,SITE-02,5425,154,2.85,3573.09
2026-04-20,WC-006,SITE-02,5487,122,2.23,3361.08
2026-04-27,WC-006,SITE-02,5880,154,2.62,6829.76
2026-05-04,WC-006,SITE-02,4054,117,2.91,6730.94
2026-05-11,WC-006,SITE-02,7459,184,2.48,5410.23
2026-05-18,WC-006,SITE-02,4842,123,2.55,5933.44
2026-05-25,WC-006,SITE-02,6675,196,2.94,6918.21
2026-06-01,WC-006,SITE-02,4621,135,2.93,8089.03
2026-06-08,WC-006,SITE-02,5538,157,2.85,7517.74
2026-06-15,WC-006,SITE-02,4205,96,2.29,3307.8
2026-06-22,WC-006,SITE-02,5235,136,2.61,6417.86
2026-06-29,WC-006,SITE-02,4009,99,2.48,5794.79
2026-07-06,WC-006,SITE-02,6535,167,2.57,9833.89
2024-07-08,WC-007,SITE-03,3491,84,2.42,1955.7
2024-07-15,WC-007,SITE-03,4322,105,2.44,4144.91
2024-07-22,WC-007,SITE-03,4498,116,2.59,2431.03
2024-07-29,WC-007,SITE-03,6468,146,2.27,5243.37
2024-08-05,WC-007,SITE-03,3984,96,2.43,3431.6
2024-08-12,WC-007,SITE-03,6179,133,2.16,4211.27
2024-08-19,WC-007,SITE-03,3354,78,2.35,3832.23
2024-08-26,WC-007,SITE-03,5167,110,2.14,6065.45
2024-09-02,WC-007,SITE-03,6001,166,2.77,8996.4
2024-09-09,WC-007,SITE-03,4975,140,2.82,2990.19
2024-09-16,WC-007,SITE-03,3793,100,2.66,4566.2
2024-09-23,WC-007,SITE-03,4479,100,2.24,5211.77
2024-09-30,WC-007,SITE-03,4985,119,2.39,2491.61
2024-10-07,WC-007,SITE-03,5927,130,2.2,2953.83
2024-10-14,WC-007,SITE-03,5027,114,2.28,5806.57
2024-10-21,WC-007,SITE-03,4723,105,2.23,2644.91
2024-10-28,WC-007,SITE-03,4493,128,2.85,4438.74
2024-11-04,WC-007,SITE-03,5590,152,2.73,8963.98
2024-11-11,WC-007,SITE-03,4739,122,2.58,5855.94
2024-11-18,WC-007,SITE-03,3020,81,2.7,4185.62
2024-11-25,WC-007,SITE-03,4837,137,2.85,3632.09
2024-12-02,WC-007,SITE-03,3725,101,2.73,2076.26
2024-12-09,WC-007,SITE-03,5617,143,2.55,8025.13
2024-12-16,WC-007,SITE-03,4663,114,2.46,3660.67
2024-12-23,WC-007,SITE-03,3998,86,2.16,4412.95
2024-12-30,WC-007,SITE-03,5488,154,2.82,3551.54
2025-01-06,WC-007,SITE-03,5396,150,2.78,8791.55
2025-01-13,WC-007,SITE-03,4218,110,2.61,4169.72
2025-01-20,WC-007,SITE-03,5959,168,2.82,9977.02
2025-01-27,WC-007,SITE-03,5478,145,2.65,5732.94
2025-02-03,WC-007,SITE-03,5362,141,2.64,8147.0
2025-02-10,WC-007,SITE-03,3285,80,2.44,4081.76
2025-02-17,WC-007,SITE-03,4834,111,2.31,3796.2
2025-02-24,WC-007,SITE-03,6081,161,2.66,3627.4
2025-03-03,WC-007,SITE-03,4371,93,2.13,3391.69
2025-03-10,WC-007,SITE-03,5391,122,2.27,6035.05
2025-03-17,WC-007,SITE-03,3268,72,2.21,2389.12
2025-03-24,WC-007,SITE-03,4825,115,2.39,6260.1
2025-03-31,WC-007,SITE-03,5260,143,2.72,7729.56
2025-04-07,WC-007,SITE-03,6018,158,2.64,6066.93
2025-04-14,WC-007,SITE-03,5627,141,2.52,6445.13
2025-04-21,WC-007,SITE-03,3112,74,2.41,1458.28
2025-04-28,WC-007,SITE-03,3611,98,2.74,1938.95
2025-05-05,WC-007,SITE-03,4827,135,2.8,7984.91
2025-05-12,WC-007,SITE-03,3404,83,2.46,1726.1
2025-05-19,WC-007,SITE-03,3608,102,2.83,3846.82
2025-05-26,WC-007,SITE-03,4426,102,2.32,2288.72
2025-06-02,WC-007,SITE-03,5525,152,2.76,3800.63
2025-06-09,WC-007,SITE-03,6119,163,2.68,7736.2
2025-06-16,WC-007,SITE-03,5316,131,2.47,6777.31
2025-06-23,WC-007,SITE-03,3768,84,2.25,3765.78
2025-06-30,WC-007,SITE-03,4901,124,2.54,6470.89
2025-07-07,WC-007,SITE-03,6150,165,2.69,5529.24
2025-07-14,WC-007,SITE-03,4829,117,2.43,6778.18
2025-07-21,WC-007,SITE-03,3817,103,2.72,3644.25
2025-07-28,WC-007,SITE-03,3863,88,2.29,3342.35
2025-08-04,WC-007,SITE-03,3252,88,2.71,3921.29
2025-08-11,WC-007,SITE-03,3084,69,2.24,1831.21
2025-08-18,WC-007,SITE-03,2728,77,2.83,2229.61
2025-08-25,WC-007,SITE-03,5911,164,2.78,7617.63
2025-09-01,WC-007,SITE-03,5300,136,2.58,7372.53
2025-09-08,WC-007,SITE-03,6098,132,2.18,5850.18
2025-09-15,WC-007,SITE-03,3667,79,2.16,4118.74
2025-09-22,WC-007,SITE-03,4489,116,2.59,4219.25
2025-09-29,WC-007,SITE-03,3446,83,2.42,4682.93
2025-10-06,WC-007,SITE-03,4375,107,2.45,2381.73
2025-10-13,WC-007,SITE-03,3044,85,2.82,4074.66
2025-10-20,WC-007,SITE-03,2676,76,2.86,2673.61
2025-10-27,WC-007,SITE-03,5189,147,2.84,7712.11
2025-11-03,WC-007,SITE-03,6026,136,2.26,7872.86
2025-11-10,WC-007,SITE-03,4794,123,2.57,4261.36
2025-11-17,WC-007,SITE-03,5671,145,2.57,7946.4
2025-11-24,WC-007,SITE-03,5238,117,2.25,2806.3
2025-12-01,WC-007,SITE-03,5987,136,2.28,5790.38
2025-12-08,WC-007,SITE-03,4593,130,2.84,2403.21
2025-12-15,WC-007,SITE-03,2792,79,2.85,2540.82
2025-12-22,WC-007,SITE-03,3434,73,2.13,2977.05
2025-12-29,WC-007,SITE-03,5404,138,2.57,6587.34
2026-01-05,WC-007,SITE-03,4009,103,2.57,3882.88
2026-01-12,WC-007,SITE-03,4315,94,2.2,3844.49
2026-01-19,WC-007,SITE-03,5568,138,2.49,2516.33
2026-01-26,WC-007,SITE-03,4114,116,2.82,3347.07
2026-02-02,WC-007,SITE-03,5121,119,2.34,2831.92
2026-02-09,WC-007,SITE-03,4734,132,2.8,6536.57
2026-02-16,WC-007,SITE-03,4869,134,2.76,6245.5
2026-02-23,WC-007,SITE-03,3505,88,2.52,4118.4
2026-03-02,WC-007,SITE-03,3328,84,2.53,2785.64
2026-03-09,WC-007,SITE-03,6052,156,2.58,7760.49
2026-03-16,WC-007,SITE-03,5665,139,2.46,3551.44
2026-03-23,WC-007,SITE-03,6273,145,2.32,5419.53
2026-03-30,WC-007,SITE-03,3031,82,2.73,3038.48
2026-04-06,WC-007,SITE-03,5388,116,2.16,2933.59
2026-04-13,WC-007,SITE-03,6057,128,2.12,2975.65
2026-04-20,WC-007,SITE-03,3501,83,2.38,1665.35
2026-04-27,WC-007,SITE-03,5038,139,2.76,4936.15
2026-05-04,WC-007,SITE-03,4240,118,2.79,5105.08
2026-05-11,WC-007,SITE-03,5055,126,2.51,3272.24
2026-05-18,WC-007,SITE-03,3477,93,2.68,3434.14
2026-05-25,WC-007,SITE-03,3680,104,2.83,5931.97
2026-06-01,WC-007,SITE-03,2895,70,2.43,2786.87
2026-06-08,WC-007,SITE-03,5712,157,2.76,7775.95
2026-06-15,WC-007,SITE-03,5952,138,2.32,2647.89
2026-06-22,WC-007,SITE-03,4632,127,2.76,2588.96
2026-06-29,WC-007,SITE-03,2798,67,2.42,2636.32
2026-07-06,WC-007,SITE-03,2936,64,2.2,1990.23
2024-07-08,WC-008,SITE-03,5303,93,1.77,3906.13
2024-07-15,WC-008,SITE-03,6711,116,1.73,4804.91
2024-07-22,WC-008,SITE-03,5090,74,1.46,3302.56
2024-07-29,WC-008,SITE-03,7335,132,1.8,2896.81
2024-08-05,WC-008,SITE-03,7242,110,1.52,4557.53
2024-08-12,WC-008,SITE-03,6983,118,1.7,2253.21
2024-08-19,WC-008,SITE-03,7264,105,1.45,4393.15
2024-08-26,WC-008,SITE-03,6978,119,1.71,3405.35
2024-09-02,WC-008,SITE-03,4760,71,1.5,1996.65
2024-09-09,WC-008,SITE-03,4026,59,1.48,2507.82
2024-09-16,WC-008,SITE-03,7518,112,1.5,3724.74
2024-09-23,WC-008,SITE-03,3748,66,1.77,2824.17
2024-09-30,WC-008,SITE-03,7040,102,1.45,5154.91
2024-10-07,WC-008,SITE-03,4081,62,1.52,3377.71
2024-10-14,WC-008,SITE-03,4813,85,1.78,3487.24
2024-10-21,WC-008,SITE-03,7383,131,1.78,5395.36
2024-10-28,WC-008,SITE-03,8049,132,1.64,6762.93
2024-11-04,WC-008,SITE-03,4701,78,1.68,2950.28
2024-11-11,WC-008,SITE-03,4567,72,1.58,2569.15
2024-11-18,WC-008,SITE-03,4627,84,1.82,1729.52
2024-11-25,WC-008,SITE-03,3712,66,1.78,2896.0
2024-12-02,WC-008,SITE-03,4018,61,1.53,1240.36
2024-12-09,WC-008,SITE-03,3802,52,1.38,993.04
2024-12-16,WC-008,SITE-03,5032,77,1.55,4133.09
2024-12-23,WC-008,SITE-03,8293,150,1.81,5858.48
2024-12-30,WC-008,SITE-03,6547,119,1.82,4218.01
2025-01-06,WC-008,SITE-03,3475,61,1.77,1897.87
2025-01-13,WC-008,SITE-03,8005,130,1.63,3313.96
2025-01-20,WC-008,SITE-03,6772,96,1.43,3917.85
2025-01-27,WC-008,SITE-03,4997,76,1.53,4110.68
2025-02-03,WC-008,SITE-03,5522,87,1.58,1779.52
2025-02-10,WC-008,SITE-03,3798,67,1.78,2065.55
2025-02-17,WC-008,SITE-03,7932,141,1.79,3874.74
2025-02-24,WC-008,SITE-03,6139,112,1.84,2890.96
2025-03-03,WC-008,SITE-03,7489,123,1.65,7294.79
2025-03-10,WC-008,SITE-03,5773,99,1.72,2873.39
2025-03-17,WC-008,SITE-03,6740,93,1.39,4054.74
2025-03-24,WC-008,SITE-03,7781,112,1.45,3811.92
2025-03-31,WC-008,SITE-03,5446,85,1.57,4484.27
2025-04-07,WC-008,SITE-03,7076,119,1.69,6656.87
2025-04-14,WC-008,SITE-03,6072,109,1.81,3103.68
2025-04-21,WC-008,SITE-03,7954,133,1.68,7307.96
2025-04-28,WC-008,SITE-03,4116,70,1.72,3523.8
2025-05-05,WC-008,SITE-03,7176,110,1.54,2404.69
2025-05-12,WC-008,SITE-03,5667,87,1.54,4548.22
2025-05-19,WC-008,SITE-03,6703,111,1.67,2352.99
2025-05-26,WC-008,SITE-03,6648,110,1.66,4052.23
2025-06-02,WC-008,SITE-03,6543,120,1.84,5965.76
2025-06-09,WC-008,SITE-03,8785,135,1.54,2815.8
2025-06-16,WC-008,SITE-03,7226,119,1.66,6674.32
2025-06-23,WC-008,SITE-03,5143,77,1.5,1948.73
2025-06-30,WC-008,SITE-03,7613,106,1.4,4092.9
2025-07-07,WC-008,SITE-03,7439,117,1.58,3578.06
2025-07-14,WC-008,SITE-03,5547,96,1.74,5046.01
2025-07-21,WC-008,SITE-03,8405,117,1.4,2468.6
2025-07-28,WC-008,SITE-03,5446,78,1.45,2294.7
2025-08-04,WC-008,SITE-03,6173,99,1.61,5709.56
2025-08-11,WC-008,SITE-03,3691,54,1.48,1762.3
2025-08-18,WC-008,SITE-03,4931,78,1.6,1408.86
2025-08-25,WC-008,SITE-03,5728,103,1.81,2887.81
2025-09-01,WC-008,SITE-03,7372,108,1.47,5510.18
2025-09-08,WC-008,SITE-03,7208,126,1.76,4420.45
2025-09-15,WC-008,SITE-03,3513,64,1.84,2402.01
2025-09-22,WC-008,SITE-03,4459,81,1.82,2306.44
2025-09-29,WC-008,SITE-03,7643,130,1.71,6617.21
2025-10-06,WC-008,SITE-03,6647,101,1.53,3594.61
2025-10-13,WC-008,SITE-03,7001,127,1.82,2424.05
2025-10-20,WC-008,SITE-03,4868,88,1.81,3065.58
2025-10-27,WC-008,SITE-03,4984,77,1.56,2750.31
2025-11-03,WC-008,SITE-03,7271,123,1.7,6508.24
2025-11-10,WC-008,SITE-03,4245,67,1.58,2870.55
2025-11-17,WC-008,SITE-03,6084,92,1.52,2001.16
2025-11-24,WC-008,SITE-03,5185,91,1.76,4647.12
2025-12-01,WC-008,SITE-03,4144,76,1.84,4327.12
2025-12-08,WC-008,SITE-03,4597,66,1.45,3875.61
2025-12-15,WC-008,SITE-03,4538,72,1.59,4190.34
2025-12-22,WC-008,SITE-03,5852,91,1.57,5391.22
2025-12-29,WC-008,SITE-03,4948,74,1.5,2227.22
2026-01-05,WC-008,SITE-03,3706,67,1.82,2454.41
2026-01-12,WC-008,SITE-03,7144,107,1.5,5978.31
2026-01-19,WC-008,SITE-03,4998,80,1.61,3886.17
2026-01-26,WC-008,SITE-03,5870,81,1.38,1568.88
2026-02-02,WC-008,SITE-03,5262,88,1.68,3453.15
2026-02-09,WC-008,SITE-03,7941,142,1.79,4643.35
2026-02-16,WC-008,SITE-03,6232,103,1.66,3705.88
2026-02-23,WC-008,SITE-03,7198,100,1.4,5108.27
2026-03-02,WC-008,SITE-03,7615,109,1.44,3308.18
2026-03-09,WC-008,SITE-03,3999,57,1.43,2400.39
2026-03-16,WC-008,SITE-03,7457,117,1.57,4400.85
2026-03-23,WC-008,SITE-03,5790,87,1.51,3894.53
2026-03-30,WC-008,SITE-03,8099,114,1.41,5190.71
2026-04-06,WC-008,SITE-03,5538,84,1.52,2406.0
2026-04-13,WC-008,SITE-03,6343,86,1.37,3738.42
2026-04-20,WC-008,SITE-03,5797,97,1.69,3435.1
2026-04-27,WC-008,SITE-03,4860,72,1.5,2316.4
2026-05-04,WC-008,SITE-03,4510,61,1.36,3313.61
2026-05-11,WC-008,SITE-03,4719,71,1.51,3092.19
2026-05-18,WC-008,SITE-03,6076,86,1.42,3638.01
2026-05-25,WC-008,SITE-03,4345,69,1.6,2461.67
2026-06-01,WC-008,SITE-03,7265,102,1.41,6057.71
2026-06-08,WC-008,SITE-03,8594,131,1.53,7460.46
2026-06-15,WC-008,SITE-03,6553,117,1.8,2561.29
2026-06-22,WC-008,SITE-03,3592,64,1.79,1830.28
2026-06-29,WC-008,SITE-03,6025,103,1.71,3970.97
2026-07-06,WC-008,SITE-03,4826,81,1.68,1473.81
2024-07-08,WC-009,SITE-03,3692,84,2.28,3683.94
2024-07-15,WC-009,SITE-03,3132,74,2.38,4075.15
2024-07-22,WC-009,SITE-03,4334,84,1.94,1557.46
2024-07-29,WC-009,SITE-03,3693,87,2.37,5168.08
2024-08-05,WC-009,SITE-03,4759,111,2.34,2420.97
2024-08-12,WC-009,SITE-03,2540,57,2.27,1803.03
2024-08-19,WC-009,SITE-03,2174,51,2.37,2229.68
2024-08-26,WC-009,SITE-03,4026,73,1.83,2784.93
2024-09-02,WC-009,SITE-03,3105,61,1.98,2970.09
2024-09-09,WC-009,SITE-03,2179,46,2.14,1318.39
2024-09-16,WC-009,SITE-03,3648,67,1.84,2137.91
2024-09-23,WC-009,SITE-03,4665,104,2.25,2906.97
2024-09-30,WC-009,SITE-03,3105,73,2.37,4135.43
2024-10-07,WC-009,SITE-03,4239,95,2.26,4198.09
2024-10-14,WC-009,SITE-03,2645,57,2.17,2471.11
2024-10-21,WC-009,SITE-03,4125,92,2.25,3992.11
2024-10-28,WC-009,SITE-03,3980,81,2.04,3344.48
2024-11-04,WC-009,SITE-03,2719,52,1.93,2548.81
2024-11-11,WC-009,SITE-03,2954,68,2.32,3473.24
2024-11-18,WC-009,SITE-03,4066,91,2.26,4050.3
2024-11-25,WC-009,SITE-03,4083,77,1.89,3469.6
2024-12-02,WC-009,SITE-03,3547,69,1.96,1879.63
2024-12-09,WC-009,SITE-03,3843,76,1.99,1691.73
2024-12-16,WC-009,SITE-03,2122,50,2.37,1836.65
2024-12-23,WC-009,SITE-03,4357,83,1.92,3342.37
2024-12-30,WC-009,SITE-03,4830,110,2.29,4656.64
2025-01-06,WC-009,SITE-03,3705,65,1.78,2064.89
2025-01-13,WC-009,SITE-03,2785,59,2.14,1814.5
2025-01-20,WC-009,SITE-03,3458,69,2.01,3237.48
2025-01-27,WC-009,SITE-03,3483,68,1.98,3372.06
