dept,account_id,account_name,month,actual
Sales,6000,Cost of Goods Sold,2026-06-01,203810
Sales,6100,Direct Materials,2026-01-01,86754
Sales,6100,Direct Materials,2026-02-01,95566
Sales,6100,Direct Materials,2026-03-01,97346
Sales,6100,Direct Materials,2026-04-01,96937
Sales,6100,Direct Materials,2026-05-01,96928
Sales,6100,Direct Materials,2026-06-01,97540
Sales,6200,Direct Labor,2026-01-01,63023
Sales,6200,Direct Labor,2026-02-01,62884
Sales,6200,Direct Labor,2026-03-01,62369
Sales,6200,Direct Labor,2026-04-01,64524
Sales,6200,Direct Labor,2026-05-01,61834
Sales,6200,Direct Labor,2026-06-01,66114
Sales,6300,Manufacturing Overhead,2026-01-01,34379
Sales,6300,Manufacturing Overhead,2026-02-01,33327
Sales,6300,Manufacturing Overhead,2026-03-01,35598
Sales,6300,Manufacturing Overhead,2026-04-01,34309
Sales,6300,Manufacturing Overhead,2026-05-01,33733
Sales,6300,Manufacturing Overhead,2026-06-01,36150
Sales,7000,Salaries & Benefits,2026-01-01,71361
Sales,7000,Salaries & Benefits,2026-02-01,66911
Sales,7000,Salaries & Benefits,2026-03-01,71035
Sales,7000,Salaries & Benefits,2026-04-01,70427
Sales,7000,Salaries & Benefits,2026-05-01,71855
Sales,7000,Salaries & Benefits,2026-06-01,71854
Sales,7100,Travel & Entertainment,2026-01-01,10547
Sales,7100,Travel & Entertainment,2026-02-01,10397
Sales,7100,Travel & Entertainment,2026-03-01,10734
Sales,7100,Travel & Entertainment,2026-04-01,10006
Sales,7100,Travel & Entertainment,2026-05-01,10385
Sales,7100,Travel & Entertainment,2026-06-01,10171
Sales,7200,Professional Services,2026-01-01,16732
Sales,7200,Professional Services,2026-02-01,16747
Sales,7200,Professional Services,2026-03-01,17960
Sales,7200,Professional Services,2026-04-01,17636
Sales,7200,Professional Services,2026-05-01,18309
Sales,7200,Professional Services,2026-06-01,18194
Sales,7300,Facilities,2026-01-01,19981
Sales,7300,Facilities,2026-02-01,20352
Sales,7300,Facilities,2026-03-01,21650
Sales,7300,Facilities,2026-04-01,21171
Sales,7300,Facilities,2026-05-01,21560
Sales,7300,Facilities,2026-06-01,21019
Sales,7400,Depreciation,2026-01-01,14162
Sales,7400,Depreciation,2026-02-01,14242
Sales,7400,Depreciation,2026-03-01,14093
Sales,7400,Depreciation,2026-04-01,14051
Sales,7400,Depreciation,2026-05-01,13524
Sales,7400,Depreciation,2026-06-01,13468
Sales,7500,IT & Software,2026-01-01,10137
Sales,7500,IT & Software,2026-02-01,10713
Sales,7500,IT & Software,2026-03-01,10989
Sales,7500,IT & Software,2026-04-01,10783
Sales,7500,IT & Software,2026-05-01,10786
Sales,7500,IT & Software,2026-06-01,10220
Sales,7600,Marketing,2026-01-01,10070
Sales,7600,Marketing,2026-02-01,10749
Sales,7600,Marketing,2026-03-01,10943
Sales,7600,Marketing,2026-04-01,10536
Sales,7600,Marketing,2026-05-01,10838
Sales,7600,Marketing,2026-06-01,10298
Sales,8000,Research & Development,2026-01-01,10251
Sales,8000,Research & Development,2026-02-01,10400
Sales,8000,Research & Development,2026-03-01,10282
Sales,8000,Research & Development,2026-04-01,10007
Sales,8000,Research & Development,2026-05-01,10729
Sales,8000,Research & Development,2026-06-01,10596
Sales,9000,Capital Expenditure,2026-01-01,17827
Sales,9000,Capital Expenditure,2026-02-01,17789
Sales,9000,Capital Expenditure,2026-03-01,18327
Sales,9000,Capital Expenditure,2026-04-01,16777
Sales,9000,Capital Expenditure,2026-05-01,17974
Sales,9000,Capital Expenditure,2026-06-01,18301
EHS,6000,Cost of Goods Sold,2026-01-01,41170
EHS,6000,Cost of Goods Sold,2026-02-01,44056
EHS,6000,Cost of Goods Sold,2026-03-01,42426
EHS,6000,Cost of Goods Sold,2026-04-01,39981
EHS,6000,Cost of Goods Sold,2026-05-01,41086
EHS,6000,Cost of Goods Sold,2026-06-01,43155
EHS,6100,Direct Materials,2026-01-01,17693
EHS,6100,Direct Materials,2026-02-01,19193
EHS,6100,Direct Materials,2026-03-01,18919
EHS,6100,Direct Materials,2026-04-01,19166
EHS,6100,Direct Materials,2026-05-01,19026
EHS,6100,Direct Materials,2026-06-01,19332
EHS,6200,Direct Labor,2026-01-01,13003
EHS,6200,Direct Labor,2026-02-01,12523
EHS,6200,Direct Labor,2026-03-01,11973
EHS,6200,Direct Labor,2026-04-01,12296
EHS,6200,Direct Labor,2026-05-01,12735
EHS,6200,Direct Labor,2026-06-01,12175
EHS,6300,Manufacturing Overhead,2026-01-01,7350
EHS,6300,Manufacturing Overhead,2026-02-01,6812
EHS,6300,Manufacturing Overhead,2026-03-01,7289
EHS,6300,Manufacturing Overhead,2026-04-01,7170
EHS,6300,Manufacturing Overhead,2026-05-01,6845
EHS,6300,Manufacturing Overhead,2026-06-01,7200
EHS,7000,Salaries & Benefits,2026-01-01,14436
EHS,7000,Salaries & Benefits,2026-02-01,14276
EHS,7000,Salaries & Benefits,2026-03-01,14396
EHS,7000,Salaries & Benefits,2026-04-01,14271
EHS,7000,Salaries & Benefits,2026-05-01,14451
EHS,7000,Salaries & Benefits,2026-06-01,13405
EHS,7100,Travel & Entertainment,2026-01-01,2147
EHS,7100,Travel & Entertainment,2026-02-01,2018
EHS,7100,Travel & Entertainment,2026-03-01,2094
EHS,7100,Travel & Entertainment,2026-04-01,2176
EHS,7100,Travel & Entertainment,2026-05-01,1996
EHS,7100,Travel & Entertainment,2026-06-01,2128
EHS,7200,Professional Services,2026-01-01,3659
EHS,7200,Professional Services,2026-02-01,3420
EHS,7200,Professional Services,2026-03-01,3403
EHS,7200,Professional Services,2026-04-01,3365
EHS,7200,Professional Services,2026-05-01,3634
EHS,7200,Professional Services,2026-06-01,3510
EHS,7300,Facilities,2026-01-01,4353
EHS,7300,Facilities,2026-02-01,4309
EHS,7300,Facilities,2026-03-01,4377
EHS,7300,Facilities,2026-04-01,4033
EHS,7300,Facilities,2026-05-01,4263
EHS,7300,Facilities,2026-06-01,4096
EHS,7400,Depreciation,2026-01-01,2876
EHS,7400,Depreciation,2026-02-01,2918
EHS,7400,Depreciation,2026-03-01,2844
EHS,7400,Depreciation,2026-04-01,2912
EHS,7400,Depreciation,2026-05-01,2843
EHS,7400,Depreciation,2026-06-01,2686
EHS,7500,IT & Software,2026-01-01,1995
EHS,7500,IT & Software,2026-02-01,2192
EHS,7500,IT & Software,2026-03-01,2158
EHS,7500,IT & Software,2026-04-01,2019
EHS,7500,IT & Software,2026-05-01,2006
EHS,7500,IT & Software,2026-06-01,2121
EHS,7600,Marketing,2026-01-01,2028
EHS,7600,Marketing,2026-02-01,2127
EHS,7600,Marketing,2026-03-01,2004
EHS,7600,Marketing,2026-04-01,2180
EHS,7600,Marketing,2026-05-01,2038
EHS,7600,Marketing,2026-06-01,2103
EHS,8000,Research & Development,2026-01-01,2108
EHS,8000,Research & Development,2026-02-01,2104
EHS,8000,Research & Development,2026-03-01,2184
EHS,8000,Research & Development,2026-04-01,2197
EHS,8000,Research & Development,2026-05-01,2009
EHS,8000,Research & Development,2026-06-01,2028
EHS,9000,Capital Expenditure,2026-01-01,3378
EHS,9000,Capital Expenditure,2026-02-01,3383
EHS,9000,Capital Expenditure,2026-03-01,3656
EHS,9000,Capital Expenditure,2026-04-01,3518
EHS,9000,Capital Expenditure,2026-05-01,3553
EHS,9000,Capital Expenditure,2026-06-01,3595
Executive,6000,Cost of Goods Sold,2026-01-01,151894
Executive,6000,Cost of Goods Sold,2026-02-01,152034
Executive,6000,Cost of Goods Sold,2026-03-01,144446
Executive,6000,Cost of Goods Sold,2026-04-01,153564
Executive,6000,Cost of Goods Sold,2026-05-01,149360
Executive,6000,Cost of Goods Sold,2026-06-01,139933
Executive,6100,Direct Materials,2026-01-01,59090
Executive,6100,Direct Materials,2026-02-01,67394
Executive,6100,Direct Materials,2026-03-01,67570
Executive,6100,Direct Materials,2026-04-01,66980
Executive,6100,Direct Materials,2026-05-01,67534
Executive,6100,Direct Materials,2026-06-01,67722
Executive,6200,Direct Labor,2026-01-01,43954
Executive,6200,Direct Labor,2026-02-01,43110
Executive,6200,Direct Labor,2026-03-01,42227
Executive,6200,Direct Labor,2026-04-01,44276
Executive,6200,Direct Labor,2026-05-01,43760
Executive,6200,Direct Labor,2026-06-01,44507
Executive,6300,Manufacturing Overhead,2026-01-01,23550
Executive,6300,Manufacturing Overhead,2026-02-01,24745
Executive,6300,Manufacturing Overhead,2026-03-01,25466
Executive,6300,Manufacturing Overhead,2026-04-01,25379
Executive,6300,Manufacturing Overhead,2026-05-01,23695
Executive,6300,Manufacturing Overhead,2026-06-01,24432
Executive,7000,Salaries & Benefits,2026-01-01,48470
Executive,7000,Salaries & Benefits,2026-02-01,46626
Executive,7000,Salaries & Benefits,2026-03-01,46712
Executive,7000,Salaries & Benefits,2026-04-01,47204
Executive,7000,Salaries & Benefits,2026-05-01,46632
Executive,7000,Salaries & Benefits,2026-06-01,49612
Executive,7100,Travel & Entertainment,2026-01-01,7318
Executive,7100,Travel & Entertainment,2026-02-01,7450
Executive,7100,Travel & Entertainment,2026-03-01,7574
Executive,7100,Travel & Entertainment,2026-04-01,7713
Executive,7100,Travel & Entertainment,2026-05-01,7292
Executive,7100,Travel & Entertainment,2026-06-01,7477
Executive,7200,Professional Services,2026-01-01,12718
Executive,7200,Professional Services,2026-02-01,11981
Executive,7200,Professional Services,2026-03-01,11905
Executive,7200,Professional Services,2026-04-01,12621
Executive,7200,Professional Services,2026-05-01,12105
Executive,7200,Professional Services,2026-06-01,12435
Executive,7300,Facilities,2026-01-01,14909
Executive,7300,Facilities,2026-02-01,14456
Executive,7300,Facilities,2026-03-01,14732
Executive,7300,Facilities,2026-04-01,15172
Executive,7300,Facilities,2026-05-01,14677
Executive,7300,Facilities,2026-06-01,13974
Executive,7400,Depreciation,2026-01-01,9485
Executive,7400,Depreciation,2026-02-01,10031
Executive,7400,Depreciation,2026-03-01,9599
Executive,7400,Depreciation,2026-04-01,9959
Executive,7400,Depreciation,2026-05-01,9955
Executive,7400,Depreciation,2026-06-01,9602
Executive,7500,IT & Software,2026-01-01,7466
Executive,7500,IT & Software,2026-02-01,7257
Executive,7500,IT & Software,2026-03-01,7282
Executive,7500,IT & Software,2026-04-01,6996
Executive,7500,IT & Software,2026-05-01,7049
Executive,7500,IT & Software,2026-06-01,7663
Executive,7600,Marketing,2026-01-01,7686
Executive,7600,Marketing,2026-02-01,7320
Executive,7600,Marketing,2026-03-01,7165
Executive,7600,Marketing,2026-04-01,7117
Executive,7600,Marketing,2026-05-01,7651
Executive,7600,Marketing,2026-06-01,7401
Executive,8000,Research & Development,2026-01-01,7280
Executive,8000,Research & Development,2026-02-01,7583
Executive,8000,Research & Development,2026-03-01,7500
Executive,8000,Research & Development,2026-04-01,7166
Executive,8000,Research & Development,2026-05-01,7259
Executive,8000,Research & Development,2026-06-01,7542
Executive,9000,Capital Expenditure,2026-01-01,11638
Executive,9000,Capital Expenditure,2026-02-01,12762
Executive,9000,Capital Expenditure,2026-03-01,11997
Executive,9000,Capital Expenditure,2026-04-01,12097
Executive,9000,Capital Expenditure,2026-05-01,11800
Executive,9000,Capital Expenditure,2026-06-01,12574
