emp_id,course_id,course_name,completion_date,score
E1080,FIN-001,Financial Compliance,2024-04-10,89
E1080,HR-001,Anti-Harassment Training,2025-05-25,36
E1080,EHS-002,Forklift Certification,2025-03-14,78
E1081,ENG-001,CAD Software Proficiency,2025-11-15,77
E1081,HR-001,Anti-Harassment Training,2026-05-04,23
E1082,HR-001,Anti-Harassment Training,2024-05-11,88
E1082,MFG-002,5S Workplace Organization,2026-06-26,75
E1082,ENG-001,CAD Software Proficiency,2026-06-04,77
E1082,FIN-001,Financial Compliance,2024-12-15,95
E1082,HR-002,Code of Conduct,2025-02-17,90
E1082,EHS-001,Safety Fundamentals,2025-12-26,65
E1082,EHS-002,Forklift Certification,2026-02-13,95
E1082,MFG-001,Lean Manufacturing Basics,2025-01-25,75
E1082,IT-001,Information Security Awareness,2025-10-28,84
E1082,QA-001,Quality Management System,2024-03-28,74
E1083,EHS-001,Safety Fundamentals,2026-04-10,80
E1083,MFG-002,5S Workplace Organization,2024-02-05,76
E1083,IT-001,Information Security Awareness,2024-10-25,32
E1083,HR-001,Anti-Harassment Training,2024-08-16,63
E1084,EHS-001,Safety Fundamentals,2026-05-01,31
E1084,QA-001,Quality Management System,2026-03-20,100
E1084,HR-002,Code of Conduct,2024-01-06,18
E1084,EHS-002,Forklift Certification,2024-11-12,62
E1084,IT-001,Information Security Awareness,2024-01-22,73
E1084,ENG-001,CAD Software Proficiency,2026-03-11,77
E1084,MFG-001,Lean Manufacturing Basics,2024-02-14,75
E1084,MFG-002,5S Workplace Organization,2024-11-10,89
E1084,HR-001,Anti-Harassment Training,2026-06-23,76
E1084,FIN-001,Financial Compliance,2026-05-06,89
E1085,EHS-001,Safety Fundamentals,2025-09-03,37
E1085,EHS-002,Forklift Certification,2025-03-04,77
E1085,IT-001,Information Security Awareness,2025-09-14,67
E1085,HR-001,Anti-Harassment Training,2024-12-07,78
E1085,MFG-002,5S Workplace Organization,2024-02-19,93
E1085,HR-002,Code of Conduct,2026-05-03,61
E1085,FIN-001,Financial Compliance,2026-06-20,100
E1086,MFG-002,5S Workplace Organization,2025-03-20,88
E1086,MFG-001,Lean Manufacturing Basics,2025-09-24,90
E1086,IT-001,Information Security Awareness,2025-08-26,23
E1086,QA-001,Quality Management System,2026-02-23,83
E1086,FIN-001,Financial Compliance,2024-01-04,75
E1086,ENG-001,CAD Software Proficiency,2025-11-26,78
E1087,FIN-001,Financial Compliance,2025-09-26,95
E1087,MFG-002,5S Workplace Organization,2024-01-21,76
E1087,ENG-001,CAD Software Proficiency,2026-03-09,100
E1087,EHS-001,Safety Fundamentals,2024-05-10,64
E1087,HR-001,Anti-Harassment Training,2026-03-25,0
E1088,MFG-001,Lean Manufacturing Basics,2026-05-20,70
E1088,FIN-001,Financial Compliance,2024-04-11,85
E1088,MFG-002,5S Workplace Organization,2026-04-16,95
E1089,HR-001,Anti-Harassment Training,2024-11-15,68
E1089,QA-001,Quality Management System,2025-08-26,91
E1090,ENG-001,CAD Software Proficiency,2026-06-22,85
E1090,IT-001,Information Security Awareness,2026-05-01,26
E1091,MFG-001,Lean Manufacturing Basics,2026-05-27,75
E1091,EHS-002,Forklift Certification,2026-05-13,71
E1091,HR-001,Anti-Harassment Training,2026-01-28,100
E1091,QA-001,Quality Management System,2025-12-28,85
E1091,EHS-001,Safety Fundamentals,2026-01-09,52
E1091,MFG-002,5S Workplace Organization,2024-08-08,81
E1091,HR-002,Code of Conduct,2025-05-07,67
E1092,HR-001,Anti-Harassment Training,2024-08-17,3
E1092,EHS-002,Forklift Certification,2025-09-05,72
E1092,MFG-001,Lean Manufacturing Basics,2025-08-24,86
E1092,MFG-002,5S Workplace Organization,2025-06-05,94
E1092,EHS-001,Safety Fundamentals,2024-09-22,16
E1092,ENG-001,CAD Software Proficiency,2024-12-02,89
E1093,ENG-001,CAD Software Proficiency,2025-01-04,91
E1093,EHS-002,Forklift Certification,2026-06-10,61
E1093,EHS-001,Safety Fundamentals,2026-03-21,26
E1093,HR-001,Anti-Harassment Training,2025-04-07,36
E1093,QA-001,Quality Management System,2025-09-11,93
E1093,IT-001,Information Security Awareness,2026-01-09,19
E1093,MFG-001,Lean Manufacturing Basics,2024-05-04,70
E1093,FIN-001,Financial Compliance,2026-05-17,78
E1094,ENG-001,CAD Software Proficiency,2026-03-19,82
E1094,MFG-001,Lean Manufacturing Basics,2024-02-10,89
E1094,FIN-001,Financial Compliance,2025-09-15,76
E1094,HR-001,Anti-Harassment Training,2024-01-16,86
E1094,EHS-002,Forklift Certification,2024-02-13,63
E1095,MFG-002,5S Workplace Organization,2026-05-19,90
E1095,FIN-001,Financial Compliance,2026-06-15,94
E1095,HR-001,Anti-Harassment Training,2025-05-11,25
E1096,EHS-002,Forklift Certification,2025-04-08,69
E1096,QA-001,Quality Management System,2026-03-12,90
E1096,HR-001,Anti-Harassment Training,2024-12-22,42
E1096,EHS-001,Safety Fundamentals,2025-08-16,3
E1096,MFG-001,Lean Manufacturing Basics,2024-08-04,81
E1096,HR-002,Code of Conduct,2025-08-28,21
E1096,MFG-002,5S Workplace Organization,2025-06-20,88
E1096,FIN-001,Financial Compliance,2024-09-04,87
E1096,ENG-001,CAD Software Proficiency,2026-01-11,92
E1096,IT-001,Information Security Awareness,2026-01-26,38
E1097,QA-001,Quality Management System,2025-04-27,92
E1097,MFG-002,5S Workplace Organization,2025-10-26,80
E1097,ENG-001,CAD Software Proficiency,2026-06-08,80
E1097,EHS-002,Forklift Certification,2026-06-03,96
E1097,IT-001,Information Security Awareness,2025-02-19,76
E1097,FIN-001,Financial Compliance,2025-06-18,78
E1097,MFG-001,Lean Manufacturing Basics,2025-03-10,82
E1097,HR-002,Code of Conduct,2024-10-04,87
E1097,HR-001,Anti-Harassment Training,2026-04-11,63
E1097,EHS-001,Safety Fundamentals,2026-06-02,11
E1098,HR-001,Anti-Harassment Training,2025-09-10,49
E1098,EHS-001,Safety Fundamentals,2026-05-15,25
E1098,FIN-001,Financial Compliance,2024-11-11,84
E1098,MFG-001,Lean Manufacturing Basics,2026-06-10,83
E1098,EHS-002,Forklift Certification,2026-03-03,97
E1099,FIN-001,Financial Compliance,2025-03-28,84
E1099,ENG-001,CAD Software Proficiency,2024-06-18,76
E1100,ENG-001,CAD Software Proficiency,2024-05-28,75
E1100,MFG-001,Lean Manufacturing Basics,2024-07-23,88
E1101,MFG-001,Lean Manufacturing Basics,2024-08-05,76
E1101,MFG-002,5S Workplace Organization,2026-04-27,81
E1101,ENG-001,CAD Software Proficiency,2025-03-10,96
E1101,HR-002,Code of Conduct,2024-03-01,9
E1101,QA-001,Quality Management System,2026-01-05,96
E1101,IT-001,Information Security Awareness,2026-04-05,10
E1101,EHS-002,Forklift Certification,2024-11-26,86
E1101,HR-001,Anti-Harassment Training,2025-12-20,54
E1102,QA-001,Quality Management System,2025-07-12,79
E1102,ENG-001,CAD Software Proficiency,2024-07-20,75
E1102,MFG-002,5S Workplace Organization,2026-04-28,93
E1102,IT-001,Information Security Awareness,2024-12-17,34
E1103,ENG-001,CAD Software Proficiency,2026-04-23,77
E1103,MFG-001,Lean Manufacturing Basics,2024-12-24,86
E1103,EHS-001,Safety Fundamentals,2025-08-17,10
E1103,QA-001,Quality Management System,2026-05-03,80
E1103,IT-001,Information Security Awareness,2025-11-24,84
E1103,HR-002,Code of Conduct,2026-01-22,81
E1103,HR-001,Anti-Harassment Training,2026-05-10,78
E1103,MFG-002,5S Workplace Organization,2024-06-18,94
E1104,QA-001,Quality Management System,2026-04-19,86
E1104,FIN-001,Financial Compliance,2025-06-26,84
E1105,HR-001,Anti-Harassment Training,2024-11-16,74
E1105,EHS-001,Safety Fundamentals,2024-10-02,84
E1105,IT-001,Information Security Awareness,2025-12-20,3
E1105,MFG-001,Lean Manufacturing Basics,2025-08-03,74
E1105,QA-001,Quality Management System,2026-01-28,82
E1105,FIN-001,Financial Compliance,2025-03-20,83
E1106,IT-001,Information Security Awareness,2026-02-22,57
E1106,EHS-001,Safety Fundamentals,2025-03-09,100
E1106,EHS-002,Forklift Certification,2026-02-16,71
E1106,FIN-001,Financial Compliance,2026-01-11,77
E1106,QA-001,Quality Management System,2024-10-27,74
E1106,MFG-002,5S Workplace Organization,2025-07-25,82
E1107,QA-001,Quality Management System,2025-01-21,81
E1107,HR-001,Anti-Harassment Training,2024-01-06,59
E1107,HR-002,Code of Conduct,2025-08-10,60
E1107,IT-001,Information Security Awareness,2026-05-08,48
E1107,MFG-001,Lean Manufacturing Basics,2026-06-13,85
E1108,HR-001,Anti-Harassment Training,2025-11-11,67
E1108,ENG-001,CAD Software Proficiency,2026-01-04,92
E1108,MFG-002,5S Workplace Organization,2026-03-28,83
E1108,EHS-001,Safety Fundamentals,2026-06-28,34
E1108,FIN-001,Financial Compliance,2025-05-09,100
E1108,HR-002,Code of Conduct,2024-05-21,74
E1109,QA-001,Quality Management System,2024-11-01,69
E1109,HR-002,Code of Conduct,2024-07-04,67
E1109,ENG-001,CAD Software Proficiency,2024-11-15,86
E1109,IT-001,Information Security Awareness,2024-12-10,32
E1109,HR-001,Anti-Harassment Training,2024-01-01,79
E1109,EHS-002,Forklift Certification,2024-01-20,73
E1109,MFG-001,Lean Manufacturing Basics,2026-06-04,92
E1109,FIN-001,Financial Compliance,2024-02-28,94
E1110,MFG-002,5S Workplace Organization,2024-05-10,84
E1110,HR-001,Anti-Harassment Training,2026-01-21,58
E1110,EHS-002,Forklift Certification,2025-07-23,80
E1110,MFG-001,Lean Manufacturing Basics,2025-03-25,72
E1111,EHS-001,Safety Fundamentals,2025-03-15,8
E1111,MFG-002,5S Workplace Organization,2025-04-20,82
E1111,ENG-001,CAD Software Proficiency,2024-11-16,78
E1111,HR-001,Anti-Harassment Training,2024-09-25,55
E1111,FIN-001,Financial Compliance,2024-10-21,78
E1111,QA-001,Quality Management System,2025-12-09,71
E1112,EHS-002,Forklift Certification,2026-06-09,88
E1112,FIN-001,Financial Compliance,2024-08-05,95
E1113,EHS-001,Safety Fundamentals,2025-03-23,42
E1113,MFG-002,5S Workplace Organization,2025-10-01,86
E1114,QA-001,Quality Management System,2026-04-04,99
E1114,MFG-002,5S Workplace Organization,2025-06-22,79
E1114,ENG-001,CAD Software Proficiency,2025-01-21,95
E1114,FIN-001,Financial Compliance,2024-06-18,85
E1114,MFG-001,Lean Manufacturing Basics,2024-08-25,94
E1114,EHS-001,Safety Fundamentals,2025-11-07,22
E1114,EHS-002,Forklift Certification,2026-01-13,72
E1114,IT-001,Information Security Awareness,2025-12-13,13
E1114,HR-002,Code of Conduct,2026-06-12,62
E1115,QA-001,Quality Management System,2024-04-01,80
E1115,HR-002,Code of Conduct,2025-07-03,69
E1115,HR-001,Anti-Harassment Training,2026-03-16,68
E1116,EHS-001,Safety Fundamentals,2026-06-17,58
E1116,FIN-001,Financial Compliance,2026-05-05,98
E1116,MFG-001,Lean Manufacturing Basics,2026-02-03,71
E1116,ENG-001,CAD Software Proficiency,2026-02-16,95
E1116,HR-001,Anti-Harassment Training,2024-08-20,5
E1116,MFG-002,5S Workplace Organization,2024-12-21,74
E1116,HR-002,Code of Conduct,2024-03-21,6
E1116,IT-001,Information Security Awareness,2025-02-15,78
E1116,QA-001,Quality Management System,2024-10-03,71
E1117,QA-001,Quality Management System,2024-07-11,90
E1117,HR-002,Code of Conduct,2025-02-22,73
E1117,EHS-002,Forklift Certification,2026-02-11,73
E1118,FIN-001,Financial Compliance,2025-02-04,83
E1118,HR-001,Anti-Harassment Training,2024-07-06,89
E1119,ENG-001,CAD Software Proficiency,2024-11-20,87
E1119,HR-001,Anti-Harassment Training,2024-01-16,10
E1119,QA-001,Quality Management System,2024-01-06,70
E1119,EHS-002,Forklift Certification,2026-06-19,78
E1119,IT-001,Information Security Awareness,2025-12-26,98
E1119,EHS-001,Safety Fundamentals,2025-12-05,26
E1119,MFG-002,5S Workplace Organization,2024-11-09,86
E1120,MFG-002,5S Workplace Organization,2026-01-21,95
E1120,HR-002,Code of Conduct,2025-06-14,0
E1120,HR-001,Anti-Harassment Training,2026-02-07,15
E1120,IT-001,Information Security Awareness,2026-01-20,46
E1120,MFG-001,Lean Manufacturing Basics,2026-05-08,84
E1120,EHS-001,Safety Fundamentals,2026-06-07,35
E1120,EHS-002,Forklift Certification,2024-04-04,69
E1120,QA-001,Quality Management System,2026-04-16,76
E1120,ENG-001,CAD Software Proficiency,2024-11-02,76
E1121,IT-001,Information Security Awareness,2024-02-24,6
E1121,HR-002,Code of Conduct,2026-02-06,100
E1121,MFG-002,5S Workplace Organization,2024-08-17,73
E1121,HR-001,Anti-Harassment Training,2024-04-24,56
E1121,QA-001,Quality Management System,2026-05-11,91
E1121,FIN-001,Financial Compliance,2024-12-22,85
E1121,ENG-001,CAD Software Proficiency,2024-02-11,82
E1122,HR-002,Code of Conduct,2025-04-03,60
E1122,MFG-002,5S Workplace Organization,2026-04-02,83
E1122,FIN-001,Financial Compliance,2024-04-20,89
E1123,MFG-002,5S Workplace Organization,2026-02-21,81
E1123,MFG-001,Lean Manufacturing Basics,2025-04-11,74
E1123,HR-001,Anti-Harassment Training,2024-12-19,7
E1123,HR-002,Code of Conduct,2025-03-04,59
E1124,MFG-002,5S Workplace Organization,2026-05-28,77
E1124,HR-001,Anti-Harassment Training,2024-07-28,66
E1124,MFG-001,Lean Manufacturing Basics,2025-04-19,85
E1124,EHS-002,Forklift Certification,2025-05-01,87
E1124,ENG-001,CAD Software Proficiency,2026-02-08,85
E1124,IT-001,Information Security Awareness,2025-10-08,75
E1124,FIN-001,Financial Compliance,2024-10-01,88
E1124,QA-001,Quality Management System,2024-01-16,97
E1124,EHS-001,Safety Fundamentals,2024-07-17,50
E1125,EHS-002,Forklift Certification,2024-03-12,78
E1125,QA-001,Quality Management System,2024-11-03,66
E1125,ENG-001,CAD Software Proficiency,2025-11-10,80
E1125,FIN-001,Financial Compliance,2026-04-28,93
E1125,EHS-001,Safety Fundamentals,2026-05-01,58
E1125,IT-001,Information Security Awareness,2025-03-28,90
E1125,MFG-001,Lean Manufacturing Basics,2025-03-26,81
E1125,HR-001,Anti-Harassment Training,2026-04-23,81
E1125,MFG-002,5S Workplace Organization,2024-11-03,82
E1126,ENG-001,CAD Software Proficiency,2026-01-20,85
E1126,EHS-001,Safety Fundamentals,2026-01-17,86
E1126,IT-001,Information Security Awareness,2025-01-04,49
E1126,HR-002,Code of Conduct,2025-08-20,5
E1126,HR-001,Anti-Harassment Training,2025-06-06,82
E1126,QA-001,Quality Management System,2026-06-03,100
E1126,EHS-002,Forklift Certification,2026-02-05,81
E1127,ENG-001,CAD Software Proficiency,2026-02-25,98
E1127,EHS-002,Forklift Certification,2024-06-12,77
E1127,QA-001,Quality Management System,2026-06-14,82
E1127,MFG-001,Lean Manufacturing Basics,2024-02-12,81
E1127,IT-001,Information Security Awareness,2025-08-17,67
E1128,QA-001,Quality Management System,2025-10-12,69
E1128,ENG-001,CAD Software Proficiency,2024-08-03,77
E1128,IT-001,Information Security Awareness,2025-03-10,9
E1129,HR-001,Anti-Harassment Training,2026-02-16,19
E1129,IT-001,Information Security Awareness,2024-09-21,2
E1129,EHS-002,Forklift Certification,2025-07-22,94
E1130,QA-001,Quality Management System,2026-06-01,83
E1130,MFG-001,Lean Manufacturing Basics,2024-02-01,95
E1130,MFG-002,5S Workplace Organization,2024-09-21,80
E1130,HR-002,Code of Conduct,2025-10-11,83
E1131,QA-001,Quality Management System,2025-03-26,81
E1131,ENG-001,CAD Software Proficiency,2024-08-12,84
E1131,FIN-001,Financial Compliance,2024-03-12,84
E1131,HR-002,Code of Conduct,2025-03-20,20
E1131,HR-001,Anti-Harassment Training,2026-05-10,23
E1131,IT-001,Information Security Awareness,2024-12-23,85
E1131,EHS-002,Forklift Certification,2024-03-08,67
E1132,MFG-001,Lean Manufacturing Basics,2025-05-12,75
E1132,HR-001,Anti-Harassment Training,2024-09-23,4
E1133,MFG-001,Lean Manufacturing Basics,2024-01-13,85
E1133,HR-001,Anti-Harassment Training,2024-08-11,19
E1133,FIN-001,Financial Compliance,2024-12-18,91
E1133,HR-002,Code of Conduct,2025-11-23,37
E1133,IT-001,Information Security Awareness,2025-05-25,73
E1133,EHS-002,Forklift Certification,2026-02-26,96
E1133,ENG-001,CAD Software Proficiency,2026-04-11,97
E1134,QA-001,Quality Management System,2026-05-04,84
E1134,EHS-001,Safety Fundamentals,2024-07-20,28
E1134,HR-001,Anti-Harassment Training,2025-06-03,41
E1135,FIN-001,Financial Compliance,2026-05-08,100
E1135,HR-002,Code of Conduct,2025-04-01,10
E1136,QA-001,Quality Management System,2024-12-28,92
E1136,EHS-002,Forklift Certification,2025-07-12,60
E1136,MFG-002,5S Workplace Organization,2025-06-12,79
E1136,ENG-001,CAD Software Proficiency,2025-09-03,81
E1136,HR-002,Code of Conduct,2026-04-24,53
E1136,HR-001,Anti-Harassment Training,2025-05-06,93
E1136,EHS-001,Safety Fundamentals,2025-12-14,17
E1136,IT-001,Information Security Awareness,2026-05-03,18
E1136,FIN-001,Financial Compliance,2024-05-16,91
E1136,MFG-001,Lean Manufacturing Basics,2025-02-19,94
E1137,EHS-002,Forklift Certification,2025-12-19,68
E1137,EHS-001,Safety Fundamentals,2024-03-27,48
E1137,MFG-002,5S Workplace Organization,2025-09-16,71
E1137,MFG-001,Lean Manufacturing Basics,2025-10-10,85
E1137,HR-001,Anti-Harassment Training,2026-06-15,28
E1137,HR-002,Code of Conduct,2024-01-05,33
E1137,FIN-001,Financial Compliance,2025-11-27,95
E1137,QA-001,Quality Management System,2025-02-21,83
E1138,HR-001,Anti-Harassment Training,2026-06-12,74
E1138,QA-001,Quality Management System,2025-10-14,81
E1138,HR-002,Code of Conduct,2026-06-16,88
E1138,EHS-001,Safety Fundamentals,2024-06-17,93
E1138,MFG-002,5S Workplace Organization,2026-01-28,78
E1138,FIN-001,Financial Compliance,2024-10-02,79
E1138,ENG-001,CAD Software Proficiency,2025-08-23,79
E1138,MFG-001,Lean Manufacturing Basics,2025-03-02,78
E1139,MFG-002,5S Workplace Organization,2026-02-25,90
E1139,MFG-001,Lean Manufacturing Basics,2024-02-20,94
E1139,EHS-001,Safety Fundamentals,2024-09-11,40
E1139,HR-001,Anti-Harassment Training,2026-03-09,87
E1139,FIN-001,Financial Compliance,2026-06-12,78
E1139,IT-001,Information Security Awareness,2026-05-12,18
E1139,QA-001,Quality Management System,2024-03-17,83
E1140,QA-001,Quality Management System,2026-02-27,77
E1140,MFG-002,5S Workplace Organization,2026-05-23,86
E1140,MFG-001,Lean Manufacturing Basics,2026-06-18,92
E1140,EHS-002,Forklift Certification,2024-07-15,64
E1140,EHS-001,Safety Fundamentals,2024-03-01,61
E1140,ENG-001,CAD Software Proficiency,2025-05-23,86
E1140,IT-001,Information Security Awareness,2024-08-20,66
E1141,HR-001,Anti-Harassment Training,2026-02-23,29
E1141,IT-001,Information Security Awareness,2025-03-07,16
E1141,EHS-001,Safety Fundamentals,2024-07-23,97
E1141,MFG-001,Lean Manufacturing Basics,2024-02-01,94
E1141,QA-001,Quality Management System,2025-07-02,77
E1141,EHS-002,Forklift Certification,2024-01-26,92
E1141,ENG-001,CAD Software Proficiency,2026-01-16,78
E1142,EHS-001,Safety Fundamentals,2024-10-07,75
E1142,EHS-002,Forklift Certification,2024-03-22,82
E1142,IT-001,Information Security Awareness,2024-02-05,95
E1142,MFG-001,Lean Manufacturing Basics,2025-10-12,81
E1142,FIN-001,Financial Compliance,2024-09-25,98
E1142,MFG-002,5S Workplace Organization,2026-02-17,88
E1143,EHS-002,Forklift Certification,2026-02-10,70
E1143,EHS-001,Safety Fundamentals,2026-01-24,12
E1143,HR-002,Code of Conduct,2024-09-28,90
E1144,MFG-001,Lean Manufacturing Basics,2024-09-08,83
E1144,HR-001,Anti-Harassment Training,2024-06-04,59
E1144,QA-001,Quality Management System,2024-09-05,96
E1144,FIN-001,Financial Compliance,2025-12-10,92
E1144,EHS-001,Safety Fundamentals,2026-01-03,41
E1144,EHS-002,Forklift Certification,2025-02-13,78
E1144,ENG-001,CAD Software Proficiency,2025-10-24,84
E1144,IT-001,Information Security Awareness,2026-04-08,70
E1144,HR-002,Code of Conduct,2025-05-28,54
E1145,EHS-002,Forklift Certification,2026-04-22,66
E1145,QA-001,Quality Management System,2025-08-17,70
E1145,MFG-001,Lean Manufacturing Basics,2024-03-13,82
E1145,FIN-001,Financial Compliance,2026-05-04,98
E1145,EHS-001,Safety Fundamentals,2024-02-12,25
E1146,HR-002,Code of Conduct,2026-05-19,34
E1146,MFG-002,5S Workplace Organization,2026-04-12,85
E1146,EHS-002,Forklift Certification,2026-05-13,91
E1146,QA-001,Quality Management System,2026-03-05,94
E1146,FIN-001,Financial Compliance,2024-02-09,90
E1146,MFG-001,Lean Manufacturing Basics,2025-04-21,74
E1146,HR-001,Anti-Harassment Training,2024-02-24,6
E1147,QA-001,Quality Management System,2025-10-22,85
E1147,EHS-001,Safety Fundamentals,2024-05-20,79
E1147,HR-001,Anti-Harassment Training,2024-02-22,96
E1148,QA-001,Quality Management System,2026-05-01,67
E1148,FIN-001,Financial Compliance,2025-02-13,89
E1148,HR-002,Code of Conduct,2025-07-15,58
E1148,HR-001,Anti-Harassment Training,2024-01-06,71
E1148,MFG-001,Lean Manufacturing Basics,2026-03-23,75
E1148,ENG-001,CAD Software Proficiency,2025-07-05,84
E1148,IT-001,Information Security Awareness,2026-04-16,97
E1148,MFG-002,5S Workplace Organization,2024-10-22,85
E1148,EHS-002,Forklift Certification,2026-05-22,94
E1148,EHS-001,Safety Fundamentals,2026-04-16,71
E1149,ENG-001,CAD Software Proficiency,2025-10-13,94
E1149,EHS-001,Safety Fundamentals,2026-03-25,36
E1149,MFG-002,5S Workplace Organization,2025-01-01,88
E1149,HR-001,Anti-Harassment Training,2024-03-27,46
E1150,FIN-001,Financial Compliance,2025-07-12,76
E1150,EHS-001,Safety Fundamentals,2026-02-08,30
E1150,MFG-001,Lean Manufacturing Basics,2026-03-19,72
E1150,HR-002,Code of Conduct,2026-01-28,39
E1150,ENG-001,CAD Software Proficiency,2024-06-06,75
E1150,MFG-002,5S Workplace Organization,2026-03-02,84
E1150,HR-001,Anti-Harassment Training,2026-04-19,65
E1151,IT-001,Information Security Awareness,2025-06-19,12
E1151,EHS-001,Safety Fundamentals,2025-02-23,86
E1151,QA-001,Quality Management System,2024-06-16,97
E1151,FIN-001,Financial Compliance,2026-03-06,94
E1151,ENG-001,CAD Software Proficiency,2025-06-14,81
E1151,HR-001,Anti-Harassment Training,2025-11-28,100
E1151,HR-002,Code of Conduct,2024-09-07,36
E1151,MFG-002,5S Workplace Organization,2025-01-10,88
E1152,HR-002,Code of Conduct,2026-04-14,26
E1152,EHS-002,Forklift Certification,2025-02-21,79
E1152,ENG-001,CAD Software Proficiency,2026-03-14,96
E1152,IT-001,Information Security Awareness,2026-03-07,53
E1152,HR-001,Anti-Harassment Training,2025-05-20,65
E1152,MFG-001,Lean Manufacturing Basics,2025-11-25,87
E1152,EHS-001,Safety Fundamentals,2024-01-21,90
E1152,MFG-002,5S Workplace Organization,2026-02-19,85
E1153,QA-001,Quality Management System,2026-01-17,77
E1153,IT-001,Information Security Awareness,2025-08-05,30
E1153,MFG-002,5S Workplace Organization,2024-12-22,94
E1153,ENG-001,CAD Software Proficiency,2025-07-14,85
E1153,MFG-001,Lean Manufacturing Basics,2024-11-07,83
E1155,IT-001,Information Security Awareness,2025-04-04,19
E1155,HR-001,Anti-Harassment Training,2024-01-08,39
E1155,FIN-001,Financial Compliance,2025-08-18,88
E1155,MFG-001,Lean Manufacturing Basics,2025-11-02,76
E1155,QA-001,Quality Management System,2024-05-05,66
E1155,EHS-002,Forklift Certification,2025-05-22,95
E1156,EHS-001,Safety Fundamentals,2024-06-20,38
E1156,QA-001,Quality Management System,2024-07-12,70
E1156,FIN-001,Financial Compliance,2025-12-27,79
E1156,ENG-001,CAD Software Proficiency,2024-02-19,98
E1157,EHS-002,Forklift Certification,2026-06-08,87
E1157,ENG-001,CAD Software Proficiency,2024-03-04,80
E1157,IT-001,Information Security Awareness,2024-05-15,52
E1157,HR-002,Code of Conduct,2025-10-02,62
E1157,EHS-001,Safety Fundamentals,2026-03-23,14
E1157,FIN-001,Financial Compliance,2025-09-14,90
E1157,MFG-001,Lean Manufacturing Basics,2026-02-09,95
E1157,QA-001,Quality Management System,2024-06-16,88
E1157,HR-001,Anti-Harassment Training,2025-01-21,77
E1157,MFG-002,5S Workplace Organization,2024-12-22,95
E1158,HR-002,Code of Conduct,2026-04-10,81
E1158,IT-001,Information Security Awareness,2026-03-26,87
E1159,ENG-001,CAD Software Proficiency,2025-01-13,83
E1159,HR-002,Code of Conduct,2025-02-27,96
E1159,QA-001,Quality Management System,2024-05-07,75
E1160,MFG-001,Lean Manufacturing Basics,2025-12-14,73
E1160,MFG-002,5S Workplace Organization,2024-12-09,86
E1160,EHS-001,Safety Fundamentals,2024-06-14,77
E1160,HR-001,Anti-Harassment Training,2026-05-24,41
E1160,QA-001,Quality Management System,2025-12-01,68
E1160,HR-002,Code of Conduct,2026-06-06,80
E1160,IT-001,Information Security Awareness,2025-11-05,0
E1160,ENG-001,CAD Software Proficiency,2025-04-21,84
E1160,EHS-002,Forklift Certification,2025-10-03,67
E1161,HR-002,Code of Conduct,2026-06-14,40
E1161,ENG-001,CAD Software Proficiency,2025-08-28,98
E1161,HR-001,Anti-Harassment Training,2024-05-06,87
E1161,MFG-002,5S Workplace Organization,2026-03-26,79
E1162,EHS-002,Forklift Certification,2025-10-08,61
E1162,MFG-002,5S Workplace Organization,2024-09-21,89
E1162,MFG-001,Lean Manufacturing Basics,2026-02-03,84
E1162,FIN-001,Financial Compliance,2024-05-23,80
E1162,HR-002,Code of Conduct,2024-07-20,54
E1163,HR-001,Anti-Harassment Training,2024-12-17,55
E1163,EHS-002,Forklift Certification,2025-11-16,67
E1163,MFG-001,Lean Manufacturing Basics,2024-12-07,76
E1163,ENG-001,CAD Software Proficiency,2025-05-24,90
E1163,IT-001,Information Security Awareness,2025-03-14,26
E1163,EHS-001,Safety Fundamentals,2026-02-27,36
E1164,MFG-002,5S Workplace Organization,2024-05-09,77
E1164,HR-001,Anti-Harassment Training,2026-04-08,47
E1164,FIN-001,Financial Compliance,2026-06-21,89
E1164,QA-001,Quality Management System,2024-01-16,73
E1164,EHS-002,Forklift Certification,2025-12-13,73
E1165,MFG-002,5S Workplace Organization,2024-08-12,89
E1165,IT-001,Information Security Awareness,2026-05-23,95
E1165,EHS-002,Forklift Certification,2024-01-09,92
E1165,EHS-001,Safety Fundamentals,2026-04-10,50
E1165,ENG-001,CAD Software Proficiency,2026-03-05,92
E1165,FIN-001,Financial Compliance,2024-10-06,83
E1165,MFG-001,Lean Manufacturing Basics,2024-09-16,80
E1165,QA-001,Quality Management System,2025-03-03,85
E1166,MFG-002,5S Workplace Organization,2025-05-09,89
E1166,HR-001,Anti-Harassment Training,2025-09-11,55
E1166,IT-001,Information Security Awareness,2024-06-24,62
E1166,EHS-001,Safety Fundamentals,2024-09-28,84
E1166,ENG-001,CAD Software Proficiency,2026-04-02,81
E1166,FIN-001,Financial Compliance,2024-01-08,80
E1166,EHS-002,Forklift Certification,2024-08-09,70
E1166,HR-002,Code of Conduct,2026-04-14,14
E1166,MFG-001,Lean Manufacturing Basics,2025-01-15,81
E1166,QA-001,Quality Management System,2026-05-16,94
E1167,EHS-002,Forklift Certification,2026-05-27,77
E1167,HR-001,Anti-Harassment Training,2026-06-19,27
E1167,FIN-001,Financial Compliance,2026-01-17,99
E1167,ENG-001,CAD Software Proficiency,2026-02-14,77
E1167,EHS-001,Safety Fundamentals,2024-08-22,12
E1167,QA-001,Quality Management System,2025-01-10,72
