LineNum,Account ID,GL,Dept,Account Description,TransDate,Period,Transaction Type,Reference,Amount,Line Description,ID,Name,Job ID,Job Description,Job Type,Vendor ID,Vendor Name,Customer ID,Customer Name,FS Index,FS Index Name,Dir vs Indir,Prod,Org,Fixed v Var,Cost Pools,OH Calc,FS Seq 1,FS Seq 2,FS Level 1,FS Level 2 (Rev/COGS),FS Level 3 (COGS),FS Level 4 (COGS)
42160,62000-5000,62000,5000,Freight In - SP,1/26/2019,19-01,Purchase,0000Y069R8049.,0.51,FREIGHT,UPS,United Parcel Service,37701040,SPARE PARTS,,UPS,United Parcel Service,,,3000-62000,Freight In,Dir,SP,_0,Var,Fac OH,No,2500,2150,COGS,Mat,_0,SP
42161,85100-1011,85100,1011,Indirect Supplies - Packaging,1/26/2019,19-01,Purchase,0000Y069R8049.,9.16,FREIGHT,UPS,United Parcel Service,,,,UPS,United Parcel Service,,,1000-85100,Indirect supplies,Indir - Fac OH,Split,Packaging,Var,Fac OH,Yes,2100,2310,COGS,OH,_0,NE
42162,87300-0050,87300,50,Postage/Courier - Admin,1/26/2019,19-01,Purchase,0000Y069R8049.,13.26,FREIGHT,UPS,United Parcel Service,,,,UPS,United Parcel Service,,,0050-87300,Postage/courier,Indir,_0,Admin,Var,Fixed,Yes,4050,_0,Admin,_0,_0,_0
42163,84100-1011,84100,1011,Freight Out - NE,1/26/2019,19-01,Purchase,0000Y069R8049.,8.4,FREIGHT,UPS,United Parcel Service,LAT611EC,UOP Russell,,UPS,United Parcel Service,,,1000-84100,Freight out,Dir,NE,Packaging,Var,Fac OH,No,2100,2310,COGS,OH,_0,NE
42164,87300-0050,87300,50,Postage/Courier - Admin,1/26/2019,19-01,Purchase,0000Y069R8049.,14.5,FREIGHT,UPS,United Parcel Service,,,,UPS,United Parcel Service,,,0050-87300,Postage/courier,Indir,_0,Admin,Var,Fixed,Yes,4050,_0,Admin,_0,_0,_0
42165,21100-0000,21100,0,Accounts Payable,1/26/2019,19-01,Purchase,0000Y069R8049.,-559.46,United Parcel Service,UPS,United Parcel Service,,,,UPS,United Parcel Service,,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
42166,82300-2012,82300,2012,Maintenance - Machn Shop,1/27/2019,19-01,Purchase,6412760,83.86,PM SERVICE HYSTER LIFT SER#G108N03718D  MODEL E50,Pape,Pape Material Handling Exchange,,,,Pape,Pape Material Handling Exchang,,,2000-82300,Maintenance,Indir - Fac OH,Split,Machn Shop,Var,Fac OH,Yes,2200,2320,COGS,OH,_0,RD
42167,21100-0000,21100,0,Accounts Payable,1/27/2019,19-01,Purchase,6412760,-83.86,Pape Material Handling Exchang,Pape,Pape Material Handling Exchange,,,,Pape,Pape Material Handling Exchang,,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
42168,82300-2012,82300,2012,Maintenance - Machn Shop,1/27/2019,19-01,Purchase,6412764,83.86,PM SERVICE HYSTER LIFT SER#D098N01872C MODEL E120,Pape,Pape Material Handling Exchange,,,,Pape,Pape Material Handling Exchang,,,2000-82300,Maintenance,Indir - Fac OH,Split,Machn Shop,Var,Fac OH,Yes,2200,2320,COGS,OH,_0,RD
42169,21100-0000,21100,0,Accounts Payable,1/27/2019,19-01,Purchase,6412764,-83.86,Pape Material Handling Exchang,Pape,Pape Material Handling Exchange,,,,Pape,Pape Material Handling Exchang,,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
42170,82300-2012,82300,2012,Maintenance - Machn Shop,1/27/2019,19-01,Purchase,6412766,83.86,PM SERVICE LIFT TRUCK SER#CWP02900530 MODEL CWP02,Pape,Pape Material Handling Exchange,,,,Pape,Pape Material Handling Exchang,,,2000-82300,Maintenance,Indir - Fac OH,Split,Machn Shop,Var,Fac OH,Yes,2200,2320,COGS,OH,_0,RD
42171,21100-0000,21100,0,Accounts Payable,1/27/2019,19-01,Purchase,6412766,-83.86,Pape Material Handling Exchang,Pape,Pape Material Handling Exchange,,,,Pape,Pape Material Handling Exchang,,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
42172,82300-2012,82300,2012,Maintenance - Machn Shop,1/27/2019,19-01,Purchase,6412771,113.47,PM SERVICE  HYSTER LIFT SER#C098D03792U MODEL E80,Pape,Pape Material Handling Exchange,,,,Pape,Pape Material Handling Exchang,,,2000-82300,Maintenance,Indir - Fac OH,Split,Machn Shop,Var,Fac OH,Yes,2200,2320,COGS,OH,_0,RD
42173,21100-0000,21100,0,Accounts Payable,1/27/2019,19-01,Purchase,6412771,-113.47,Pape Material Handling Exchang,Pape,Pape Material Handling Exchange,,,,Pape,Pape Material Handling Exchang,,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
42174,82300-2012,82300,2012,Maintenance - Machn Shop,1/27/2019,19-01,Purchase,6412774,117.44,PM SERVICE  HYSTER LIFT SER#F108V15641W MODEL E50,Pape,Pape Material Handling Exchange,,,,Pape,Pape Material Handling Exchang,,,2000-82300,Maintenance,Indir - Fac OH,Split,Machn Shop,Var,Fac OH,Yes,2200,2320,COGS,OH,_0,RD
42175,21100-0000,21100,0,Accounts Payable,1/27/2019,19-01,Purchase,6412774,-117.44,Pape Material Handling Exchang,Pape,Pape Material Handling Exchange,,,,Pape,Pape Material Handling Exchang,,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
42176,10220-0000,10220,0,Cash - Citibank Operating,1/28/2019,19-01,General Journal Entry,01-22A-PR French Emp,"-7,135.35",Cash-Ledru,,,,,,,,,,10000,Cash,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
42177,10220-0000,10220,0,Cash - Citibank Operating,1/28/2019,19-01,General Journal Entry,01-22A-PR French Emp,"-5,845.44",Cash-Gentilini,,,,,,,,,,10000,Cash,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
42178,22210-0000,22210,0,Payroll Taxes Withheld,1/28/2019,19-01,General Journal Entry,01-22A-PR French Emp,"-2,282.08",FR Emp-URSSAF,,,,,,,,,,22100,Accrued payroll,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
42179,22210-0000,22210,0,Payroll Taxes Withheld,1/28/2019,19-01,General Journal Entry,01-22A-PR French Emp,"-1,245.48",FR Emp-Retirement,,,,,,,,,,22100,Accrued payroll,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
42180,22210-0000,22210,0,Payroll Taxes Withheld,1/28/2019,19-01,General Journal Entry,01-22A-PR French Emp,-103.88,FR Emp-Death & Diability Ins,,,,,,,,,,22100,Accrued payroll,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
42181,22210-0000,22210,0,Payroll Taxes Withheld,1/28/2019,19-01,General Journal Entry,01-22A-PR French Emp,-482.24,FR Emp-Collection at Source,,,,,,,,,,22100,Accrued payroll,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
42182,22220-0000,22220,0,Employer P/R Tax Payable,1/28/2019,19-01,General Journal Entry,01-22A-PR French Emp,"-5,043.21",FR ER-URSSAF,,,,,,,,,,22100,Accrued payroll,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
42183,22220-0000,22220,0,Employer P/R Tax Payable,1/28/2019,19-01,General Journal Entry,01-22A-PR French Emp,"-1,866.90",FR ER-Retirement,,,,,,,,,,22100,Accrued payroll,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
42184,22220-0000,22220,0,Employer P/R Tax Payable,1/28/2019,19-01,General Journal Entry,01-22A-PR French Emp,-225.22,FR ER-Death & Diability Ins,,,,,,,,,,22100,Accrued payroll,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
42185,22220-0000,22220,0,Employer P/R Tax Payable,1/28/2019,19-01,General Journal Entry,01-22A-PR French Emp,-268.36,FR ER-Life Insurance,,,,,,,,,,22100,Accrued payroll,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
42186,70100-4019,70100,4019,Direct Labor - Field Svcs,1/28/2019,19-01,General Journal Entry,01-22A-PR French Emp,"8,565.12",Direct Labor - Field Svcs,,,,,,,,,,3000-70100,Direct labor,Dir,_0,Field Svcs,Var,Dir,No,2400,2294,COGS,DL,FS,FS
42187,70105-4019,70105,4019,Overtime - Field Svcs,1/28/2019,19-01,General Journal Entry,01-22A-PR French Emp,"2,964.15",Overtime-Field Svcs,,,,,,,,,,3000-70105,Overtime,Dir,_0,Field Svcs,Var,Dir,No,2400,2294,COGS,DL,FS,FS
42188,70110-4019,70110,4019,Vacation Exp - Field Svcs,1/28/2019,19-01,General Journal Entry,01-22A-PR French Emp,"5,565.20",Vacation Expense,,,,,,,,,,3000-70110,Vacation exp,Dir,_0,Field Svcs,Var,Dir,No,2400,2294,COGS,DL,FS,FS
42189,70200-4019,70200,4019,P/R Taxes - Field Svcs,1/28/2019,19-01,General Journal Entry,01-22A-PR French Emp,"7,403.69",P/R Taxes - Field Svcs,,,,,,,,,,3000-70200,P/R taxes,Dir,_0,Field Svcs,Var,Dir,No,2400,2294,COGS,DL,FS,FS
42190,70110-4019,70110,4019,Vacation Exp - Field Svcs,1/28/2019,19-01,General Journal Entry,01-22B-PR French PTO,"44,508.70",Accrued PTO,,,,,,,,,,3000-70110,Vacation exp,Dir,_0,Field Svcs,Var,Dir,No,2400,2294,COGS,DL,FS,FS
42191,22120-0000,22120,0,Accrued Vacation,1/28/2019,19-01,General Journal Entry,01-22B-PR French PTO,"-19,750.16",Accrued Vacation-E Ledru,,,,,,,,,,22100,Accrued payroll,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
42192,22120-0000,22120,0,Accrued Vacation,1/28/2019,19-01,General Journal Entry,01-22B-PR French PTO,"-24,758.54",Accrued Vacation-E Gentilini,,,,,,,,,,22100,Accrued payroll,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
42193,51100-4000,51100,4000,COGS - Materials - FS,1/28/2019,19-01,Payment,E.Ledru expenses,985.62,COGS - Materials - FS,Citibank,Citibank,,,,Citibank,Citibank,,,4000-50000,COGS - Field services,Dir,FS,_0,Var,Dir,No,2400,2140,COGS,Mat,_0,FS
42194,10220-0000,10220,0,Cash - Citibank Operating,1/28/2019,19-01,Payment,E.Ledru expenses,-985.62,Citibank,Citibank,Citibank,,,,Citibank,Citibank,,,10000,Cash,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
42195,87200-4019,87200,4019,Travel - Field Svcs,1/28/2019,19-01,Payment,M29690,150,Travel - Field Svcs,Michael Beneteau,Michael Beneteau,,,,Michael Beneteau,Michael Beneteau,,,3000-87200,Travel,Indir - Fac OH,Split,Field Svcs,Var,Fac OH,Yes,2400,2340,COGS,OH,_0,FS
42196,10110-0000,10110,0,Cash - MVB Operating,1/28/2019,19-01,Payment,M29690,-150,Michael Beneteau,Michael Beneteau,Michael Beneteau,,,,Michael Beneteau,Michael Beneteau,,,10000,Cash,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
42197,21100-0000,21100,0,Accounts Payable,1/28/2019,19-01,Payment,M29691,"10,016.21",Invoice: 011419,Travelers,Travelers,,,,Travelers,Travelers,,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
42198,10110-0000,10110,0,Cash - MVB Operating,1/28/2019,19-01,Payment,M29691,"-10,016.21",Travelers,Travelers,Travelers,,,,Travelers,Travelers,,,10000,Cash,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
42199,21100-0000,21100,0,Accounts Payable,1/28/2019,19-01,Payment,M29692,"3,027.00",Invoice: 21154-55527,PROCESS INSTRUMENTS,"PROCESS INSTRUMENTS & CONTROLS, LLC.",,,,PROCESS INSTRUMENTS,PROCESS INSTRUMENTS & CONTROLS,,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
42200,10110-0000,10110,0,Cash - MVB Operating,1/28/2019,19-01,Payment,M29692,"-3,027.00",PROCESS INSTRUMENTS & CONTROLS,PROCESS INSTRUMENTS,"PROCESS INSTRUMENTS & CONTROLS, LLC.",,,,PROCESS INSTRUMENTS,PROCESS INSTRUMENTS & CONTROLS,,,10000,Cash,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
42201,21100-0000,21100,0,Accounts Payable,1/28/2019,19-01,Payment,M29693,962.5,Invoice: 20C826675,Transgroup,Transgroup Worldwide Logistics,,,,Transgroup,Transgroup Worldwide Logistics,,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
42202,10110-0000,10110,0,Cash - MVB Operating,1/28/2019,19-01,Payment,M29693,-962.5,Transgroup Worldwide Logistics,Transgroup,Transgroup Worldwide Logistics,,,,Transgroup,Transgroup Worldwide Logistics,,,10000,Cash,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
42203,21100-0000,21100,0,Accounts Payable,1/28/2019,19-01,Payment,M29694,147.31,Invoice: 08508367,Valencia Water,SCV Water-Valencia Division,,,,Valencia Water,SCV Water-Valencia Division,,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
42204,21100-0000,21100,0,Accounts Payable,1/28/2019,19-01,Payment,M29694,28.71,Invoice: 08508368,Valencia Water,SCV Water-Valencia Division,,,,Valencia Water,SCV Water-Valencia Division,,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
42205,21100-0000,21100,0,Accounts Payable,1/28/2019,19-01,Payment,M29694,181.4,Invoice: 08508369,Valencia Water,SCV Water-Valencia Division,,,,Valencia Water,SCV Water-Valencia Division,,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
42206,21100-0000,21100,0,Accounts Payable,1/28/2019,19-01,Payment,M29694,21.53,Invoice: 08508370,Valencia Water,SCV Water-Valencia Division,,,,Valencia Water,SCV Water-Valencia Division,,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
42207,10110-0000,10110,0,Cash - MVB Operating,1/28/2019,19-01,Payment,M29694,-378.95,SCV Water-Valencia Division,Valencia Water,SCV Water-Valencia Division,,,,Valencia Water,SCV Water-Valencia Division,,,10000,Cash,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
42208,88410-0050,88410,50,Recruitment - Admin,1/28/2019,19-01,Purchase,1625423-01-2019,55.84,"Morales, Jose",ADP SCREENING,ADP SCREENING & SELECTION SERVICES,,,,ADP SCREENING,ADP SCREENING & SELECTION SERV,,,0050-88410,Recruitment,Indir,_0,Admin,Fixed,Fixed,Yes,4050,_0,Admin,_0,_0,_0
42209,88410-0050,88410,50,Recruitment - Admin,1/28/2019,19-01,Purchase,1625423-01-2019,55.84,"Petrosian, Armen",ADP SCREENING,ADP SCREENING & SELECTION SERVICES,,,,ADP SCREENING,ADP SCREENING & SELECTION SERV,,,0050-88410,Recruitment,Indir,_0,Admin,Fixed,Fixed,Yes,4050,_0,Admin,_0,_0,_0
42210,21100-0000,21100,0,Accounts Payable,1/28/2019,19-01,Purchase,1625423-01-2019,-111.68,ADP SCREENING & SELECTION SERV,ADP SCREENING,ADP SCREENING & SELECTION SERVICES,,,,ADP SCREENING,ADP SCREENING & SELECTION SERV,,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
42211,51100-1000,51100,1000,COGS - Materials - NE,1/28/2019,19-01,Purchase,35519,401.2,"UNIVERSAL CONVERTER 4-20mA IN/4-20 Ma 0ut, instal",PR Electronics,PR Electronics Inc.,LAT611EC,UOP Russell,,PR Electronics,PR Electronics Inc.,,,1000-50000,COGS - New equipment,Dir,NE,_0,Var,Dir,No,2100,2110,COGS,Mat,_0,NE
42212,51100-1000,51100,1000,COGS - Materials - NE,1/28/2019,19-01,Purchase,35519,401.2,"UNIVERSAL CONVERTER 4-20mA IN/4-20 Ma 0ut, instal",PR Electronics,PR Electronics Inc.,LAT612EC,UOP Russell,,PR Electronics,PR Electronics Inc.,,,1000-50000,COGS - New equipment,Dir,NE,_0,Var,Dir,No,2100,2110,COGS,Mat,_0,NE
42213,51100-1000,51100,1000,COGS - Materials - NE,1/28/2019,19-01,Purchase,35519,401.2,"UNIVERSAL CONVERTER 4-20mA IN/4-20 Ma 0ut, instal",PR Electronics,PR Electronics Inc.,LAT615EC,UOP Russell,,PR Electronics,PR Electronics Inc.,,,1000-50000,COGS - New equipment,Dir,NE,_0,Var,Dir,No,2100,2110,COGS,Mat,_0,NE
42214,51100-1000,51100,1000,COGS - Materials - NE,1/28/2019,19-01,Purchase,35519,401.2,"UNIVERSAL CONVERTER 4-20mA IN/4-20 Ma 0ut, instal",PR Electronics,PR Electronics Inc.,LAT616EC,Targa,,PR Electronics,PR Electronics Inc.,,,1000-50000,COGS - New equipment,Dir,NE,_0,Var,Dir,No,2100,2110,COGS,Mat,_0,NE
42215,51100-1000,51100,1000,COGS - Materials - NE,1/28/2019,19-01,Purchase,35519,401.2,"UNIVERSAL CONVERTER 4-20mA IN/4-20 Ma 0ut, instal",PR Electronics,PR Electronics Inc.,LAT609EC,UOP Russell,,PR Electronics,PR Electronics Inc.,,,1000-50000,COGS - New equipment,Dir,NE,_0,Var,Dir,No,2100,2110,COGS,Mat,_0,NE
42216,51100-1000,51100,1000,COGS - Materials - NE,1/28/2019,19-01,Purchase,35519,401.2,"UNIVERSAL CONVERTER 4-20mA IN/4-20 Ma 0ut, instal",PR Electronics,PR Electronics Inc.,LAT614EC,OPD,,PR Electronics,PR Electronics Inc.,,,1000-50000,COGS - New equipment,Dir,NE,_0,Var,Dir,No,2100,2110,COGS,Mat,_0,NE
42217,62000-1000,62000,1000,Freight In - NE,1/28/2019,19-01,Purchase,35519,16.33,SHIPPING,PR Electronics,PR Electronics Inc.,LAT611EC,UOP Russell,,PR Electronics,PR Electronics Inc.,,,1000-62000,Freight In,Dir,NE,_0,Var,Fac OH,No,2100,2110,COGS,Mat,_0,NE
42218,62000-1000,62000,1000,Freight In - NE,1/28/2019,19-01,Purchase,35519,16.33,SHIPPING,PR Electronics,PR Electronics Inc.,LAT612EC,UOP Russell,,PR Electronics,PR Electronics Inc.,,,1000-62000,Freight In,Dir,NE,_0,Var,Fac OH,No,2100,2110,COGS,Mat,_0,NE
42219,62000-1000,62000,1000,Freight In - NE,1/28/2019,19-01,Purchase,35519,16.33,SHIPPING,PR Electronics,PR Electronics Inc.,LAT615EC,UOP Russell,,PR Electronics,PR Electronics Inc.,,,1000-62000,Freight In,Dir,NE,_0,Var,Fac OH,No,2100,2110,COGS,Mat,_0,NE
42220,62000-1000,62000,1000,Freight In - NE,1/28/2019,19-01,Purchase,35519,16.33,SHIPPING,PR Electronics,PR Electronics Inc.,LAT616EC,Targa,,PR Electronics,PR Electronics Inc.,,,1000-62000,Freight In,Dir,NE,_0,Var,Fac OH,No,2100,2110,COGS,Mat,_0,NE
42221,62000-1000,62000,1000,Freight In - NE,1/28/2019,19-01,Purchase,35519,16.34,SHIPPING,PR Electronics,PR Electronics Inc.,LAT609EC,UOP Russell,,PR Electronics,PR Electronics Inc.,,,1000-62000,Freight In,Dir,NE,_0,Var,Fac OH,No,2100,2110,COGS,Mat,_0,NE
42222,62000-1000,62000,1000,Freight In - NE,1/28/2019,19-01,Purchase,35519,16.34,SHIPPING,PR Electronics,PR Electronics Inc.,LAT614EC,OPD,,PR Electronics,PR Electronics Inc.,,,1000-62000,Freight In,Dir,NE,_0,Var,Fac OH,No,2100,2110,COGS,Mat,_0,NE
42223,21100-0000,21100,0,Accounts Payable,1/28/2019,19-01,Purchase,35519,"-2,505.20",PR Electronics Inc.,PR Electronics,PR Electronics Inc.,,,,PR Electronics,PR Electronics Inc.,,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
42224,51100-5000,51100,5000,COGS - Materials - SP,1/28/2019,19-01,Purchase,3581653,"1,645.80","LAT PN 7770000074 ELEMENT, FILTER, LUBE OIL, 10 M",John Crane,"John Crane, Inc.",37701040,SPARE PARTS,,John Crane,"John Crane, Inc.",,,5000-50000,COGS - Spares,Dir,SP,_0,Var,Dir,No,2500,2150,COGS,Mat,_0,SP
42225,51100-5000,51100,5000,COGS - Materials - SP,1/28/2019,19-01,Purchase,3581653,"1,645.80","LAT PN 7770000074 ELEMENT, FILTER, LUBE OIL, 10 M",John Crane,"John Crane, Inc.",37701058,Apache Corporation,,John Crane,"John Crane, Inc.",,,5000-50000,COGS - Spares,Dir,SP,_0,Var,Dir,No,2500,2150,COGS,Mat,_0,SP
42226,51100-5000,51100,5000,COGS - Materials - SP,1/28/2019,19-01,Purchase,3581653,"2,416.50","Element, Filter, Hydrocarbon Gas, 5 Micron Nomina",John Crane,"John Crane, Inc.",37701040,SPARE PARTS,,John Crane,"John Crane, Inc.",,,5000-50000,COGS - Spares,Dir,SP,_0,Var,Dir,No,2500,2150,COGS,Mat,_0,SP
42227,51100-5000,51100,5000,COGS - Materials - SP,1/28/2019,19-01,Purchase,3581653,"2,416.50","Element, Filter, Hydrocarbon Gas, 5 Micron Nomina",John Crane,"John Crane, Inc.",37701058,Apache Corporation,,John Crane,"John Crane, Inc.",,,5000-50000,COGS - Spares,Dir,SP,_0,Var,Dir,No,2500,2150,COGS,Mat,_0,SP
42228,21100-0000,21100,0,Accounts Payable,1/28/2019,19-01,Purchase,3581653,"-8,124.60","John Crane, Inc.",John Crane,"John Crane, Inc.",,,,John Crane,"John Crane, Inc.",,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
42229,62000-1000,62000,1000,Freight In - NE,1/28/2019,19-01,Purchase,74275,"1,659.00",COURIER SERVICES 1/21/19 - 1/25/19,Mercury Messenger,"Mercury Messenger Service, Inc.",various,,,Mercury Messenger,"Mercury Messenger Service, Inc",,,1000-62000,Freight In,Dir,NE,_0,Var,Fac OH,No,2100,2110,COGS,Mat,_0,NE
42230,62000-1000,62000,1000,Freight In - NE,1/28/2019,19-01,Purchase,74275,"-1,659.00",COURIER SERVICES 1/21/19 - 1/25/19,Mercury Messenger,"Mercury Messenger Service, Inc.",various,,,Mercury Messenger,"Mercury Messenger Service, Inc",,,1000-62000,Freight In,Dir,NE,_0,Var,Fac OH,No,2100,2110,COGS,Mat,_0,NE
42231,62000-1000,62000,1000,Freight In - NE,1/28/2019,19-01,Purchase,74275,163.34,COURIER SERVICES 1/21/19 - 1/25/19,Mercury Messenger,"Mercury Messenger Service, Inc.",LAT615EC,UOP Russell,,Mercury Messenger,"Mercury Messenger Service, Inc",,,1000-62000,Freight In,Dir,NE,_0,Var,Fac OH,No,2100,2110,COGS,Mat,_0,NE
42232,62000-1000,62000,1000,Freight In - NE,1/28/2019,19-01,Purchase,74275,234,COURIER SERVICES 1/21/19 - 1/25/19,Mercury Messenger,"Mercury Messenger Service, Inc.",LAT609EC,UOP Russell,,Mercury Messenger,"Mercury Messenger Service, Inc",,,1000-62000,Freight In,Dir,NE,_0,Var,Fac OH,No,2100,2110,COGS,Mat,_0,NE
42233,62000-3000,62000,3000,Freight In - RP,1/28/2019,19-01,Purchase,74275,120,COURIER SERVICES 1/21/19 - 1/25/19,Mercury Messenger,"Mercury Messenger Service, Inc.",47701039,Energy Transfer,,Mercury Messenger,"Mercury Messenger Service, Inc",,,3000-62000,Freight In,Dir,RP,_0,Var,Fac OH,No,2300,2130,COGS,Mat,_0,RP
42234,62000-3000,62000,3000,Freight In - RP,1/28/2019,19-01,Purchase,74275,143.67,COURIER SERVICES 1/21/19 - 1/25/19,Mercury Messenger,"Mercury Messenger Service, Inc.",47701035,Matheson Gas,,Mercury Messenger,"Mercury Messenger Service, Inc",,,3000-62000,Freight In,Dir,RP,_0,Var,Fac OH,No,2300,2130,COGS,Mat,_0,RP
42235,62000-1000,62000,1000,Freight In - NE,1/28/2019,19-01,Purchase,74275,420,COURIER SERVICES 1/21/19 - 1/25/19,Mercury Messenger,"Mercury Messenger Service, Inc.",LAT611EC,UOP Russell,,Mercury Messenger,"Mercury Messenger Service, Inc",,,1000-62000,Freight In,Dir,NE,_0,Var,Fac OH,No,2100,2110,COGS,Mat,_0,NE
42236,62000-3000,62000,3000,Freight In - RP,1/28/2019,19-01,Purchase,74275,104.33,COURIER SERVICES 1/21/19 - 1/25/19,Mercury Messenger,"Mercury Messenger Service, Inc.",47701022,LA County Sanitation,,Mercury Messenger,"Mercury Messenger Service, Inc",,,3000-62000,Freight In,Dir,RP,_0,Var,Fac OH,No,2300,2130,COGS,Mat,_0,RP
42237,62000-5000,62000,5000,Freight In - SP,1/28/2019,19-01,Purchase,74275,29.33,COURIER SERVICES 1/21/19 - 1/25/19,Mercury Messenger,"Mercury Messenger Service, Inc.",37701042,SPARE PARTS,,Mercury Messenger,"Mercury Messenger Service, Inc",,,3000-62000,Freight In,Dir,SP,_0,Var,Fac OH,No,2500,2150,COGS,Mat,_0,SP
42238,62000-1000,62000,1000,Freight In - NE,1/28/2019,19-01,Purchase,74275,65,COURIER SERVICES 1/21/19 - 1/25/19,Mercury Messenger,"Mercury Messenger Service, Inc.",INVENTORY,,,Mercury Messenger,"Mercury Messenger Service, Inc",,,1000-62000,Freight In,Dir,NE,_0,Var,Fac OH,No,2100,2110,COGS,Mat,_0,NE
42239,62000-1000,62000,1000,Freight In - NE,1/28/2019,19-01,Purchase,74275,66.33,COURIER SERVICES 1/21/19 - 1/25/19,Mercury Messenger,"Mercury Messenger Service, Inc.",LAT607EC,Optimized Process Designs,,Mercury Messenger,"Mercury Messenger Service, Inc",,,1000-62000,Freight In,Dir,NE,_0,Var,Fac OH,No,2100,2110,COGS,Mat,_0,NE
42240,62000-1000,62000,1000,Freight In - NE,1/28/2019,19-01,Purchase,74275,88,COURIER SERVICES 1/21/19 - 1/25/19,Mercury Messenger,"Mercury Messenger Service, Inc.",LAT616EC,Targa,,Mercury Messenger,"Mercury Messenger Service, Inc",,,1000-62000,Freight In,Dir,NE,_0,Var,Fac OH,No,2100,2110,COGS,Mat,_0,NE
42241,62000-1000,62000,1000,Freight In - NE,1/28/2019,19-01,Purchase,74275,225,COURIER SERVICES 1/21/19 - 1/25/19,Mercury Messenger,"Mercury Messenger Service, Inc.",LAT610EC,OPD,,Mercury Messenger,"Mercury Messenger Service, Inc",,,1000-62000,Freight In,Dir,NE,_0,Var,Fac OH,No,2100,2110,COGS,Mat,_0,NE
42242,21100-0000,21100,0,Accounts Payable,1/28/2019,19-01,Purchase,74275,"-1,659.00","Mercury Messenger Service, Inc",Mercury Messenger,"Mercury Messenger Service, Inc.",,,,Mercury Messenger,"Mercury Messenger Service, Inc",,,21000,Accounts payable,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0,_0
42243,84200-2012,84200,2012,Expendable Tools - Machn Shop,1/28/2019,19-01,Purchase,8865226,146.16,KYOCERA 3/16 4 FLUTE BN TA COATED IT#SGS31930,WESTERN TOOL & SUPPL,WESTERN TOOL & SUPPLY CO,MACHINING,MACHINING,,WESTERN TOOL & SUPPL,WESTERN TOOL & SUPPLY CO,,,2000-84200,Expendable tools,Indir - Fac OH,Split,Machn Shop,Var,Fac OH,Yes,2200,2320,COGS,OH,_0,RD
