order_id,customer_id,product_id,order_date,ship_date,qty,unit_price,revenue
ORD10358,CUS019,P006,2023-06-17,2023-07-26,115,781.66,89890.9
ORD10359,CUS013,P010,2023-06-11,2023-07-24,81,642.14,52013.34
ORD10360,CUS038,P014,2023-06-17,2023-07-20,15,202.57,3038.55
ORD10361,CUS037,P005,2023-06-15,2023-07-04,351,115.62,40582.62
ORD10362,CUS042,P007,2023-06-16,2023-07-24,377,266.01,100285.77
ORD10363,CUS030,P002,2023-06-15,2023-07-25,241,841.4,202777.4
ORD10364,CUS002,P007,2023-06-16,2023-07-14,121,296.13,35831.73
ORD10365,CUS039,P002,2023-06-11,2023-07-01,499,346.44,172873.56
ORD10366,CUS011,P006,2023-06-17,2023-07-02,68,356.12,24216.16
ORD10367,CUS046,P004,2023-06-15,2023-07-16,384,507.71,194960.64
ORD10368,CUS049,P013,2023-06-11,2023-07-07,125,216.09,27011.25
ORD10369,CUS014,P008,2023-06-23,2023-08-02,436,422.68,184288.48
ORD10370,CUS014,P011,2023-06-20,2023-07-10,154,62.61,9641.94
ORD10371,CUS037,P009,2023-06-24,2023-07-24,55,625.91,34425.05
ORD10372,CUS005,P014,2023-06-21,2023-08-05,317,203.62,64547.54
ORD10373,CUS005,P005,2023-06-22,2023-07-11,63,355.38,22388.94
ORD10374,CUS019,P010,2023-06-23,2023-07-12,405,45.56,18451.8
ORD10375,CUS020,P011,2023-06-19,2023-07-05,87,461.95,40189.65
ORD10376,CUS027,P014,2023-06-21,2023-07-12,216,780.68,168626.88
ORD10377,CUS003,P012,2023-06-18,2023-07-04,136,265.88,36159.68
ORD10378,CUS008,P014,2023-06-24,2023-07-20,142,439.1,62352.2
ORD10379,CUS048,P015,2023-06-20,2023-07-23,293,240.43,70445.99
ORD10380,CUS010,P001,2023-06-19,2023-07-23,111,86.62,9614.82
ORD10381,CUS045,P008,2023-06-29,2023-07-19,258,715.8,184676.4
ORD10382,CUS038,P002,2023-06-26,2023-08-03,40,90.87,3634.8
ORD10383,CUS031,P002,2023-07-01,2023-07-20,414,433.8,179593.2
ORD10384,CUS014,P015,2023-06-26,2023-07-16,308,587.52,180956.16
ORD10385,CUS002,P003,2023-06-27,2023-08-09,352,740.63,260701.76
ORD10386,CUS011,P015,2023-06-29,2023-07-18,158,100.91,15943.78
ORD10387,CUS009,P014,2023-06-29,2023-08-11,445,546.4,243148.0
ORD10388,CUS021,P003,2023-06-28,2023-07-16,405,791.78,320670.9
ORD10389,CUS028,P008,2023-07-08,2023-08-14,261,338.97,88471.17
ORD10390,CUS028,P004,2023-07-06,2023-07-24,132,482.14,63642.48
ORD10391,CUS006,P001,2023-07-07,2023-08-21,164,532.1,87264.4
ORD10392,CUS008,P011,2023-07-05,2023-07-26,410,501.52,205623.2
ORD10393,CUS019,P003,2023-07-03,2023-07-26,70,312.39,21867.3
ORD10394,CUS004,P002,2023-07-07,2023-08-05,52,784.07,40771.64
ORD10395,CUS014,P006,2023-07-02,2023-08-11,315,572.35,180290.25
ORD10396,CUS043,P003,2023-07-05,2023-07-23,218,476.99,103983.82
ORD10397,CUS023,P006,2023-07-03,2023-08-06,99,650.07,64356.93
ORD10398,CUS032,P012,2023-07-04,2023-07-22,11,139.62,1535.82
ORD10399,CUS024,P005,2023-07-05,2023-07-23,488,608.76,297074.88
ORD10400,CUS035,P010,2023-07-14,2023-08-14,276,458.71,126603.96
ORD10401,CUS023,P007,2023-07-12,2023-08-13,269,495.43,133270.67
ORD10402,CUS039,P004,2023-07-09,2023-07-24,199,112.42,22371.58
ORD10403,CUS041,P012,2023-07-14,2023-08-18,231,397.42,91804.02
ORD10404,CUS043,P015,2023-07-12,2023-08-08,197,325.35,64093.95
ORD10405,CUS033,P005,2023-07-10,2023-08-04,239,551.48,131803.72
ORD10406,CUS006,P008,2023-07-10,2023-08-17,216,134.95,29149.2
ORD10407,CUS042,P006,2023-07-12,2023-08-18,23,238.67,5489.41
ORD10408,CUS001,P008,2023-07-09,2023-07-25,52,267.6,13915.2
ORD10409,CUS042,P015,2023-07-11,2023-08-01,439,208.55,91553.45
ORD10410,CUS025,P009,2023-07-14,2023-08-23,450,173.53,78088.5
ORD10411,CUS003,P013,2023-07-14,2023-08-25,408,691.62,282180.96
ORD10412,CUS001,P001,2023-07-14,2023-08-23,219,471.73,103308.87
ORD10413,CUS004,P011,2023-07-11,2023-07-31,258,136.85,35307.3
ORD10414,CUS010,P001,2023-07-12,2023-08-21,96,183.54,17619.84
ORD10415,CUS047,P002,2023-07-09,2023-08-14,455,679.01,308949.55
ORD10416,CUS011,P003,2023-07-10,2023-08-02,292,147.17,42973.64
ORD10417,CUS036,P003,2023-07-18,2023-08-01,284,254.12,72170.08
ORD10418,CUS021,P014,2023-07-17,2023-08-12,193,849.94,164038.42
ORD10419,CUS038,P010,2023-07-18,2023-08-03,10,250.16,2501.6
ORD10420,CUS003,P012,2023-07-22,2023-08-22,241,524.41,126382.81
ORD10421,CUS008,P004,2023-07-18,2023-08-07,370,120.26,44496.2
ORD10422,CUS016,P006,2023-07-21,2023-08-05,432,728.72,314807.04
ORD10423,CUS050,P006,2023-07-17,2023-08-20,409,803.54,328647.86
ORD10424,CUS010,P003,2023-07-22,2023-08-13,482,706.15,340364.3
ORD10425,CUS028,P005,2023-07-16,2023-08-22,499,428.73,213936.27
ORD10426,CUS003,P010,2023-07-22,2023-09-03,278,223.22,62055.16
ORD10427,CUS035,P001,2023-07-29,2023-08-16,22,763.34,16793.48
ORD10428,CUS007,P010,2023-07-25,2023-08-29,134,273.56,36657.04
ORD10429,CUS040,P006,2023-07-29,2023-08-20,412,653.74,269340.88
ORD10430,CUS049,P015,2023-07-23,2023-08-22,157,412.36,64740.52
ORD10431,CUS027,P013,2023-07-26,2023-08-27,385,754.12,290336.2
ORD10432,CUS009,P009,2023-07-23,2023-08-17,53,554.29,29377.37
ORD10433,CUS044,P009,2023-07-27,2023-08-24,21,343.06,7204.26
ORD10434,CUS049,P006,2023-07-26,2023-08-10,354,846.19,299551.26
ORD10435,CUS030,P009,2023-07-27,2023-08-17,351,145.37,51024.87
ORD10436,CUS015,P014,2023-07-28,2023-09-08,138,793.21,109462.98
ORD10437,CUS016,P014,2023-08-04,2023-09-12,315,499.96,157487.4
ORD10438,CUS021,P014,2023-08-01,2023-09-04,500,309.2,154600.0
ORD10439,CUS032,P013,2023-08-01,2023-09-03,367,658.73,241753.91
ORD10440,CUS035,P013,2023-08-01,2023-08-26,304,763.2,232012.8
ORD10441,CUS001,P014,2023-08-02,2023-09-12,300,551.05,165315.0
ORD10442,CUS045,P005,2023-08-01,2023-08-24,276,526.38,145280.88
ORD10443,CUS035,P007,2023-07-30,2023-09-06,44,625.51,27522.44
ORD10444,CUS025,P006,2023-08-02,2023-09-14,133,217.66,28948.78
ORD10445,CUS049,P005,2023-08-01,2023-09-12,467,60.67,28332.89
ORD10446,CUS026,P006,2023-07-31,2023-09-11,222,101.92,22626.24
ORD10447,CUS015,P007,2023-08-04,2023-08-22,163,509.89,83112.07
ORD10448,CUS036,P001,2023-07-31,2023-09-05,122,548.89,66964.58
ORD10449,CUS033,P005,2023-07-31,2023-09-13,380,353.74,134421.2
ORD10450,CUS040,P003,2023-08-04,2023-09-12,161,247.22,39802.42
ORD10451,CUS030,P013,2023-08-05,2023-09-19,450,775.25,348862.5
ORD10452,CUS021,P013,2023-08-05,2023-08-19,282,257.64,72654.48
ORD10453,CUS012,P004,2023-08-04,2023-08-27,471,231.69,109125.99
ORD10454,CUS014,P005,2023-08-03,2023-08-17,402,51.33,20634.66
ORD10455,CUS006,P008,2023-08-04,2023-08-26,167,116.25,19413.75
ORD10456,CUS022,P006,2023-07-31,2023-09-08,317,114.11,36172.87
ORD10457,CUS035,P006,2023-08-01,2023-09-13,154,722.82,111314.28
ORD10458,CUS038,P015,2023-07-30,2023-09-06,99,713.13,70599.87
ORD10459,CUS025,P001,2023-08-07,2023-09-07,94,329.36,30959.84
ORD10460,CUS004,P004,2023-08-12,2023-09-08,123,567.16,69760.68
ORD10461,CUS040,P013,2023-08-08,2023-09-09,193,174.56,33690.08
ORD10462,CUS015,P014,2023-08-06,2023-09-09,337,468.7,157951.9
ORD10463,CUS009,P009,2023-08-09,2023-09-06,33,255.62,8435.46
ORD10464,CUS009,P010,2023-08-09,2023-09-17,104,771.48,80233.92
ORD10465,CUS045,P010,2023-08-10,2023-08-29,236,155.29,36648.44
ORD10466,CUS032,P005,2023-08-07,2023-08-29,434,133.09,57761.06
ORD10467,CUS020,P002,2023-08-09,2023-09-21,287,790.28,226810.36
ORD10468,CUS012,P015,2023-08-06,2023-09-11,360,223.61,80499.6
ORD10469,CUS012,P015,2023-08-09,2023-09-16,319,198.18,63219.42
ORD10470,CUS001,P007,2023-08-07,2023-08-29,429,317.83,136349.07
ORD10471,CUS003,P004,2023-08-06,2023-09-03,310,154.44,47876.4
ORD10472,CUS003,P005,2023-08-10,2023-09-15,13,177.58,2308.54
ORD10473,CUS003,P007,2023-08-06,2023-08-23,64,500.57,32036.48
ORD10474,CUS042,P004,2023-08-07,2023-09-13,326,211.2,68851.2
ORD10475,CUS039,P008,2023-08-06,2023-08-23,11,72.96,802.56
ORD10476,CUS012,P012,2023-08-17,2023-09-21,230,107.05,24621.5
ORD10477,CUS010,P003,2023-08-19,2023-09-23,202,615.32,124294.64
ORD10478,CUS044,P005,2023-08-18,2023-10-02,42,449.15,18864.3
ORD10479,CUS024,P006,2023-08-17,2023-09-19,11,624.85,6873.35
ORD10480,CUS038,P010,2023-08-19,2023-09-11,126,25.39,3199.14
ORD10481,CUS050,P006,2023-08-18,2023-09-14,79,637.89,50393.31
ORD10482,CUS006,P007,2023-08-18,2023-09-30,248,780.74,193623.52
ORD10483,CUS035,P013,2023-08-13,2023-09-14,179,335.9,60126.1
ORD10484,CUS047,P005,2023-08-26,2023-09-24,237,35.6,8437.2
ORD10485,CUS048,P002,2023-08-24,2023-09-25,493,649.47,320188.71
ORD10486,CUS013,P011,2023-08-24,2023-09-13,481,91.23,43881.63
ORD10487,CUS029,P008,2023-08-23,2023-10-02,374,378.11,141413.14
ORD10488,CUS004,P006,2023-08-21,2023-10-04,341,764.47,260684.27
ORD10489,CUS027,P002,2023-08-21,2023-09-05,411,499.79,205413.69
ORD10490,CUS036,P002,2023-08-26,2023-09-29,254,476.64,121066.56
ORD10491,CUS027,P011,2023-08-20,2023-09-06,89,133.94,11920.66
ORD10492,CUS005,P011,2023-08-20,2023-09-28,254,541.5,137541.0
ORD10493,CUS044,P015,2023-08-23,2023-09-07,207,544.09,112626.63
ORD10494,CUS031,P011,2023-08-23,2023-09-19,181,228.01,41269.81
ORD10495,CUS010,P004,2023-08-25,2023-10-09,73,469.8,34295.4
ORD10496,CUS038,P003,2023-08-20,2023-09-11,203,700.46,142193.38
ORD10497,CUS034,P012,2023-08-22,2023-09-28,222,207.05,45965.1
ORD10498,CUS032,P002,2023-08-20,2023-09-21,443,150.58,66706.94
ORD10499,CUS013,P001,2023-08-27,2023-09-11,490,640.83,314006.7
ORD10500,CUS030,P014,2023-08-29,2023-09-27,301,645.68,194349.68
ORD10501,CUS037,P015,2023-09-01,2023-09-24,457,225.71,103149.47
ORD10502,CUS045,P002,2023-08-28,2023-09-20,142,385.82,54786.44
ORD10503,CUS039,P011,2023-09-01,2023-10-09,204,530.4,108201.6
ORD10504,CUS009,P008,2023-09-02,2023-10-02,62,429.98,26658.76
ORD10505,CUS036,P004,2023-09-02,2023-10-17,221,307.56,67970.76
ORD10506,CUS005,P015,2023-08-29,2023-09-25,480,457.13,219422.4
ORD10507,CUS003,P002,2023-08-27,2023-09-27,351,743.41,260936.91
ORD10508,CUS025,P013,2023-08-29,2023-09-22,368,378.08,139133.44
ORD10509,CUS019,P003,2023-08-30,2023-10-11,453,679.24,307695.72
ORD10510,CUS015,P014,2023-08-29,2023-09-16,422,144.21,60856.62
ORD10511,CUS018,P006,2023-09-05,2023-10-03,423,775.41,327998.43
ORD10512,CUS032,P014,2023-09-05,2023-10-14,170,792.54,134731.8
ORD10513,CUS025,P010,2023-09-06,2023-10-16,143,461.37,65975.91
ORD10514,CUS033,P005,2023-09-07,2023-10-18,91,160.87,14639.17
ORD10515,CUS037,P005,2023-09-08,2023-10-15,435,124.26,54053.1
ORD10516,CUS020,P007,2023-09-08,2023-09-30,171,29.8,5095.8
ORD10517,CUS027,P010,2023-09-04,2023-10-14,177,341.04,60364.08
ORD10518,CUS022,P014,2023-09-03,2023-09-26,429,579.54,248622.66
ORD10519,CUS027,P013,2023-09-04,2023-10-16,458,369.76,169350.08
ORD10520,CUS032,P003,2023-09-07,2023-10-05,388,288.65,111996.2
ORD10521,CUS040,P008,2023-09-14,2023-10-11,141,589.97,83185.77
ORD10522,CUS018,P014,2023-09-11,2023-09-29,77,499.81,38485.37
ORD10523,CUS020,P007,2023-09-16,2023-10-23,471,28.61,13475.31
ORD10524,CUS010,P013,2023-09-11,2023-10-13,467,432.08,201781.36
ORD10525,CUS036,P014,2023-09-15,2023-09-29,156,776.33,121107.48
ORD10526,CUS032,P012,2023-09-14,2023-10-27,449,748.71,336170.79
ORD10527,CUS024,P002,2023-09-16,2023-10-18,367,565.74,207626.58
ORD10528,CUS030,P001,2023-09-11,2023-10-09,342,529.05,180935.1
ORD10529,CUS006,P005,2023-09-20,2023-10-13,406,225.49,91548.94
ORD10530,CUS029,P011,2023-09-22,2023-10-15,365,71.28,26017.2
ORD10531,CUS037,P012,2023-09-22,2023-10-23,172,77.83,13386.76
ORD10532,CUS026,P008,2023-09-20,2023-11-01,16,351.22,5619.52
ORD10533,CUS027,P011,2023-09-18,2023-10-10,444,736.89,327179.16
ORD10534,CUS034,P007,2023-09-18,2023-10-02,67,80.57,5398.19
ORD10535,CUS009,P015,2023-09-23,2023-10-16,23,702.91,16166.93
ORD10536,CUS004,P015,2023-09-22,2023-10-24,267,782.44,208911.48
ORD10537,CUS009,P007,2023-09-23,2023-10-23,405,820.87,332452.35
ORD10538,CUS035,P004,2023-09-18,2023-10-15,226,725.52,163967.52
ORD10539,CUS037,P007,2023-09-24,2023-10-18,490,831.28,407327.2
ORD10540,CUS035,P010,2023-09-27,2023-11-11,380,635.55,241509.0
ORD10541,CUS006,P012,2023-09-25,2023-11-02,14,727.75,10188.5
ORD10542,CUS041,P011,2023-09-26,2023-10-28,466,383.76,178832.16
ORD10543,CUS039,P003,2023-09-24,2023-10-31,479,370.93,177675.47
ORD10544,CUS037,P012,2023-09-30,2023-10-17,68,740.35,50343.8
ORD10545,CUS010,P005,2023-09-28,2023-11-04,400,740.41,296164.0
ORD10546,CUS037,P015,2023-09-25,2023-11-01,35,705.52,24693.2
ORD10547,CUS001,P002,2023-09-24,2023-10-29,159,347.99,55330.41
ORD10548,CUS031,P006,2023-09-30,2023-10-17,286,749.16,214259.76
ORD10549,CUS014,P009,2023-09-29,2023-10-15,156,235.61,36755.16
ORD10550,CUS005,P001,2023-09-26,2023-10-13,149,224.64,33471.36
ORD10551,CUS023,P007,2023-09-27,2023-11-01,48,591.86,28409.28
ORD10552,CUS022,P004,2023-09-28,2023-10-18,150,449.92,67488.0
ORD10553,CUS014,P008,2023-09-26,2023-11-08,173,315.62,54602.26
ORD10554,CUS004,P004,2023-09-24,2023-10-08,62,785.79,48718.98
ORD10555,CUS034,P015,2023-09-26,2023-11-03,154,394.09,60689.86
ORD10556,CUS032,P014,2023-09-30,2023-11-11,291,241.37,70238.67
ORD10557,CUS039,P001,2023-10-02,2023-11-14,414,777.32,321810.48
ORD10558,CUS007,P007,2023-10-05,2023-11-01,257,603.92,155207.44
ORD10559,CUS028,P002,2023-10-01,2023-11-07,274,790.47,216588.78
ORD10560,CUS028,P013,2023-10-05,2023-11-15,67,95.28,6383.76
ORD10561,CUS037,P008,2023-10-07,2023-11-14,234,318.9,74622.6
ORD10562,CUS048,P012,2023-10-05,2023-10-31,349,189.35,66083.15
ORD10563,CUS027,P002,2023-10-04,2023-10-20,378,289.7,109506.6
ORD10564,CUS002,P006,2023-10-05,2023-11-01,201,181.41,36463.41
ORD10565,CUS023,P011,2023-10-05,2023-10-23,311,311.92,97007.12
ORD10566,CUS029,P012,2023-10-09,2023-11-15,136,325.92,44325.12
ORD10567,CUS016,P004,2023-10-12,2023-11-05,154,156.36,24079.44
ORD10568,CUS026,P011,2023-10-09,2023-10-29,249,771.97,192220.53
ORD10569,CUS045,P008,2023-10-10,2023-10-26,44,587.09,25831.96
ORD10570,CUS035,P014,2023-10-10,2023-11-20,229,477.14,109265.06
ORD10571,CUS039,P014,2023-10-09,2023-10-23,427,746.85,318904.95
ORD10572,CUS013,P001,2023-10-09,2023-11-13,114,155.01,17671.14
ORD10573,CUS030,P003,2023-10-11,2023-11-18,230,513.83,118180.9
ORD10574,CUS042,P004,2023-10-10,2023-11-13,45,551.33,24809.85
ORD10575,CUS048,P012,2023-10-08,2023-11-01,173,128.77,22277.21
ORD10576,CUS034,P006,2023-10-10,2023-11-20,64,823.83,52725.12
ORD10577,CUS001,P013,2023-10-12,2023-11-24,428,182.12,77947.36
ORD10578,CUS001,P009,2023-10-12,2023-11-25,74,755.95,55940.3
ORD10579,CUS001,P011,2023-10-18,2023-11-15,294,738.65,217163.1
ORD10580,CUS011,P008,2023-10-21,2023-12-04,250,401.1,100275.0
ORD10581,CUS048,P013,2023-10-15,2023-11-05,459,651.96,299249.64
ORD10582,CUS019,P003,2023-10-17,2023-11-08,364,629.3,229065.2
ORD10583,CUS042,P009,2023-10-18,2023-11-13,10,668.69,6686.9
ORD10584,CUS004,P001,2023-10-18,2023-11-06,84,85.38,7171.92
ORD10585,CUS010,P012,2023-10-21,2023-11-21,82,184.61,15138.02
ORD10586,CUS044,P005,2023-10-18,2023-11-14,464,584.19,271064.16
ORD10587,CUS004,P006,2023-10-20,2023-12-03,444,702.86,312069.84
ORD10588,CUS043,P008,2023-10-18,2023-11-07,397,535.71,212676.87
ORD10589,CUS046,P015,2023-10-18,2023-11-08,357,503.19,179638.83
ORD10590,CUS041,P008,2023-10-15,2023-11-22,196,610.57,119671.72
ORD10591,CUS028,P006,2023-10-21,2023-11-29,216,659.97,142553.52
ORD10592,CUS027,P005,2023-10-15,2023-11-22,278,730.12,202973.36
ORD10593,CUS013,P005,2023-10-21,2023-11-21,18,39.41,709.38
ORD10594,CUS046,P006,2023-10-16,2023-11-09,489,704.9,344696.1
ORD10595,CUS019,P003,2023-10-20,2023-11-27,359,612.93,220041.87
ORD10596,CUS013,P013,2023-10-18,2023-11-13,500,598.01,299005.0
ORD10597,CUS009,P014,2023-10-15,2023-11-02,399,238.16,95025.84
ORD10598,CUS040,P012,2023-10-15,2023-11-27,20,323.52,6470.4
ORD10599,CUS019,P008,2023-10-20,2023-11-18,225,66.31,14919.75
ORD10600,CUS022,P008,2023-10-28,2023-11-18,52,774.0,40248.0
ORD10601,CUS022,P001,2023-10-27,2023-11-16,32,82.13,2628.16
ORD10602,CUS046,P014,2023-10-23,2023-12-02,14,50.35,704.9
ORD10603,CUS003,P003,2023-10-25,2023-11-30,296,496.75,147038.0
ORD10604,CUS014,P011,2023-10-24,2023-12-06,475,302.42,143649.5
ORD10605,CUS030,P014,2023-10-26,2023-11-22,122,287.88,35121.36
ORD10606,CUS033,P009,2023-10-27,2023-11-23,193,430.9,83163.7
ORD10607,CUS006,P010,2023-10-23,2023-11-12,155,495.63,76822.65
ORD10608,CUS031,P010,2023-10-22,2023-11-21,206,225.03,46356.18
ORD10609,CUS046,P009,2023-11-01,2023-12-09,446,259.0,115514.0
ORD10610,CUS016,P013,2023-10-30,2023-11-14,458,196.33,89919.14
ORD10611,CUS032,P012,2023-10-30,2023-12-09,226,326.02,73680.52
ORD10612,CUS050,P009,2023-10-30,2023-12-02,211,469.45,99053.95
ORD10613,CUS017,P014,2023-11-02,2023-11-26,378,435.9,164770.2
ORD10614,CUS009,P005,2023-10-29,2023-11-14,425,53.37,22682.25
ORD10615,CUS048,P011,2023-11-03,2023-11-26,20,475.54,9510.8
ORD10616,CUS043,P001,2023-10-29,2023-12-01,351,640.68,224878.68
ORD10617,CUS002,P006,2023-10-29,2023-11-13,296,656.69,194380.24
ORD10618,CUS018,P004,2023-11-04,2023-11-27,263,748.86,196950.18
ORD10619,CUS026,P011,2023-10-30,2023-11-16,460,557.1,256266.0
ORD10620,CUS047,P004,2023-10-30,2023-12-03,470,372.17,174919.9
ORD10621,CUS042,P015,2023-10-30,2023-12-07,316,613.03,193717.48
ORD10622,CUS013,P013,2023-10-29,2023-11-17,474,73.03,34616.22
ORD10623,CUS047,P001,2023-11-02,2023-11-19,279,702.12,195891.48
ORD10624,CUS038,P004,2023-10-29,2023-12-10,276,119.02,32849.52
ORD10625,CUS001,P013,2023-10-31,2023-11-16,98,459.55,45035.9
ORD10626,CUS015,P006,2023-11-03,2023-12-04,43,301.46,12962.78
ORD10627,CUS039,P013,2023-10-30,2023-11-16,328,635.17,208335.76
ORD10628,CUS004,P015,2023-10-31,2023-11-28,334,390.87,130550.58
ORD10629,CUS028,P002,2023-10-30,2023-12-09,211,165.57,34935.27
ORD10630,CUS042,P001,2023-11-02,2023-11-21,81,837.66,67850.46
ORD10631,CUS041,P007,2023-11-09,2023-11-27,188,728.77,137008.76
ORD10632,CUS049,P010,2023-11-07,2023-12-20,467,600.36,280368.12
ORD10633,CUS017,P013,2023-11-08,2023-11-22,456,311.67,142121.52
ORD10634,CUS046,P004,2023-11-05,2023-11-24,28,833.07,23325.96
ORD10635,CUS044,P009,2023-11-06,2023-12-05,14,736.16,10306.24
ORD10636,CUS028,P008,2023-11-06,2023-12-18,326,440.67,143658.42
ORD10637,CUS009,P002,2023-11-09,2023-11-30,392,279.45,109544.4
ORD10638,CUS043,P007,2023-11-09,2023-12-07,252,848.93,213930.36
ORD10639,CUS047,P014,2023-11-07,2023-11-22,397,625.99,248518.03
ORD10640,CUS026,P013,2023-11-08,2023-12-19,255,594.32,151551.6
ORD10641,CUS007,P009,2023-11-08,2023-12-22,213,742.53,158158.89
ORD10642,CUS009,P011,2023-11-09,2023-12-06,219,789.64,172931.16
ORD10643,CUS028,P009,2023-11-09,2023-12-15,22,97.42,2143.24
ORD10644,CUS042,P007,2023-11-11,2023-12-05,245,787.56,192952.2
ORD10645,CUS012,P010,2023-11-06,2023-12-01,227,381.61,86625.47
ORD10646,CUS029,P009,2023-11-11,2023-11-25,301,601.87,181162.87
ORD10647,CUS013,P008,2023-11-10,2023-12-19,53,808.42,42846.26
ORD10648,CUS021,P003,2023-11-06,2023-11-20,247,265.43,65561.21
ORD10649,CUS016,P013,2023-11-14,2023-12-04,79,291.85,23056.15
ORD10650,CUS040,P008,2023-11-15,2023-12-28,87,382.91,33313.17
ORD10651,CUS039,P014,2023-11-15,2023-12-23,161,45.57,7336.77
ORD10652,CUS013,P015,2023-11-16,2023-12-23,389,464.07,180523.23
ORD10653,CUS021,P001,2023-11-12,2023-12-14,73,662.9,48391.7
ORD10654,CUS007,P015,2023-11-18,2023-12-26,178,423.35,75356.3
ORD10655,CUS038,P004,2023-11-16,2023-12-04,498,703.95,350567.1
ORD10656,CUS038,P014,2023-11-14,2023-12-23,189,686.18,129688.02
ORD10657,CUS035,P009,2023-11-15,2023-12-04,341,119.17,40636.97
ORD10658,CUS020,P009,2023-11-15,2023-12-01,38,745.26,28319.88
ORD10659,CUS024,P013,2023-11-12,2023-11-26,377,522.86,197118.22
ORD10660,CUS017,P005,2023-11-16,2023-12-11,277,807.01,223541.77
ORD10661,CUS036,P014,2023-11-15,2023-12-21,337,407.02,137165.74
ORD10662,CUS004,P011,2023-11-13,2023-11-28,406,141.57,57477.42
ORD10663,CUS013,P001,2023-11-12,2023-12-02,384,748.68,287493.12
ORD10664,CUS022,P011,2023-11-12,2023-11-30,339,443.42,150319.38
ORD10665,CUS041,P001,2023-11-15,2023-12-16,97,496.59,48169.23
ORD10666,CUS026,P011,2023-11-24,2023-12-30,86,846.26,72778.36
ORD10667,CUS011,P004,2023-11-25,2023-12-21,218,523.9,114210.2
ORD10668,CUS008,P011,2023-11-23,2023-12-08,206,163.72,33726.32
ORD10669,CUS003,P001,2023-11-25,2024-01-09,337,186.34,62796.58
ORD10670,CUS009,P013,2023-11-21,2023-12-16,473,342.54,162021.42
ORD10671,CUS046,P007,2023-11-20,2023-12-20,369,689.07,254266.83
ORD10672,CUS029,P006,2023-11-20,2024-01-03,493,678.9,334697.7
ORD10673,CUS041,P005,2023-11-19,2023-12-23,263,754.41,198409.83
ORD10674,CUS006,P013,2023-12-01,2024-01-01,166,347.6,57701.6
ORD10675,CUS043,P010,2023-11-28,2024-01-07,357,666.0,237762.0
ORD10676,CUS032,P005,2023-11-26,2024-01-03,287,770.15,221033.05
ORD10677,CUS014,P006,2023-12-01,2024-01-03,139,800.29,111240.31
ORD10678,CUS015,P005,2023-11-28,2023-12-16,153,339.17,51893.01
ORD10679,CUS028,P015,2023-11-30,2024-01-09,191,790.17,150922.47
ORD10680,CUS033,P004,2023-12-01,2024-01-01,269,188.6,50733.4
ORD10681,CUS019,P009,2023-12-01,2023-12-29,348,800.32,278511.36
ORD10682,CUS023,P011,2023-11-30,2024-01-10,332,157.02,52130.64
ORD10683,CUS027,P014,2023-11-29,2023-12-26,232,832.38,193112.16
ORD10684,CUS020,P009,2023-11-28,2023-12-27,88,49.17,4326.96
ORD10685,CUS043,P013,2023-11-29,2024-01-12,196,457.73,89715.08
ORD10686,CUS001,P015,2023-11-30,2024-01-01,134,156.23,20934.82
ORD10687,CUS042,P007,2023-12-02,2023-12-29,346,709.02,245320.92
ORD10688,CUS017,P005,2023-11-27,2024-01-07,315,594.67,187321.05
ORD10689,CUS035,P001,2023-11-28,2023-12-13,400,622.35,248940.0
ORD10690,CUS020,P006,2023-12-02,2023-12-19,194,845.48,164023.12
ORD10691,CUS003,P010,2023-11-27,2023-12-28,215,407.37,87584.55
ORD10692,CUS047,P014,2023-11-26,2023-12-13,244,187.59,45771.96
ORD10693,CUS049,P010,2023-12-09,2024-01-04,300,62.68,18804.0
ORD10694,CUS030,P008,2023-12-04,2024-01-18,474,142.05,67331.7
ORD10695,CUS038,P006,2023-12-05,2024-01-10,351,543.83,190884.33
ORD10696,CUS044,P001,2023-12-04,2023-12-19,42,372.91,15662.22
ORD10697,CUS022,P009,2023-12-05,2023-12-26,191,56.72,10833.52
ORD10698,CUS009,P012,2023-12-08,2023-12-22,163,843.78,137536.14
ORD10699,CUS002,P011,2023-12-04,2023-12-24,169,198.02,33465.38
ORD10700,CUS015,P015,2023-12-03,2023-12-25,475,407.8,193705.0
ORD10701,CUS017,P013,2023-12-08,2024-01-05,432,209.63,90560.16
ORD10702,CUS032,P010,2023-12-09,2024-01-13,106,89.9,9529.4
ORD10703,CUS047,P015,2023-12-10,2023-12-31,82,222.18,18218.76
ORD10704,CUS023,P010,2023-12-10,2024-01-10,454,162.67,73852.18
ORD10705,CUS023,P003,2023-12-13,2024-01-12,86,479.87,41268.82
ORD10706,CUS044,P007,2023-12-11,2024-01-16,66,595.82,39324.12
ORD10707,CUS034,P006,2023-12-13,2024-01-10,280,183.76,51452.8
ORD10708,CUS046,P011,2023-12-12,2024-01-17,159,307.33,48865.47
ORD10709,CUS006,P005,2023-12-15,2024-01-25,30,683.5,20505.0
ORD10710,CUS041,P002,2023-12-14,2024-01-11,175,102.36,17913.0
ORD10711,CUS031,P011,2023-12-12,2024-01-17,434,319.92,138845.28
ORD10712,CUS049,P011,2023-12-11,2024-01-23,367,50.78,18636.26
ORD10713,CUS049,P007,2023-12-11,2024-01-24,105,473.65,49733.25
ORD10714,CUS007,P007,2023-12-13,2024-01-08,136,389.87,53022.32
ORD10715,CUS025,P002,2023-12-16,2024-01-07,443,96.67,42824.81
