AssetID,Type,SiteID,AssignedTo,PurchaseDate,Status
AST-00421,Server,SITE-01,EMP-100188,2024-08-01,Active
AST-00422,Desktop,SITE-01,EMP-100808,2026-05-01,Active
AST-00423,Laptop,SITE-04,EMP-100408,2023-05-01,Active
AST-00424,Desktop,SITE-01,EMP-100536,2024-03-01,Active
AST-00425,Laptop,SITE-04,EMP-100055,2024-11-01,Retired
AST-00426,Mobile,SITE-01,EMP-100200,2023-04-01,Retired
AST-00427,Server,SITE-01,EMP-100025,2021-04-01,Active
AST-00428,Desktop,SITE-03,EMP-100032,2023-11-01,Active
AST-00429,Mobile,SITE-02,EMP-100321,2022-08-01,Active
AST-00430,Server,SITE-02,EMP-100508,2021-01-01,Active
AST-00431,Mobile,SITE-04,EMP-100334,2022-03-01,Active
AST-00432,Server,SITE-02,EMP-100230,2024-01-01,Retired
AST-00433,Network,SITE-04,EMP-100230,2022-06-01,Active
AST-00434,Network,SITE-04,EMP-100000,2023-11-01,Retired
AST-00435,Desktop,SITE-02,EMP-100257,2025-05-01,Retired
AST-00436,License,SITE-04,EMP-100127,2021-06-01,Active
AST-00437,Mobile,SITE-01,EMP-100695,2024-01-01,Active
AST-00438,Network,SITE-02,EMP-100144,2024-07-01,Retired
AST-00439,Desktop,SITE-02,EMP-100228,2025-09-01,Active
AST-00440,Mobile,SITE-03,EMP-100182,2022-07-01,Retired
AST-00441,Mobile,SITE-01,EMP-100029,2023-03-01,Active
AST-00442,Laptop,SITE-02,EMP-100535,2023-03-01,Retired
AST-00443,Network,SITE-01,EMP-100183,2022-04-01,Active
AST-00444,Desktop,SITE-04,EMP-100385,2024-02-01,Active
AST-00445,Desktop,SITE-01,EMP-100445,2021-08-01,Retired
AST-00446,Desktop,SITE-04,EMP-100599,2025-02-01,Active
AST-00447,Network,SITE-01,EMP-100507,2022-09-01,Retired
AST-00448,Desktop,SITE-03,EMP-100390,2023-04-01,Active
AST-00449,Desktop,SITE-02,EMP-100629,2023-06-01,Active
AST-00450,Server,SITE-02,EMP-100617,2026-09-01,Active
AST-00451,Laptop,SITE-04,EMP-100551,2021-11-01,Retired
AST-00452,Server,SITE-01,EMP-100374,2026-09-01,Active
AST-00453,Mobile,SITE-01,EMP-100198,2025-09-01,Retired
AST-00454,Desktop,SITE-01,EMP-100792,2026-06-01,Retired
AST-00455,Server,SITE-02,EMP-100091,2026-04-01,Retired
AST-00456,License,SITE-03,EMP-100438,2023-11-01,Active
AST-00457,Laptop,SITE-01,EMP-100254,2024-10-01,Retired
AST-00458,Laptop,SITE-04,EMP-100007,2021-08-01,Active
AST-00459,Network,SITE-01,EMP-100295,2023-02-01,Active
AST-00460,Desktop,SITE-01,EMP-100734,2024-05-01,Active
AST-00461,Laptop,SITE-04,EMP-100719,2021-03-01,Active
AST-00462,Desktop,SITE-02,EMP-100663,2023-06-01,Retired
AST-00463,Desktop,SITE-03,EMP-100669,2025-05-01,Active
AST-00464,Desktop,SITE-03,EMP-100330,2024-07-01,Active
AST-00465,Laptop,SITE-03,EMP-100765,2023-02-01,Active
AST-00466,Network,SITE-02,EMP-100206,2024-05-01,Retired
AST-00467,License,SITE-03,EMP-100095,2024-09-01,Active
AST-00468,Laptop,SITE-03,EMP-100813,2026-09-01,Retired
AST-00469,Network,SITE-04,EMP-100355,2025-10-01,Active
AST-00470,Desktop,SITE-01,EMP-100706,2021-09-01,Active
AST-00471,Desktop,SITE-03,EMP-100811,2026-03-01,Active
AST-00472,Network,SITE-03,EMP-100001,2022-03-01,Retired
AST-00473,License,SITE-01,EMP-100470,2026-03-01,Active
AST-00474,Network,SITE-02,EMP-100411,2025-12-01,Active
AST-00475,Laptop,SITE-02,EMP-100790,2024-04-01,Active
AST-00476,Network,SITE-04,EMP-100318,2025-03-01,Retired
AST-00477,Mobile,SITE-04,EMP-100604,2022-09-01,Active
AST-00478,Mobile,SITE-04,EMP-100772,2024-02-01,Active
AST-00479,Mobile,SITE-01,EMP-100803,2021-05-01,Active
AST-00480,License,SITE-04,EMP-100651,2022-09-01,Active
AST-00481,License,SITE-03,EMP-100123,2021-04-01,Active
AST-00482,Desktop,SITE-01,EMP-100606,2021-10-01,Active
AST-00483,Network,SITE-01,EMP-100081,2024-07-01,Active
AST-00484,Network,SITE-04,EMP-100795,2026-09-01,Active
AST-00485,Network,SITE-02,EMP-100445,2026-05-01,Active
AST-00486,License,SITE-03,EMP-100092,2026-03-01,Retired
AST-00487,Mobile,SITE-02,EMP-100594,2026-03-01,Active
AST-00488,Mobile,SITE-03,EMP-100150,2024-04-01,Retired
AST-00489,Server,SITE-03,EMP-100813,2021-01-01,Retired
AST-00490,License,SITE-03,EMP-100240,2026-09-01,Retired
AST-00491,Mobile,SITE-04,EMP-100212,2026-06-01,Retired
AST-00492,Network,SITE-03,EMP-100655,2025-03-01,Active
AST-00493,Mobile,SITE-01,EMP-100729,2026-05-01,Active
AST-00494,Desktop,SITE-01,EMP-100388,2022-03-01,Retired
AST-00495,Laptop,SITE-02,EMP-100368,2021-01-01,Retired
AST-00496,Mobile,SITE-04,EMP-100404,2021-02-01,Active
AST-00497,Mobile,SITE-02,EMP-100785,2022-10-01,Active
AST-00498,Desktop,SITE-01,EMP-100131,2021-07-01,Active
AST-00499,Mobile,SITE-04,EMP-100429,2026-10-01,Active
AST-00500,Network,SITE-02,EMP-100144,2024-03-01,Retired
AST-00501,Desktop,SITE-01,EMP-100200,2023-02-01,Active
AST-00502,Network,SITE-02,EMP-100326,2023-05-01,Retired
AST-00503,Desktop,SITE-02,EMP-100497,2023-09-01,Retired
AST-00504,Server,SITE-02,EMP-100172,2021-08-01,Active
AST-00505,Network,SITE-01,EMP-100151,2026-04-01,Retired
AST-00506,Network,SITE-02,EMP-100331,2024-05-01,Retired
AST-00507,Mobile,SITE-01,EMP-100065,2025-11-01,Retired
AST-00508,License,SITE-03,EMP-100225,2022-07-01,Retired
AST-00509,License,SITE-04,EMP-100240,2025-09-01,Active
AST-00510,Desktop,SITE-04,EMP-100622,2026-09-01,Active
AST-00511,License,SITE-03,EMP-100333,2021-03-01,Retired
AST-00512,Desktop,SITE-04,EMP-100686,2024-02-01,Active
AST-00513,Mobile,SITE-03,EMP-100116,2024-04-01,Retired
AST-00514,License,SITE-04,EMP-100149,2022-08-01,Retired
AST-00515,Mobile,SITE-01,EMP-100050,2023-05-01,Active
AST-00516,Laptop,SITE-03,EMP-100430,2021-01-01,Retired
AST-00517,Desktop,SITE-01,EMP-100351,2026-10-01,Retired
AST-00518,Laptop,SITE-03,EMP-100637,2026-04-01,Active
AST-00519,License,SITE-04,EMP-100600,2022-05-01,Active
AST-00520,Laptop,SITE-01,EMP-100184,2025-11-01,Active
AST-00521,Network,SITE-04,EMP-100296,2023-01-01,Retired
AST-00522,License,SITE-02,EMP-100508,2026-07-01,Active
AST-00523,Network,SITE-03,EMP-100001,2022-02-01,Retired
AST-00524,Server,SITE-02,EMP-100117,2023-12-01,Active
AST-00525,License,SITE-04,EMP-100692,2025-12-01,Active
AST-00526,Network,SITE-03,EMP-100046,2025-08-01,Active
AST-00527,License,SITE-03,EMP-100804,2024-06-01,Retired
AST-00528,Laptop,SITE-02,EMP-100414,2025-06-01,Active
AST-00529,Laptop,SITE-03,EMP-100172,2022-08-01,Retired
AST-00530,Server,SITE-02,EMP-100696,2021-04-01,Active
AST-00531,Server,SITE-04,EMP-100026,2026-08-01,Active
AST-00532,Network,SITE-04,EMP-100199,2025-01-01,Retired
AST-00533,License,SITE-04,EMP-100348,2026-05-01,Active
AST-00534,Network,SITE-02,EMP-100187,2025-07-01,Retired
AST-00535,Network,SITE-03,EMP-100766,2021-07-01,Active
AST-00536,License,SITE-03,EMP-100264,2026-12-01,Active
AST-00537,Mobile,SITE-04,EMP-100305,2021-06-01,Active
AST-00538,Desktop,SITE-04,EMP-100691,2023-06-01,Active
AST-00539,Mobile,SITE-02,EMP-100235,2022-01-01,Active
AST-00540,Laptop,SITE-01,EMP-100352,2025-04-01,Active
AST-00541,Network,SITE-02,EMP-100386,2024-09-01,Active
AST-00542,Network,SITE-04,EMP-100452,2021-02-01,Active
AST-00543,Mobile,SITE-03,EMP-100636,2024-07-01,Active
AST-00544,License,SITE-04,EMP-100525,2022-02-01,Retired
AST-00545,Network,SITE-04,EMP-100358,2023-06-01,Retired
AST-00546,Laptop,SITE-04,EMP-100048,2024-11-01,Active
AST-00547,Network,SITE-01,EMP-100592,2023-05-01,Retired
AST-00548,Mobile,SITE-03,EMP-100040,2023-03-01,Active
AST-00549,Server,SITE-03,EMP-100478,2021-02-01,Retired
AST-00550,Laptop,SITE-04,EMP-100484,2021-01-01,Active
AST-00551,Network,SITE-01,EMP-100529,2022-07-01,Active
AST-00552,Desktop,SITE-03,EMP-100511,2023-04-01,Retired
AST-00553,License,SITE-01,EMP-100786,2026-07-01,Active
AST-00554,Desktop,SITE-04,EMP-100599,2021-03-01,Active
AST-00555,Mobile,SITE-01,EMP-100579,2026-01-01,Active
AST-00556,Mobile,SITE-02,EMP-100400,2025-07-01,Active
AST-00557,Network,SITE-02,EMP-100511,2025-03-01,Active
AST-00558,License,SITE-04,EMP-100458,2025-01-01,Active
AST-00559,License,SITE-02,EMP-100309,2025-10-01,Active
AST-00560,Server,SITE-01,EMP-100598,2025-09-01,Active
AST-00561,Network,SITE-04,EMP-100065,2022-04-01,Active
AST-00562,Laptop,SITE-03,EMP-100633,2022-02-01,Retired
AST-00563,License,SITE-04,EMP-100725,2021-07-01,Retired
AST-00564,Desktop,SITE-03,EMP-100473,2024-12-01,Active
AST-00565,Server,SITE-01,EMP-100181,2022-09-01,Active
AST-00566,Desktop,SITE-01,EMP-100193,2025-09-01,Active
AST-00567,Desktop,SITE-01,EMP-100617,2023-09-01,Active
AST-00568,Network,SITE-02,EMP-100403,2023-04-01,Active
AST-00569,Laptop,SITE-03,EMP-100813,2025-02-01,Active
AST-00570,Laptop,SITE-03,EMP-100406,2022-10-01,Retired
AST-00571,Mobile,SITE-03,EMP-100796,2026-03-01,Active
AST-00572,Laptop,SITE-02,EMP-100674,2024-11-01,Active
AST-00573,Server,SITE-04,EMP-100364,2022-05-01,Retired
AST-00574,Desktop,SITE-01,EMP-100068,2024-09-01,Retired
AST-00575,Laptop,SITE-02,EMP-100109,2022-01-01,Active
AST-00576,Desktop,SITE-03,EMP-100217,2025-08-01,Retired
AST-00577,License,SITE-01,EMP-100544,2021-12-01,Retired
AST-00578,Mobile,SITE-04,EMP-100590,2026-04-01,Retired
AST-00579,Network,SITE-02,EMP-100704,2025-06-01,Active
AST-00580,Laptop,SITE-03,EMP-100005,2026-11-01,Active
AST-00581,License,SITE-03,EMP-100220,2023-02-01,Active
AST-00582,Mobile,SITE-01,EMP-100721,2025-03-01,Active
AST-00583,Server,SITE-01,EMP-100409,2024-05-01,Active
AST-00584,Mobile,SITE-04,EMP-100080,2026-10-01,Active
AST-00585,Desktop,SITE-02,EMP-100691,2023-07-01,Active
AST-00586,Laptop,SITE-01,EMP-100267,2026-04-01,Retired
AST-00587,Network,SITE-04,EMP-100669,2023-09-01,Retired
AST-00588,Network,SITE-01,EMP-100081,2025-09-01,Active
AST-00589,Mobile,SITE-03,EMP-100406,2023-06-01,Active
AST-00590,Laptop,SITE-03,EMP-100138,2026-05-01,Active
AST-00591,Network,SITE-02,EMP-100427,2021-01-01,Active
AST-00592,Network,SITE-04,EMP-100722,2024-07-01,Active
AST-00593,Network,SITE-02,EMP-100076,2023-05-01,Active
AST-00594,Laptop,SITE-03,EMP-100787,2026-07-01,Retired
AST-00595,License,SITE-04,EMP-100775,2021-05-01,Retired
AST-00596,Laptop,SITE-04,EMP-100816,2022-01-01,Active
AST-00597,License,SITE-04,EMP-100257,2023-03-01,Active
AST-00598,Network,SITE-04,EMP-100345,2022-07-01,Active
AST-00599,Network,SITE-03,EMP-100653,2021-11-01,Active
AST-00600,Server,SITE-02,EMP-100121,2026-01-01,Active
AST-00601,License,SITE-03,EMP-100203,2026-06-01,Active
AST-00602,Desktop,SITE-03,EMP-100106,2023-10-01,Retired
AST-00603,License,SITE-02,EMP-100476,2021-05-01,Active
AST-00604,Laptop,SITE-03,EMP-100747,2026-06-01,Retired
AST-00605,Desktop,SITE-03,EMP-100402,2022-06-01,Active
AST-00606,Desktop,SITE-03,EMP-100752,2023-07-01,Retired
AST-00607,Server,SITE-02,EMP-100311,2021-05-01,Active
AST-00608,Server,SITE-04,EMP-100808,2023-10-01,Active
AST-00609,Network,SITE-02,EMP-100564,2022-12-01,Active
AST-00610,Network,SITE-01,EMP-100452,2024-01-01,Active
AST-00611,Server,SITE-02,EMP-100656,2022-08-01,Active
AST-00612,Server,SITE-02,EMP-100332,2024-01-01,Active
AST-00613,Laptop,SITE-03,EMP-100411,2026-09-01,Active
AST-00614,Server,SITE-02,EMP-100720,2025-04-01,Retired
AST-00615,Network,SITE-01,EMP-100633,2022-06-01,Active
AST-00616,Laptop,SITE-04,EMP-100725,2021-04-01,Active
AST-00617,Network,SITE-02,EMP-100013,2024-11-01,Active
AST-00618,Desktop,SITE-04,EMP-100480,2021-12-01,Active
AST-00619,License,SITE-02,EMP-100073,2022-04-01,Active
AST-00620,Network,SITE-03,EMP-100145,2026-08-01,Active
AST-00621,License,SITE-02,EMP-100394,2023-06-01,Active
AST-00622,Laptop,SITE-04,EMP-100743,2021-06-01,Active
AST-00623,Desktop,SITE-01,EMP-100301,2021-09-01,Active
AST-00624,Mobile,SITE-04,EMP-100634,2023-02-01,Active
AST-00625,Desktop,SITE-04,EMP-100087,2021-03-01,Active
AST-00626,Mobile,SITE-03,EMP-100777,2024-04-01,Active
AST-00627,Network,SITE-01,EMP-100485,2024-10-01,Retired
AST-00628,Mobile,SITE-01,EMP-100372,2021-12-01,Active
AST-00629,Network,SITE-04,EMP-100643,2024-03-01,Active
AST-00630,Desktop,SITE-02,EMP-100736,2024-03-01,Active
AST-00631,Mobile,SITE-04,EMP-100538,2025-03-01,Active
AST-00632,Mobile,SITE-04,EMP-100416,2025-03-01,Active
AST-00633,Network,SITE-04,EMP-100523,2021-03-01,Active
AST-00634,Desktop,SITE-01,EMP-100705,2023-02-01,Retired
AST-00635,Network,SITE-04,EMP-100712,2022-01-01,Active
AST-00636,Mobile,SITE-02,EMP-100191,2025-08-01,Active
AST-00637,Laptop,SITE-02,EMP-100581,2026-08-01,Active
AST-00638,Laptop,SITE-01,EMP-100534,2022-04-01,Active
AST-00639,Mobile,SITE-03,EMP-100664,2024-10-01,Retired
AST-00640,Mobile,SITE-04,EMP-100788,2023-05-01,Active
AST-00641,Mobile,SITE-02,EMP-100456,2022-01-01,Retired
AST-00642,Laptop,SITE-03,EMP-100799,2025-05-01,Active
AST-00643,Server,SITE-03,EMP-100263,2023-01-01,Retired
AST-00644,Desktop,SITE-04,EMP-100216,2026-02-01,Active
AST-00645,Laptop,SITE-02,EMP-100102,2025-02-01,Active
AST-00646,Mobile,SITE-04,EMP-100260,2021-12-01,Active
AST-00647,License,SITE-03,EMP-100295,2023-11-01,Active
AST-00648,Mobile,SITE-03,EMP-100633,2023-11-01,Retired
AST-00649,Mobile,SITE-04,EMP-100819,2021-02-01,Active
AST-00650,Network,SITE-04,EMP-100736,2024-09-01,Retired
AST-00651,Server,SITE-02,EMP-100491,2026-09-01,Active
AST-00652,License,SITE-01,EMP-100819,2022-05-01,Active
AST-00653,Server,SITE-01,EMP-100013,2022-05-01,Active
AST-00654,Laptop,SITE-04,EMP-100277,2022-02-01,Active
AST-00655,Laptop,SITE-03,EMP-100050,2021-12-01,Retired
AST-00656,Mobile,SITE-03,EMP-100672,2026-04-01,Active
AST-00657,Laptop,SITE-02,EMP-100192,2026-09-01,Active
AST-00658,Mobile,SITE-04,EMP-100433,2024-08-01,Retired
AST-00659,Laptop,SITE-04,EMP-100366,2024-04-01,Retired
AST-00660,Mobile,SITE-02,EMP-100432,2025-02-01,Retired
AST-00661,Mobile,SITE-01,EMP-100285,2025-12-01,Retired
AST-00662,License,SITE-03,EMP-100599,2022-11-01,Retired
AST-00663,Mobile,SITE-01,EMP-100199,2024-12-01,Active
AST-00664,Laptop,SITE-02,EMP-100597,2021-02-01,Retired
AST-00665,Network,SITE-04,EMP-100216,2021-08-01,Retired
AST-00666,Desktop,SITE-04,EMP-100198,2021-11-01,Active
AST-00667,Desktop,SITE-04,EMP-100385,2026-07-01,Retired
AST-00668,Server,SITE-01,EMP-100204,2021-12-01,Active
AST-00669,Server,SITE-01,EMP-100187,2021-07-01,Active
AST-00670,Mobile,SITE-01,EMP-100688,2022-06-01,Retired
AST-00671,Mobile,SITE-02,EMP-100766,2025-09-01,Active
AST-00672,Desktop,SITE-04,EMP-100407,2022-08-01,Active
AST-00673,Mobile,SITE-01,EMP-100636,2022-08-01,Active
AST-00674,Mobile,SITE-04,EMP-100495,2026-05-01,Retired
AST-00675,Mobile,SITE-03,EMP-100167,2022-07-01,Active
AST-00676,Mobile,SITE-04,EMP-100205,2021-12-01,Active
AST-00677,Laptop,SITE-04,EMP-100435,2022-02-01,Active
AST-00678,License,SITE-03,EMP-100337,2024-08-01,Active
AST-00679,Laptop,SITE-04,EMP-100074,2021-04-01,Active
AST-00680,Laptop,SITE-03,EMP-100623,2025-06-01,Retired
AST-00681,Network,SITE-04,EMP-100159,2025-10-01,Active
AST-00682,Mobile,SITE-03,EMP-100469,2026-02-01,Active
AST-00683,License,SITE-04,EMP-100286,2025-11-01,Active
AST-00684,License,SITE-04,EMP-100432,2023-10-01,Active
AST-00685,Mobile,SITE-01,EMP-100123,2022-02-01,Active
AST-00686,Mobile,SITE-01,EMP-100754,2023-06-01,Active
AST-00687,License,SITE-01,EMP-100627,2026-03-01,Active
AST-00688,Mobile,SITE-02,EMP-100715,2024-07-01,Retired
AST-00689,Desktop,SITE-01,EMP-100134,2026-02-01,Retired
AST-00690,License,SITE-03,EMP-100280,2022-08-01,Retired
AST-00691,Laptop,SITE-04,EMP-100734,2022-06-01,Retired
AST-00692,Laptop,SITE-04,EMP-100044,2026-05-01,Active
AST-00693,Laptop,SITE-02,EMP-100543,2023-02-01,Retired
AST-00694,License,SITE-04,EMP-100569,2025-03-01,Active
AST-00695,Desktop,SITE-02,EMP-100498,2024-05-01,Active
AST-00696,Mobile,SITE-03,EMP-100639,2021-12-01,Retired
AST-00697,Server,SITE-02,EMP-100127,2024-07-01,Retired
AST-00698,Mobile,SITE-03,EMP-100057,2024-09-01,Active
AST-00699,License,SITE-02,EMP-100541,2021-09-01,Active
AST-00700,Server,SITE-04,EMP-100503,2026-05-01,Active
AST-00701,Network,SITE-04,EMP-100142,2026-12-01,Active
AST-00702,License,SITE-01,EMP-100484,2024-01-01,Active
AST-00703,License,SITE-02,EMP-100707,2021-10-01,Active
AST-00704,License,SITE-03,EMP-100229,2026-12-01,Active
AST-00705,Server,SITE-02,EMP-100577,2026-05-01,Active
AST-00706,Mobile,SITE-03,EMP-100675,2023-01-01,Active
AST-00707,Desktop,SITE-02,EMP-100611,2021-12-01,Active
AST-00708,Server,SITE-04,EMP-100674,2025-03-01,Active
AST-00709,Desktop,SITE-02,EMP-100815,2023-10-01,Active
AST-00710,Mobile,SITE-04,EMP-100663,2025-10-01,Active
AST-00711,Desktop,SITE-04,EMP-100210,2023-01-01,Retired
AST-00712,License,SITE-01,EMP-100776,2023-04-01,Active
AST-00713,License,SITE-03,EMP-100677,2022-11-01,Active
AST-00714,Network,SITE-03,EMP-100507,2025-12-01,Retired
AST-00715,Mobile,SITE-02,EMP-100445,2022-07-01,Active
AST-00716,Desktop,SITE-03,EMP-100150,2023-12-01,Active
AST-00717,Mobile,SITE-04,EMP-100161,2024-12-01,Retired
AST-00718,Desktop,SITE-03,EMP-100669,2023-02-01,Retired
AST-00719,Laptop,SITE-01,EMP-100073,2023-08-01,Active
AST-00720,Laptop,SITE-03,EMP-100284,2022-06-01,Active
AST-00721,Desktop,SITE-01,EMP-100380,2021-03-01,Active
AST-00722,Desktop,SITE-03,EMP-100633,2025-02-01,Retired
AST-00723,Desktop,SITE-01,EMP-100348,2023-09-01,Active
AST-00724,Laptop,SITE-03,EMP-100110,2021-01-01,Retired
AST-00725,Server,SITE-03,EMP-100531,2026-10-01,Retired
AST-00726,Network,SITE-01,EMP-100288,2023-06-01,Retired
AST-00727,Mobile,SITE-03,EMP-100149,2021-03-01,Retired
AST-00728,Server,SITE-01,EMP-100154,2022-01-01,Active
AST-00729,Mobile,SITE-03,EMP-100490,2021-01-01,Retired
AST-00730,Desktop,SITE-02,EMP-100325,2021-11-01,Retired
AST-00731,Mobile,SITE-04,EMP-100386,2021-06-01,Active
AST-00732,Server,SITE-02,EMP-100533,2022-07-01,Active
AST-00733,Laptop,SITE-01,EMP-100313,2024-12-01,Active
AST-00734,License,SITE-03,EMP-100537,2023-01-01,Active
AST-00735,Laptop,SITE-03,EMP-100505,2022-08-01,Active
AST-00736,Mobile,SITE-03,EMP-100488,2025-01-01,Retired
AST-00737,Laptop,SITE-03,EMP-100284,2025-11-01,Retired
AST-00738,Laptop,SITE-02,EMP-100708,2025-10-01,Retired
AST-00739,Server,SITE-03,EMP-100089,2021-10-01,Active
AST-00740,Desktop,SITE-03,EMP-100036,2023-09-01,Retired
AST-00741,Mobile,SITE-04,EMP-100141,2022-12-01,Retired
AST-00742,Laptop,SITE-04,EMP-100631,2023-05-01,Retired
AST-00743,Server,SITE-02,EMP-100523,2022-12-01,Retired
AST-00744,Network,SITE-03,EMP-100322,2024-07-01,Retired
AST-00745,Desktop,SITE-01,EMP-100709,2024-03-01,Active
AST-00746,Laptop,SITE-04,EMP-100366,2024-04-01,Active
AST-00747,Network,SITE-04,EMP-100282,2025-01-01,Active
AST-00748,Server,SITE-01,EMP-100571,2022-07-01,Active
AST-00749,Server,SITE-02,EMP-100530,2026-01-01,Retired
AST-00750,Network,SITE-04,EMP-100351,2025-08-01,Active
AST-00751,Mobile,SITE-04,EMP-100377,2023-12-01,Active
AST-00752,License,SITE-02,EMP-100504,2025-06-01,Active
AST-00753,Mobile,SITE-04,EMP-100537,2022-07-01,Retired
AST-00754,Laptop,SITE-02,EMP-100443,2024-06-01,Active
AST-00755,License,SITE-01,EMP-100578,2023-12-01,Active
AST-00756,Desktop,SITE-03,EMP-100445,2025-03-01,Retired
AST-00757,Network,SITE-04,EMP-100022,2024-03-01,Active
AST-00758,Desktop,SITE-01,EMP-100200,2021-09-01,Retired
AST-00759,Laptop,SITE-01,EMP-100774,2025-06-01,Active
AST-00760,Server,SITE-01,EMP-100038,2026-07-01,Active
AST-00761,License,SITE-04,EMP-100714,2024-11-01,Active
AST-00762,Server,SITE-02,EMP-100553,2025-01-01,Active
AST-00763,License,SITE-04,EMP-100115,2023-06-01,Active
AST-00764,License,SITE-02,EMP-100182,2024-07-01,Active
AST-00765,License,SITE-03,EMP-100764,2024-08-01,Active
AST-00766,Desktop,SITE-03,EMP-100177,2022-10-01,Active
AST-00767,License,SITE-03,EMP-100737,2025-04-01,Active
AST-00768,Laptop,SITE-01,EMP-100033,2021-07-01,Active
AST-00769,Desktop,SITE-03,EMP-100122,2025-02-01,Retired
AST-00770,Network,SITE-02,EMP-100199,2025-09-01,Active
AST-00771,License,SITE-03,EMP-100445,2024-12-01,Active
AST-00772,Server,SITE-02,EMP-100457,2026-06-01,Active
AST-00773,License,SITE-01,EMP-100146,2025-12-01,Retired
AST-00774,License,SITE-01,EMP-100020,2023-01-01,Retired
AST-00775,License,SITE-02,EMP-100310,2026-02-01,Active
AST-00776,Mobile,SITE-04,EMP-100626,2024-07-01,Active
AST-00777,Desktop,SITE-04,EMP-100495,2023-05-01,Active
AST-00778,Mobile,SITE-02,EMP-100006,2023-08-01,Active
AST-00779,License,SITE-01,EMP-100095,2024-09-01,Retired
AST-00780,Network,SITE-02,EMP-100204,2026-04-01,Retired
AST-00781,Mobile,SITE-03,EMP-100157,2025-02-01,Retired
AST-00782,Server,SITE-03,EMP-100545,2026-09-01,Active
AST-00783,Laptop,SITE-02,EMP-100748,2024-11-01,Active
AST-00784,Network,SITE-02,EMP-100729,2023-07-01,Active
AST-00785,Desktop,SITE-01,EMP-100495,2026-05-01,Retired
AST-00786,Laptop,SITE-04,EMP-100531,2024-03-01,Active
AST-00787,Server,SITE-03,EMP-100052,2025-10-01,Retired
AST-00788,Server,SITE-04,EMP-100762,2024-12-01,Active
AST-00789,Laptop,SITE-02,EMP-100083,2025-12-01,Active
AST-00790,Server,SITE-04,EMP-100357,2021-11-01,Retired
AST-00791,Desktop,SITE-02,EMP-100803,2021-09-01,Active
AST-00792,Network,SITE-03,EMP-100236,2023-09-01,Active
AST-00793,Server,SITE-03,EMP-100501,2023-10-01,Retired
AST-00794,Mobile,SITE-03,EMP-100790,2025-12-01,Active
AST-00795,Server,SITE-02,EMP-100451,2024-10-01,Retired
AST-00796,Laptop,SITE-04,EMP-100259,2026-02-01,Retired
AST-00797,Mobile,SITE-01,EMP-100596,2024-03-01,Active
AST-00798,Mobile,SITE-01,EMP-100049,2026-08-01,Active
AST-00799,License,SITE-01,EMP-100505,2025-09-01,Retired
AST-00800,Mobile,SITE-01,EMP-100735,2026-08-01,Active
AST-00801,Network,SITE-03,EMP-100286,2021-03-01,Active
AST-00802,Server,SITE-01,EMP-100715,2026-02-01,Retired
AST-00803,Laptop,SITE-04,EMP-100043,2025-07-01,Retired
AST-00804,Server,SITE-02,EMP-100294,2024-12-01,Retired
AST-00805,License,SITE-04,EMP-100369,2026-03-01,Retired
AST-00806,Desktop,SITE-02,EMP-100075,2026-09-01,Retired
AST-00807,License,SITE-03,EMP-100317,2022-02-01,Active
AST-00808,Server,SITE-01,EMP-100053,2022-11-01,Active
AST-00809,Mobile,SITE-04,EMP-100306,2021-08-01,Retired
AST-00810,Laptop,SITE-03,EMP-100223,2021-09-01,Retired
AST-00811,Desktop,SITE-04,EMP-100458,2023-09-01,Retired
AST-00812,Laptop,SITE-02,EMP-100143,2021-02-01,Retired
AST-00813,License,SITE-02,EMP-100207,2023-11-01,Active
AST-00814,Laptop,SITE-01,EMP-100187,2022-12-01,Active
AST-00815,Server,SITE-02,EMP-100557,2021-12-01,Retired
AST-00816,Network,SITE-02,EMP-100082,2022-03-01,Retired
AST-00817,Desktop,SITE-01,EMP-100273,2024-06-01,Retired
AST-00818,License,SITE-03,EMP-100754,2022-07-01,Active
AST-00819,Laptop,SITE-01,EMP-100493,2024-06-01,Active
AST-00820,Laptop,SITE-03,EMP-100369,2024-09-01,Active
